"Original","Submitted","Accepted_name","Selected_family","Selected_order","Selected_class","Synonyms"
"hippoglossus hippoglossus","Hippoglossus hippoglossus","Hippoglossus hippoglossus","Pleuronectidae","Pleuronectiformes","Actinopterygii","Hippoglossus vulgaris"
"hippoglossus hippoglossus","Hippoglossus hippoglossus","Hippoglossus hippoglossus","Pleuronectidae","Pleuronectiformes","Actinopterygii","Hippoglossus americanus"
"hippoglossus hippoglossus","Hippoglossus hippoglossus","Hippoglossus hippoglossus","Pleuronectidae","Pleuronectiformes","Actinopterygii","Hippoglossus maximus"
"hippoglossus hippoglossus","Hippoglossus hippoglossus","Hippoglossus hippoglossus","Pleuronectidae","Pleuronectiformes","Actinopterygii","Hippoglossus gigas"
"hippoglossus stenolepis","Hippoglossus stenolepis","Hippoglossus stenolepis","Pleuronectidae","Pleuronectiformes","Actinopterygii","Hippoglossus hippoglossus camtchaticus"
"kareius bicoloratus","Kareius bicoloratus","Kareius bicoloratus","Pleuronectidae","Pleuronectiformes","Actinopterygii","Platichthys bicoloratus"
"kareius bicoloratus","Kareius bicoloratus","Kareius bicoloratus","Pleuronectidae","Pleuronectiformes","Actinopterygii","Platessa bicolorata"
"kareius bicoloratus","Kareius bicoloratus","Kareius bicoloratus","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pleuronectes scutifer"
"kareius bicoloratus","Kareius bicoloratus","Kareius bicoloratus","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pseudoplatichthys oshorensis"
"limanda ferruginea","Limanda ferruginea","Limanda ferruginea","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pleuronectes ferrugineus"
"limanda ferruginea","Limanda ferruginea","Limanda ferruginea","Pleuronectidae","Pleuronectiformes","Actinopterygii","Platessa ferruginea"
"limanda limanda","Limanda limanda","Limanda limanda","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pleuronectes limanda"
"limanda limanda","Limanda limanda","Limanda limanda","Pleuronectidae","Pleuronectiformes","Actinopterygii","Limanda vulgaris"
"limanda limanda","Limanda limanda","Limanda limanda","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pleuronectes limandula"
"limanda limanda","Limanda limanda","Limanda limanda","Pleuronectidae","Pleuronectiformes","Actinopterygii","Limanda oceanica"
"microstomus kitt","Microstomus kitt","Microstomus kitt","Pleuronectidae","Pleuronectiformes","Actinopterygii","Microstomus microcephalus"
"microstomus kitt","Microstomus kitt","Microstomus kitt","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pleuronectes microcephalus"
"microstomus kitt","Microstomus kitt","Microstomus kitt","Pleuronectidae","Pleuronectiformes","Actinopterygii","Microstomus latidens"
"microstomus kitt","Microstomus kitt","Microstomus kitt","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pleuronectes kitt"
"microstomus kitt","Microstomus kitt","Microstomus kitt","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pleuronectes gilli"
"microstomus kitt","Microstomus kitt","Microstomus kitt","Pleuronectidae","Pleuronectiformes","Actinopterygii","Platessa pola"
"microstomus kitt","Microstomus kitt","Microstomus kitt","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pleuronectes laevis"
"paralichthys dentatus","Paralichthys dentatus","Paralichthys dentatus","Paralichthyidae","Pleuronectiformes","Actinopterygii","Paralichthys denatus"
"paralichthys dentatus","Paralichthys dentatus","Paralichthys dentatus","Paralichthyidae","Pleuronectiformes","Actinopterygii","Pleuronectes dentatus"
"paralichthys dentatus","Paralichthys dentatus","Paralichthys dentatus","Paralichthyidae","Pleuronectiformes","Actinopterygii","Platessa ocellaris"
"paralichthys dentatus","Paralichthys dentatus","Paralichthys dentatus","Paralichthyidae","Pleuronectiformes","Actinopterygii","Pleuronectes melanogaster"
"paralichthys lethostigma","Paralichthys lethostigma","Paralichthys lethostigma","Paralichthyidae","Pleuronectiformes","Actinopterygii",NA
"chlorurus sordidus","Chlorurus sordidus","Chlorurus sordidus","Labridae","Labriformes","Actinopteri","Scarus sordidus"
"chlorurus sordidus","Chlorurus sordidus","Chlorurus sordidus","Labridae","Labriformes","Actinopteri","Scarus bipallidus"
"chlorurus sordidus","Chlorurus sordidus","Chlorurus sordidus","Labridae","Labriformes","Actinopteri","Callyodon erythrodon"
"chlorurus sordidus","Chlorurus sordidus","Chlorurus sordidus","Labridae","Labriformes","Actinopteri","Scarus nigricans"
"chlorurus sordidus","Chlorurus sordidus","Chlorurus sordidus","Labridae","Labriformes","Actinopteri","Scarus erythrodon"
"chlorurus sordidus","Chlorurus sordidus","Chlorurus sordidus","Labridae","Labriformes","Actinopteri","Scarus variegatus"
"chlorurus sordidus","Chlorurus sordidus","Chlorurus sordidus","Labridae","Labriformes","Actinopteri","Scarus purpureus"
"chlorurus sordidus","Chlorurus sordidus","Chlorurus sordidus","Labridae","Labriformes","Actinopteri","Scarus spilurus"
"chlorurus sordidus","Chlorurus sordidus","Chlorurus sordidus","Labridae","Labriformes","Actinopteri","Scarus sumbawensis"
"chlorurus sordidus","Chlorurus sordidus","Chlorurus sordidus","Labridae","Labriformes","Actinopteri","Scarus gymnognathos"
"chlorurus sordidus","Chlorurus sordidus","Chlorurus sordidus","Labridae","Labriformes","Actinopteri","Scarus celebicus"
"chlorurus sordidus","Chlorurus sordidus","Chlorurus sordidus","Labridae","Labriformes","Actinopteri","Pseudoscarus margaritus"
"chlorurus sordidus","Chlorurus sordidus","Chlorurus sordidus","Labridae","Labriformes","Actinopteri","Pseudoscarus goldiei"
"chlorurus sordidus","Chlorurus sordidus","Chlorurus sordidus","Labridae","Labriformes","Actinopteri","Pseudoscarus platodoni"
"chlorurus sordidus","Chlorurus sordidus","Chlorurus sordidus","Labridae","Labriformes","Actinopteri","Callyodon cyanogrammus"
"chlorurus sordidus","Chlorurus sordidus","Chlorurus sordidus","Labridae","Labriformes","Actinopteri","Pseudoscarus vitriolinus"
"chlorurus sordidus","Chlorurus sordidus","Chlorurus sordidus","Labridae","Labriformes","Actinopteri","Callyodon rostratus"
"chlorurus sordidus","Chlorurus sordidus","Chlorurus sordidus","Labridae","Labriformes","Actinopteri","Callyodon albipunctatus"
"chlorurus sordidus","Chlorurus sordidus","Chlorurus sordidus","Labridae","Labriformes","Actinopteri","Scaridea leucotaeniata"
"chlorurus sordidus","Chlorurus sordidus","Chlorurus sordidus","Labridae","Labriformes","Actinopteri","Xanothon bipallidus"
"chlorurus sordidus","Chlorurus sordidus","Chlorurus sordidus","Labridae","Labriformes","Actinopteri","Callyodon bipallidus"
"paralichthys olivaceus","Paralichthys olivaceus","Paralichthys olivaceus","Paralichthyidae","Pleuronectiformes","Actinopterygii","Hippoglossus olivaceus"
"paralichthys olivaceus","Paralichthys olivaceus","Paralichthys olivaceus","Paralichthyidae","Pleuronectiformes","Actinopterygii","Rhombus wolffii"
"paralichthys olivaceus","Paralichthys olivaceus","Paralichthys olivaceus","Paralichthyidae","Pleuronectiformes","Actinopterygii","Platessa percocephala"
"paralichthys olivaceus","Paralichthys olivaceus","Paralichthys olivaceus","Paralichthyidae","Pleuronectiformes","Actinopterygii","Pseudorhombus swinhonis"
"paralichthys olivaceus","Paralichthys olivaceus","Paralichthys olivaceus","Paralichthyidae","Pleuronectiformes","Actinopterygii","Paralichthys olivaceus coreanicus"
"pegusa lascaris","Pegusa lascaris","Pegusa lascaris","Soleidae","Pleuronectiformes","Actinopterygii","Solea lascaris"
"pegusa lascaris","Pegusa lascaris","Pegusa lascaris","Soleidae","Pleuronectiformes","Actinopterygii","Pegasus lascaris"
"pegusa lascaris","Pegusa lascaris","Pegusa lascaris","Soleidae","Pleuronectiformes","Actinopterygii","Solea nasuta"
"pegusa lascaris","Pegusa lascaris","Pegusa lascaris","Soleidae","Pleuronectiformes","Actinopterygii","Pleuronectes lascaris"
"pegusa lascaris","Pegusa lascaris","Pegusa lascaris","Soleidae","Pleuronectiformes","Actinopterygii","Solea kaupi"
"pegusa lascaris","Pegusa lascaris","Pegusa lascaris","Soleidae","Pleuronectiformes","Actinopterygii","Solea vermeuleni"
"pegusa lascaris","Pegusa lascaris","Pegusa lascaris","Soleidae","Pleuronectiformes","Actinopterygii","Solea brasiliensis"
"pegusa lascaris","Pegusa lascaris","Pegusa lascaris","Soleidae","Pleuronectiformes","Actinopterygii","Solea scriba"
"pegusa lascaris","Pegusa lascaris","Pegusa lascaris","Soleidae","Pleuronectiformes","Actinopterygii","Solea aurantiaca"
"pegusa lascaris","Pegusa lascaris","Pegusa lascaris","Soleidae","Pleuronectiformes","Actinopterygii","Solea margaritifera"
"platichthys flesus","Platichthys flesus","Platichthys flesus","Pleuronectidae","Pleuronectiformes","Actinopterygii","Platichthys flesus flesus"
"platichthys flesus","Platichthys flesus","Platichthys flesus","Pleuronectidae","Pleuronectiformes","Actinopterygii","Platichthys flesus bogdanovii"
"platichthys flesus","Platichthys flesus","Platichthys flesus","Pleuronectidae","Pleuronectiformes","Actinopterygii","Platichthys flesus luscus"
"platichthys flesus","Platichthys flesus","Platichthys flesus","Pleuronectidae","Pleuronectiformes","Actinopterygii","Platichthys flesus septentrionalis"
"platichthys flesus","Platichthys flesus","Platichthys flesus","Pleuronectidae","Pleuronectiformes","Actinopterygii","Platichthys flesus trachurus"
"platichthys flesus","Platichthys flesus","Platichthys flesus","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pleuronectes flesus"
"platichthys flesus","Platichthys flesus","Platichthys flesus","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pleuronectes bogdanovii"
"platichthys flesus","Platichthys flesus","Platichthys flesus","Pleuronectidae","Pleuronectiformes","Actinopterygii","Platichthys flesus italicus"
"platichthys flesus","Platichthys flesus","Platichthys flesus","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pleuronectes passer"
"platichthys flesus","Platichthys flesus","Platichthys flesus","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pleuronectes italicus"
"platichthys flesus","Platichthys flesus","Platichthys flesus","Pleuronectidae","Pleuronectiformes","Actinopterygii","Platessa glabra"
"platichthys flesus","Platichthys flesus","Platichthys flesus","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pleuronectes roseus"
"platichthys flesus","Platichthys flesus","Platichthys flesus","Pleuronectidae","Pleuronectiformes","Actinopterygii","Platessa carnaria"
"platichthys flesus","Platichthys flesus","Platichthys flesus","Pleuronectidae","Pleuronectiformes","Actinopterygii","Flesus vulgaris"
"platichthys flesus","Platichthys flesus","Platichthys flesus","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pleuronectes flesoides"
"platichthys flesus","Platichthys flesus","Platichthys flesus","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pleuronectes flesus trachurus"
"platichthys flesus","Platichthys flesus","Platichthys flesus","Pleuronectidae","Pleuronectiformes","Actinopterygii","Platessa flesus marmorata"
"platichthys flesus","Platichthys flesus","Platichthys flesus","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pleuronectes flesus septentrionalis"
"platichthys flesus","Platichthys flesus","Platichthys flesus","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pleuronectes flesus leiurus"
"pleuronichthys cornutus","Pleuronichthys cornutus","Pleuronichthys cornutus","Pleuronectidae","Pleuronectiformes","Actinopterygii","Platessa cornuta"
"pleuronichthys cornutus","Pleuronichthys cornutus","Pleuronichthys cornutus","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pleuronectes cornutus"
"pleuronichthys cornutus","Pleuronichthys cornutus","Pleuronichthys cornutus","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pleuronichthys lighti"
"pseudopleuronectes americanus","Pseudopleuronectes americanus","Pseudopleuronectes americanus","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pleuronectes americanus"
"pseudopleuronectes americanus","Pseudopleuronectes americanus","Pseudopleuronectes americanus","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pseudopleuronectes dignabilis"
"pseudopleuronectes americanus","Pseudopleuronectes americanus","Pseudopleuronectes americanus","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pleuronectes planus"
"pseudopleuronectes americanus","Pseudopleuronectes americanus","Pseudopleuronectes americanus","Pleuronectidae","Pleuronectiformes","Actinopterygii","Platessa pusilla"
"reinhardtius hippoglossoides","Reinhardtius hippoglossoides","Reinhardtius hippoglossoides","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pleuronectes hippoglossoides"
"reinhardtius hippoglossoides","Reinhardtius hippoglossoides","Reinhardtius hippoglossoides","Pleuronectidae","Pleuronectiformes","Actinopterygii","Hippoglossus groenlandicus"
"reinhardtius hippoglossoides","Reinhardtius hippoglossoides","Reinhardtius hippoglossoides","Pleuronectidae","Pleuronectiformes","Actinopterygii","Reinhardtius matsuurae"
"reinhardtius hippoglossoides","Reinhardtius hippoglossoides","Reinhardtius hippoglossoides","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pleuronectes pinguis"
"scophthalmus aquosus","Scophthalmus aquosus","Scophthalmus aquosus","Scophthalmidae","Pleuronectiformes","Actinopterygii","Lophopsetta maculata"
"scophthalmus aquosus","Scophthalmus aquosus","Scophthalmus aquosus","Scophthalmidae","Pleuronectiformes","Actinopterygii","Pleuronectes aquosus"
"scophthalmus aquosus","Scophthalmus aquosus","Scophthalmus aquosus","Scophthalmidae","Pleuronectiformes","Actinopterygii","Pleuronectes maculatus"
"scophthalmus maximus","Scophthalmus maximus","Scophthalmus maximus","Scophthalmidae","Pleuronectiformes","Actinopterygii","Psetta maxima"
"scophthalmus maximus","Scophthalmus maximus","Scophthalmus maximus","Scophthalmidae","Pleuronectiformes","Actinopterygii","Pleuronectes maximus"
"scophthalmus maximus","Scophthalmus maximus","Scophthalmus maximus","Scophthalmidae","Pleuronectiformes","Actinopterygii","Scophthalmus ponticus"
"scophthalmus maximus","Scophthalmus maximus","Scophthalmus maximus","Scophthalmidae","Pleuronectiformes","Actinopterygii","Pleuronectes cyclops"
"scophthalmus maximus","Scophthalmus maximus","Scophthalmus maximus","Scophthalmidae","Pleuronectiformes","Actinopterygii","Pleuronectes tuberculatus"
"scophthalmus maximus","Scophthalmus maximus","Scophthalmus maximus","Scophthalmidae","Pleuronectiformes","Actinopterygii","Rhombus aculeatus"
"scophthalmus maximus","Scophthalmus maximus","Scophthalmus maximus","Scophthalmidae","Pleuronectiformes","Actinopterygii","Rhombus stellosus"
"scophthalmus maximus","Scophthalmus maximus","Scophthalmus maximus","Scophthalmidae","Pleuronectiformes","Actinopterygii","Pleuronectes turbot"
"scophthalmus maximus","Scophthalmus maximus","Scophthalmus maximus","Scophthalmidae","Pleuronectiformes","Actinopterygii","Rhombus rhombitis"
"solea senegalensis","Solea senegalensis","Solea senegalensis","Soleidae","Pleuronectiformes","Actinopterygii","Solea melanochira"
"solea solea","Solea solea","Solea solea","Soleidae","Pleuronectiformes","Actinopterygii","Solea vulgaris"
"solea solea","Solea solea","Solea solea","Soleidae","Pleuronectiformes","Actinopterygii","Pleuronectes solea"
"solea solea","Solea solea","Solea solea","Soleidae","Pleuronectiformes","Actinopterygii","Solea vulgaris typica"
"labrus merula","Labrus merula","Labrus merula","Labridae","Labriformes","Actinopteri","Sparus lividus"
"labrus merula","Labrus merula","Labrus merula","Labridae","Labriformes","Actinopteri","Labrus nereus"
"labrus merula","Labrus merula","Labrus merula","Labridae","Labriformes","Actinopteri","Labrus psittacus"
"labrus merula","Labrus merula","Labrus merula","Labridae","Labriformes","Actinopteri","Labrus crassus"
"labrus merula","Labrus merula","Labrus merula","Labridae","Labriformes","Actinopteri","Labrus limbatus"
"labrus merula","Labrus merula","Labrus merula","Labridae","Labriformes","Actinopteri","Labrus lineolatus"
"labrus merula","Labrus merula","Labrus merula","Labridae","Labriformes","Actinopteri","Labrus saxorum"
"labrus merula","Labrus merula","Labrus merula","Labridae","Labriformes","Actinopteri","Labrus livens"
"verasper variegatus","Verasper variegatus","Verasper variegatus","Pleuronectidae","Pleuronectiformes","Actinopterygii","Platessa variegata"
"brachymystax lenok","Brachymystax lenok","Brachymystax lenok","Salmonidae","Salmoniformes","Actinopterygii",NA
"coregonus albula","Coregonus albula","Coregonus albula","Salmonidae","Salmoniformes","Actinopterygii","Coregonus sardinella marisalbi"
"coregonus albula","Coregonus albula","Coregonus albula","Salmonidae","Salmoniformes","Actinopterygii","Salmo albula"
"coregonus autumnalis","Coregonus autumnalis","Coregonus autumnalis","Salmonidae","Salmoniformes","Actinopterygii","Salmo autumnalis"
"coregonus lavaretus","Coregonus lavaretus","Coregonus lavaretus","Salmonidae","Salmoniformes","Actinopterygii","Salmo lavaretus"
"coregonus widegreni","Coregonus widegreni","Coregonus widegreni","Salmonidae","Salmoniformes","Actinopterygii","Coregonus lavaretus ludoga"
"oncorhynchus clarkii","Oncorhynchus clarkii","Oncorhynchus clarkii","Salmonidae","Salmoniformes","Actinopterygii","Salmo clarkii"
"oncorhynchus clarkii","Oncorhynchus clarkii","Oncorhynchus clarkii","Salmonidae","Salmoniformes","Actinopterygii","Oncorhynchus clarki"
"oncorhynchus gorbuscha","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","Salmonidae","Salmoniformes","Actinopterygii",NA
"oncorhynchus keta","Oncorhynchus keta","Oncorhynchus keta","Salmonidae","Salmoniformes","Actinopterygii",NA
"oncorhynchus kisutch","Oncorhynchus kisutch","Oncorhynchus kisutch","Salmonidae","Salmoniformes","Actinopterygii",NA
"liza affinis","Liza affinis","Liza affinis","Mugilidae","Mugiliformes","Actinopteri",NA
"oncorhynchus masou","Oncorhynchus masou","Oncorhynchus masou","Salmonidae","Salmoniformes","Actinopterygii","Oncorhynchus rhodurus"
"oncorhynchus mykiss","Oncorhynchus mykiss","Oncorhynchus mykiss","Salmonidae","Salmoniformes","Actinopterygii","Salmo mykiss"
"oncorhynchus mykiss","Oncorhynchus mykiss","Oncorhynchus mykiss","Salmonidae","Salmoniformes","Actinopterygii","Onchorynchus mykiss"
"oncorhynchus mykiss","Oncorhynchus mykiss","Oncorhynchus mykiss","Salmonidae","Salmoniformes","Actinopterygii","Salmo gibbsii"
"oncorhynchus mykiss","Oncorhynchus mykiss","Oncorhynchus mykiss","Salmonidae","Salmoniformes","Actinopterygii","Oncorhynchus mykiss gibbsi"
"oncorhynchus nerka","Oncorhynchus nerka","Oncorhynchus nerka","Salmonidae","Salmoniformes","Actinopterygii",NA
"oncorhynchus tshawytscha","Oncorhynchus tshawytscha","Oncorhynchus tshawytscha","Salmonidae","Salmoniformes","Actinopterygii",NA
"prosopium williamsoni","Prosopium williamsoni","Prosopium williamsoni","Salmonidae","Salmoniformes","Actinopterygii",NA
"salmo letnica","Salmo letnica","Salmo letnica","Salmonidae","Salmoniformes","Actinopterygii",NA
"salmo salar","Salmo salar","Salmo salar","Salmonidae","Salmoniformes","Actinopterygii",NA
"salmo trutta","Salmo trutta","Salmo trutta","Salmonidae","Salmoniformes","Actinopterygii",NA
"salvelinus alpinus","Salvelinus alpinus","Salvelinus alpinus","Salmonidae","Salmoniformes","Actinopterygii",NA
"salvelinus fontinalis","Salvelinus fontinalis","Salvelinus fontinalis","Salmonidae","Salmoniformes","Actinopterygii",NA
"liza aurata","Liza aurata","Liza aurata","Mugilidae","Mugiliformes","Actinopteri","Mugil auratus"
"salvelinus leucomaenis","Salvelinus leucomaenis","Salvelinus leucomaenis","Salmonidae","Salmoniformes","Actinopterygii",NA
"thymallus arcticus","Thymallus arcticus","Thymallus arcticus","Salmonidae","Salmoniformes","Actinopterygii",NA
"thymallus thymallus","Thymallus thymallus","Thymallus thymallus","Salmonidae","Salmoniformes","Actinopterygii",NA
"anoplopoma fimbria","Anoplopoma fimbria","Anoplopoma fimbria","Anoplopomatidae","Scorpaeniformes","Actinopterygii",NA
"chelidonichthys obscurus","Chelidonichthys obscurus","Chelidonichthys obscurus","Triglidae","Scorpaeniformes","Actinopterygii","Aspitrigla obscura"
"cottus gobio","Cottus gobio","Cottus gobio","Cottidae","Scorpaeniformes","Actinopterygii",NA
"cottus poecilopus","Cottus poecilopus","Cottus poecilopus","Cottidae","Scorpaeniformes","Actinopterygii",NA
"cyclopterus lumpus","Cyclopterus lumpus","Cyclopterus lumpus","Cyclopteridae","Scorpaeniformes","Actinopterygii",NA
"eutrigla gurnardus","Eutrigla gurnardus","Eutrigla gurnardus","Triglidae","Scorpaeniformes","Actinopterygii",NA
"helicolenus percoides","Helicolenus percoides","Helicolenus percoides","Sebastidae","Scorpaeniformes","Actinopterygii",NA
"liza ramado","Liza ramado","Liza ramado","Mugilidae","Mugiliformes","Actinopteri","Liza ramada"
"hemitripterus americanus","Hemitripterus americanus","Hemitripterus americanus","Hemitripteridae","Scorpaeniformes","Actinopterygii",NA
"hexagrammos otakii","Hexagrammos otakii","Hexagrammos otakii","Hexagrammidae","Scorpaeniformes","Actinopterygii",NA
"inimicus japonicus","Inimicus japonicus","Inimicus japonicus","Synanceiidae","Scorpaeniformes","Actinopterygii",NA
"lepidotrigla cavillone","Lepidotrigla cavillone","Lepidotrigla cavillone","Triglidae","Scorpaeniformes","Actinopterygii",NA
"liparis atlanticus","Liparis atlanticus","Liparis atlanticus","Liparidae","Scorpaeniformes","Actinopterygii","Neoliparis atlanticus"
"merulina ampliata","Merulina ampliata","Merulina ampliata","Triglidae","Scorpaeniformes","Actinopterygii",NA
"myoxocephalus scorpius","Myoxocephalus scorpius","Myoxocephalus scorpius","Cottidae","Scorpaeniformes","Actinopterygii",NA
"ophiodon elongatus","Ophiodon elongatus","Ophiodon elongatus","Hexagrammidae","Scorpaeniformes","Actinopterygii","Ophiodon elongates"
"scorpaena notata","Scorpaena notata","Scorpaena notata","Scorpaenidae","Scorpaeniformes","Actinopterygii",NA
"scorpaena scrofa","Scorpaena scrofa","Scorpaena scrofa","Scorpaenidae","Scorpaeniformes","Actinopterygii","Scorpaena natalensis"
"liza saliens","Liza saliens","Liza saliens","Mugilidae","Mugiliformes","Actinopteri","Mugil saliens"
"sebastiscus marmoratus","Sebastiscus marmoratus","Sebastiscus marmoratus","Sebastidae","Scorpaeniformes","Actinopterygii",NA
"trigla lucerna","Trigla lucerna","Chelidonichthys lucernus","Triglidae","Scorpaeniformes","Actinopterygii","Trigla lucerna"
"ageneiosus inermis","Ageneiosus inermis","Ageneiosus inermis","Auchenipteridae","Siluriformes","Actinopterygii",NA
"ameiurus melas","Ameiurus melas","Ameiurus melas","Ictaluridae","Siluriformes","Actinopterygii","Ictalurus melas"
"ameiurus nebulosus","Ameiurus nebulosus","Ameiurus nebulosus","Ictaluridae","Siluriformes","Actinopterygii","Ictalurus nebulosus"
"arion ater","Arion ater","Arion ater","Ariidae","Siluriformes","Actinopterygii",NA
"arion distinctus","Arion distinctus","Arion distinctus","Ariidae","Siluriformes","Actinopterygii",NA
"arion lusitanicus","Arion lusitanicus","Arion lusitanicus","Ariidae","Siluriformes","Actinopterygii",NA
"bagrus docmak","Bagrus docmak","Bagrus docmak","Bagridae","Siluriformes","Actinopterygii",NA
"brachyplatystoma filamentosum","Brachyplatystoma filamentosum","Brachyplatystoma filamentosum","Pimelodidae","Siluriformes","Actinopterygii",NA
"mugil cephalus","Mugil cephalus","Mugil cephalus","Mugilidae","Mugiliformes","Actinopteri","Neomyxus chaptalli"
"mugil cephalus","Mugil cephalus","Mugil cephalus","Mugilidae","Mugiliformes","Actinopteri","Neomyxus chaptalii"
"mugil cephalus","Mugil cephalus","Mugil cephalus","Mugilidae","Mugiliformes","Actinopteri","Mugil chaptalii"
"brachyplatystoma vaillantii","Brachyplatystoma vaillantii","Brachyplatystoma vaillantii","Pimelodidae","Siluriformes","Actinopterygii","Brachyplatystoma vaillante"
"cathorops fuerthii","Cathorops fuerthii","Cathorops fuerthii","Ariidae","Siluriformes","Actinopterygii",NA
"clarias alluaudi","Clarias alluaudi","Clarias alluaudi","Clariidae","Siluriformes","Actinopterygii",NA
"clarias anguillaris","Clarias anguillaris","Clarias anguillaris","Clariidae","Siluriformes","Actinopterygii",NA
"clarias batrachus","Clarias batrachus","Clarias batrachus","Clariidae","Siluriformes","Actinopterygii","Silurus batrachus"
"clarias gariepinus","Clarias gariepinus","Clarias gariepinus","Clariidae","Siluriformes","Actinopterygii","Clarias lazera"
"clarias liocephalus","Clarias liocephalus","Clarias liocephalus","Clariidae","Siluriformes","Actinopterygii",NA
"clarias werneri","Clarias werneri","Clarias werneri","Clariidae","Siluriformes","Actinopterygii",NA
"ictalurus balsanus","Ictalurus balsanus","Ictalurus balsanus","Ictaluridae","Siluriformes","Actinopterygii",NA
"ictalurus furcatus","Ictalurus furcatus","Ictalurus furcatus","Ictaluridae","Siluriformes","Actinopterygii",NA
"mugil gyrans","Mugil gyrans","Mugil gyrans","Mugilidae","Mugiliformes","Actinopteri","Querimana gyrans"
"ictalurus pricei","Ictalurus pricei","Ictalurus pricei","Ictaluridae","Siluriformes","Actinopterygii",NA
"ictalurus punctatus","Ictalurus punctatus","Ictalurus punctatus","Ictaluridae","Siluriformes","Actinopterygii","Silurus punctatus"
"leiocassis longirostris","Leiocassis longirostris","Leiocassis longirostris","Bagridae","Siluriformes","Actinopterygii",NA
"malapterurus electricus","Malapterurus electricus","Malapterurus electricus","Malapteruridae","Siluriformes","Actinopterygii","Silurus electricus"
"ompok bimaculatus","Ompok bimaculatus","Ompok bimaculatus","Siluridae","Siluriformes","Actinopterygii","Silurus bimaculatus"
"pelteobagrus fulvidraco","Pelteobagrus fulvidraco","Pelteobagrus fulvidraco","Bagridae","Siluriformes","Actinopterygii",NA
"phractocephalus hemioliopterus","Phractocephalus hemioliopterus","Phractocephalus hemioliopterus","Pimelodidae","Siluriformes","Actinopterygii",NA
"pinirampus pirinampu","Pinirampus pirinampu","Pinirampus pirinampu","Pimelodidae","Siluriformes","Actinopterygii",NA
"pseudoplatystoma fasciatum","Pseudoplatystoma fasciatum","Pseudoplatystoma fasciatum","Pimelodidae","Siluriformes","Actinopterygii","Platystoma fasciatum"
"pseudoplatystoma fasciatum","Pseudoplatystoma fasciatum","Pseudoplatystoma fasciatum","Pimelodidae","Siluriformes","Actinopterygii","Silurus fasciatus"
"pseudoplatystoma tigrinum","Pseudoplatystoma tigrinum","Pseudoplatystoma tigrinum","Pimelodidae","Siluriformes","Actinopterygii",NA
"betta splendens","Betta splendens","Betta splendens","Osphronemidae","Anabantiformes","Actinopteri",NA
"mugil liza","Mugil liza","Mugil liza","Mugilidae","Mugiliformes","Actinopteri",NA
"rhamdia cinerascens","Rhamdia cinerascens","Rhamdia cinerascens","Heptapteridae","Siluriformes","Actinopterygii",NA
"sciades guatemalensis","Sciades guatemalensis","Sciades guatemalensis","Cerambycidae","Coleoptera","Insecta",NA
"silurus asotus","Silurus asotus","Silurus asotus","Siluridae","Siluriformes","Actinopterygii",NA
"silurus glanis","Silurus glanis","Silurus glanis","Siluridae","Siluriformes","Actinopterygii",NA
"silurus meridionalis","Silurus meridionalis","Silurus meridionalis","Siluridae","Siluriformes","Actinopterygii",NA
"sorubim lima","Sorubim lima","Sorubim lima","Pimelodidae","Siluriformes","Actinopterygii","Platystoma lima"
"sorubimichthys planiceps","Sorubimichthys planiceps","Sorubimichthys planiceps","Pimelodidae","Siluriformes","Actinopterygii",NA
"tandanus tandanus","Tandanus tandanus","Tandanus tandanus","Plotosidae","Siluriformes","Actinopterygii",NA
"monopterus albus","Monopterus albus","Monopterus albus","Synbranchidae","Synbranchiformes","Actinopterygii","Fluta alba"
"ophisternon aenigmaticum","Ophisternon aenigmaticum","Ophisternon aenigmaticum","Synbranchidae","Synbranchiformes","Actinopterygii",NA
"myctophum punctatum","Myctophum punctatum","Myctophum punctatum","Myctophidae","Myctophiformes","Actinopteri","Myctophum humboldti"
"aulostomus chinensis","Aulostomus chinensis","Aulostomus chinensis","Aulostomidae","Syngnathiformes","Actinopterygii","Aulostomus valentini"
