Host,HostClass,HostOrder,HostFamily,Virus,VirusClass,VirusOrder,VirusFamily,VirusGenus,Year,YearType,Database,DatabaseVersion,DetectionMethod,Detection_NotSpecified,Detection_Serology,Detection_Genetic,Detection_Isolation,Host_Original,Virus_Original,DetectionMethod_Original,Host_NCBIResolved,Virus_NCBIResolved,HostSynonyms
Equus caballus,Mammalia,Perissodactyla,Equidae,Ross River virus,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,2015,PubMed,Shaw,Shaw et al. 2020 Mol Ecol,Isolation/Observation,FALSE,FALSE,FALSE,TRUE,Equus caballus,Ross river,Isolation,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Rotavirus A,Resentoviricetes,Reovirales,Reoviridae,Rotavirus,1992,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Equus caballus,Rotavirus a,CargoCarrier,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Rotavirus A,Resentoviricetes,Reovirales,Reoviridae,Rotavirus,1991,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Equus caballus,Rotavirus a,CargoCarrier,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Rotavirus A,Resentoviricetes,Reovirales,Reoviridae,Rotavirus,1996,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Equus caballus,Rotavirus a,CargoCarrier,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Rotavirus A,Resentoviricetes,Reovirales,Reoviridae,Rotavirus,2005,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Equus caballus,Rotavirus a,CargoCarrier,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Rotavirus A,Resentoviricetes,Reovirales,Reoviridae,Rotavirus,2006,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Equus caballus,Rotavirus a,CargoCarrier,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Rotavirus A,Resentoviricetes,Reovirales,Reoviridae,Rotavirus,NA,Nucleotide,EID2,Wardeh et al. 2015 Sci Data,PCR/Sequencing,FALSE,FALSE,TRUE,FALSE,Equus caballus,Rotavirus a,PCR,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Rotavirus A,Resentoviricetes,Reovirales,Reoviridae,Rotavirus,NA,Nucleotide,EID2,Wardeh et al. 2015 Sci Data,PCR/Sequencing,FALSE,FALSE,TRUE,FALSE,Equus caballus,Rotavirus a,PCR,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Rotavirus A,Resentoviricetes,Reovirales,Reoviridae,Rotavirus,NA,Nucleotide,EID2,Wardeh et al. 2015 Sci Data,PCR/Sequencing,FALSE,FALSE,TRUE,FALSE,Equus caballus,Rotavirus a,PCR,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Rotavirus A,Resentoviricetes,Reovirales,Reoviridae,Rotavirus,NA,Nucleotide,EID2,Wardeh et al. 2015 Sci Data,PCR/Sequencing,FALSE,FALSE,TRUE,FALSE,Equus caballus,Rotavirus a,PCR,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Rotavirus A,Resentoviricetes,Reovirales,Reoviridae,Rotavirus,2015,PubMed,Shaw,Shaw et al. 2020 Mol Ecol,Isolation/Observation,FALSE,FALSE,FALSE,TRUE,Equus caballus,Rotavirus a,Isolation,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Salem salemvirus,Monjiviricetes,Mononegavirales,Paramyxoviridae,Salemvirus,2000,Author,HP3,Olival et al. 2017 Nature,Isolation/Observation,FALSE,FALSE,FALSE,TRUE,Equus caballus,Salem,Isolation,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Semliki Forest virus,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,2003,Author,HP3,Olival et al. 2017 Nature,Antibodies,FALSE,TRUE,FALSE,FALSE,Equus caballus,Semliki forest,Antibodies,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Semliki Forest virus,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,1995,PubMed,Shaw,Shaw et al. 2020 Mol Ecol,Antibodies,FALSE,TRUE,FALSE,FALSE,Equus caballus,Semliki forest,Antibodies,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Sepik virus,Flasuviricetes,Amarillovirales,Flaviviridae,Flavivirus,1983,Author,HP3,Olival et al. 2017 Nature,Antibodies,FALSE,TRUE,FALSE,FALSE,Equus caballus,Sepik,Antibodies,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Shamonda orthobunyavirus,Ellioviricetes,Bunyavirales,Peribunyaviridae,Orthobunyavirus,1980,PubMed,Shaw,Shaw et al. 2020 Mol Ecol,Antibodies,FALSE,TRUE,FALSE,FALSE,Equus caballus,Shamonda orthobunyavirus,Antibodies,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Shuni orthobunyavirus,Ellioviricetes,Bunyavirales,Peribunyaviridae,Orthobunyavirus,2012,Author,HP3,Olival et al. 2017 Nature,Isolation/Observation,FALSE,FALSE,FALSE,TRUE,Equus caballus,Shuni,Isolation,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Shuni orthobunyavirus,Ellioviricetes,Bunyavirales,Peribunyaviridae,Orthobunyavirus,2012,PubMed,Shaw,Shaw et al. 2020 Mol Ecol,Isolation/Observation,FALSE,FALSE,FALSE,TRUE,Equus caballus,Shuni orthobunyavirus,Isolation,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Sindbis virus,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,2010,Author,Shaw,Shaw et al. 2020 Mol Ecol,Antibodies,FALSE,TRUE,FALSE,FALSE,Equus caballus,Sindbis,Antibodies,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Saint Louis encephalitis virus,Flasuviricetes,Amarillovirales,Flaviviridae,Flavivirus,2014,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Equus caballus,St. louis encephalitis,CargoCarrier,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Saint Louis encephalitis virus,Flasuviricetes,Amarillovirales,Flaviviridae,Flavivirus,2013,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Equus caballus,St. louis encephalitis,CargoCarrier,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Saint Louis encephalitis virus,Flasuviricetes,Amarillovirales,Flaviviridae,Flavivirus,2012,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Equus caballus,St. louis encephalitis,CargoCarrier,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Saint Louis encephalitis virus,Flasuviricetes,Amarillovirales,Flaviviridae,Flavivirus,2011,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Equus caballus,St. louis encephalitis,CargoCarrier,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Saint Louis encephalitis virus,Flasuviricetes,Amarillovirales,Flaviviridae,Flavivirus,2010,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Equus caballus,St. louis encephalitis,CargoCarrier,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Saint Louis encephalitis virus,Flasuviricetes,Amarillovirales,Flaviviridae,Flavivirus,2009,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Equus caballus,St. louis encephalitis,CargoCarrier,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Saint Louis encephalitis virus,Flasuviricetes,Amarillovirales,Flaviviridae,Flavivirus,2006,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Equus caballus,St. louis encephalitis,CargoCarrier,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Saint Louis encephalitis virus,Flasuviricetes,Amarillovirales,Flaviviridae,Flavivirus,2000,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Equus caballus,St. louis encephalitis,CargoCarrier,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Saint Louis encephalitis virus,Flasuviricetes,Amarillovirales,Flaviviridae,Flavivirus,1998,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Equus caballus,St. louis encephalitis,CargoCarrier,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Saint Louis encephalitis virus,Flasuviricetes,Amarillovirales,Flaviviridae,Flavivirus,1983,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Equus caballus,St. louis encephalitis,CargoCarrier,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Saint Louis encephalitis virus,Flasuviricetes,Amarillovirales,Flaviviridae,Flavivirus,1979,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Equus caballus,St. louis encephalitis,CargoCarrier,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Saint Louis encephalitis virus,Flasuviricetes,Amarillovirales,Flaviviridae,Flavivirus,1985,Author,HP3,Olival et al. 2017 Nature,Antibodies,FALSE,TRUE,FALSE,FALSE,Equus caballus,St. louis encephalitis,Antibodies,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Saint Louis encephalitis virus,Flasuviricetes,Amarillovirales,Flaviviridae,Flavivirus,2014,PubMed,Shaw,Shaw et al. 2020 Mol Ecol,Isolation/Observation,FALSE,FALSE,FALSE,TRUE,Equus caballus,St. louis encephalitis,Isolation,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Suid alphaherpesvirus 1,Herviviricetes,Herpesvirales,Herpesviridae,Varicellovirus,1991,Author,HP3,Olival et al. 2017 Nature,Isolation/Observation,FALSE,FALSE,TRUE,TRUE,Equus caballus,Suid herpesvirus 1,"Cell culture, PCR",TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Tacaiuma orthobunyavirus,Ellioviricetes,Bunyavirales,Peribunyaviridae,Orthobunyavirus,1993,PubMed,Shaw,Shaw et al. 2020 Mol Ecol,Antibodies,FALSE,TRUE,FALSE,FALSE,Equus caballus,Tacaiuma orthobunyavirus,Antibodies,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Tibrogargan tibrovirus,Monjiviricetes,Mononegavirales,Rhabdoviridae,Tibrovirus,1986,PubMed,Shaw,Shaw et al. 2020 Mol Ecol,Antibodies,FALSE,TRUE,FALSE,FALSE,Equus caballus,Tibrogargan tibrovirus,Antibodies,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Tick-borne encephalitis virus,Flasuviricetes,Amarillovirales,Flaviviridae,Flavivirus,1999,PubMed,Shaw,Shaw et al. 2020 Mol Ecol,PCR/Sequencing,FALSE,FALSE,TRUE,FALSE,Equus caballus,Tick-borne encephalitis,PCR,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Trubanaman virus,Ellioviricetes,Bunyavirales,Peribunyaviridae,,2005,Author,HP3,Olival et al. 2017 Nature,Antibodies,FALSE,TRUE,FALSE,FALSE,Equus caballus,Trubanaman,Antibodies,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Turlock orthobunyavirus,Ellioviricetes,Bunyavirales,Peribunyaviridae,Orthobunyavirus,1965,Author,HP3,Olival et al. 2017 Nature,Antibodies,FALSE,TRUE,FALSE,FALSE,Equus caballus,Turlock,Antibodies,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Una virus,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,2003,Author,HP3,Olival et al. 2017 Nature,Antibodies,FALSE,TRUE,FALSE,FALSE,Equus caballus,Una,Antibodies,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Una virus,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,1985,PubMed,Shaw,Shaw et al. 2020 Mol Ecol,Isolation/Observation,FALSE,FALSE,FALSE,TRUE,Equus caballus,Una,Isolation,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Usutu virus,Flasuviricetes,Amarillovirales,Flaviviridae,Flavivirus,2010,PubMed,Shaw,Shaw et al. 2020 Mol Ecol,Antibodies,FALSE,TRUE,FALSE,FALSE,Equus caballus,Usutu,Antibodies,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,1979,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Equus caballus,Vaccinia,CargoCarrier,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,1976,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Equus caballus,Vaccinia,CargoCarrier,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,1990,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Equus caballus,Vaccinia,CargoCarrier,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,1989,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Equus caballus,Vaccinia,CargoCarrier,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,1985,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Equus caballus,Vaccinia,CargoCarrier,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,1974,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Equus caballus,Vaccinia,CargoCarrier,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,1972,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Equus caballus,Vaccinia,CargoCarrier,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,1971,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Equus caballus,Vaccinia,CargoCarrier,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,1994,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Equus caballus,Vaccinia,CargoCarrier,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,1993,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Equus caballus,Vaccinia,CargoCarrier,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,1996,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Equus caballus,Vaccinia,CargoCarrier,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,1997,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Equus caballus,Vaccinia,CargoCarrier,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,1999,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Equus caballus,Vaccinia,CargoCarrier,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,2002,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Equus caballus,Vaccinia,CargoCarrier,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,2003,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Equus caballus,Vaccinia,CargoCarrier,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,1965,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Equus caballus,Vaccinia,CargoCarrier,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,2007,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Equus caballus,Vaccinia,CargoCarrier,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,2008,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Equus caballus,Vaccinia,CargoCarrier,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,2009,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Equus caballus,Vaccinia,CargoCarrier,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,NA,Nucleotide,EID2,Wardeh et al. 2015 Sci Data,PCR/Sequencing,FALSE,FALSE,TRUE,FALSE,Equus caballus,Vaccinia,PCR,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,NA,Nucleotide,EID2,Wardeh et al. 2015 Sci Data,PCR/Sequencing,FALSE,FALSE,TRUE,FALSE,Equus caballus,Vaccinia,PCR,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,2013,Author,HP3,Olival et al. 2017 Nature,Antibodies,FALSE,TRUE,FALSE,FALSE,Equus caballus,Vaccinia,VNT,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,2012,PubMed,Shaw,Shaw et al. 2020 Mol Ecol,Isolation/Observation,FALSE,FALSE,FALSE,TRUE,Equus caballus,Vaccinia,Isolation,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Venezuelan equine encephalitis virus,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,2014,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Equus caballus,Venezuelan equine encephalitis,CargoCarrier,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Venezuelan equine encephalitis virus,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,2013,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Equus caballus,Venezuelan equine encephalitis,CargoCarrier,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Venezuelan equine encephalitis virus,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,2012,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Equus caballus,Venezuelan equine encephalitis,CargoCarrier,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Venezuelan equine encephalitis virus,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,2011,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Equus caballus,Venezuelan equine encephalitis,CargoCarrier,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Venezuelan equine encephalitis virus,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,2010,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Equus caballus,Venezuelan equine encephalitis,CargoCarrier,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Venezuelan equine encephalitis virus,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,2009,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Equus caballus,Venezuelan equine encephalitis,CargoCarrier,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Venezuelan equine encephalitis virus,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,2008,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Equus caballus,Venezuelan equine encephalitis,CargoCarrier,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Venezuelan equine encephalitis virus,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,2007,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Equus caballus,Venezuelan equine encephalitis,CargoCarrier,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Venezuelan equine encephalitis virus,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,2006,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Equus caballus,Venezuelan equine encephalitis,CargoCarrier,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Venezuelan equine encephalitis virus,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,2005,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Equus caballus,Venezuelan equine encephalitis,CargoCarrier,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Venezuelan equine encephalitis virus,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,2004,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Equus caballus,Venezuelan equine encephalitis,CargoCarrier,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Venezuelan equine encephalitis virus,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,2003,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Equus caballus,Venezuelan equine encephalitis,CargoCarrier,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
Equus caballus,Mammalia,Perissodactyla,Equidae,Venezuelan equine encephalitis virus,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,2002,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Equus caballus,Venezuelan equine encephalitis,CargoCarrier,TRUE,TRUE,"equus caballus caballus, equus ferus caballus"
