"idx","PMID","Pathogen_Original","Database","batch","PubDate","PubYear","Lookup"
2247,26692385,"rift valley fever phlebovirus","pubmed",21,"2016 Jan","2016","Success"
2247,26692385,"rift valley fever phlebovirus","pubmed",21,"2016 Jan","2016","Success"
2247,26692385,"rift valley fever phlebovirus","pubmed",21,"2016 Jan","2016","Success"
2248,26692385,"rift valley fever phlebovirus","pubmed",21,"2016 Jan","2016","Success"
2248,26692385,"rift valley fever phlebovirus","pubmed",21,"2016 Jan","2016","Success"
2248,26692385,"rift valley fever phlebovirus","pubmed",21,"2016 Jan","2016","Success"
2249,26692385,"rift valley fever phlebovirus","pubmed",21,"2016 Jan","2016","Success"
2249,26692385,"rift valley fever phlebovirus","pubmed",21,"2016 Jan","2016","Success"
2249,26692385,"rift valley fever phlebovirus","pubmed",21,"2016 Jan","2016","Success"
2250,9825798,"rift valley fever phlebovirus","pubmed",21,"1998 Oct","1998","Success"
2251,17988425,"rift valley fever phlebovirus","pubmed",22,"2008 Sep","2008","Success"
2251,17988425,"rift valley fever phlebovirus","pubmed",22,"2008 Sep","2008","Success"
2251,17988425,"rift valley fever phlebovirus","pubmed",22,"2008 Sep","2008","Success"
2251,17988425,"rift valley fever phlebovirus","pubmed",22,"2008 Sep","2008","Success"
2251,17988425,"rift valley fever phlebovirus","pubmed",22,"2008 Sep","2008","Success"
2251,17988425,"rift valley fever phlebovirus","pubmed",22,"2008 Sep","2008","Success"
2252,22493102,"rift valley fever phlebovirus","pubmed",22,"2012 Apr","2012","Success"
2252,22493102,"rift valley fever phlebovirus","pubmed",22,"2012 Apr","2012","Success"
2253,17988425,"rift valley fever phlebovirus","pubmed",22,"2008 Sep","2008","Success"
2253,17988425,"rift valley fever phlebovirus","pubmed",22,"2008 Sep","2008","Success"
2253,17988425,"rift valley fever phlebovirus","pubmed",22,"2008 Sep","2008","Success"
2253,17988425,"rift valley fever phlebovirus","pubmed",22,"2008 Sep","2008","Success"
2253,17988425,"rift valley fever phlebovirus","pubmed",22,"2008 Sep","2008","Success"
2253,17988425,"rift valley fever phlebovirus","pubmed",22,"2008 Sep","2008","Success"
2254,17988425,"rift valley fever phlebovirus","pubmed",22,"2008 Sep","2008","Success"
2254,17988425,"rift valley fever phlebovirus","pubmed",22,"2008 Sep","2008","Success"
2254,17988425,"rift valley fever phlebovirus","pubmed",22,"2008 Sep","2008","Success"
2254,17988425,"rift valley fever phlebovirus","pubmed",22,"2008 Sep","2008","Success"
2254,17988425,"rift valley fever phlebovirus","pubmed",22,"2008 Sep","2008","Success"
2254,17988425,"rift valley fever phlebovirus","pubmed",22,"2008 Sep","2008","Success"
2255,19335238,"rift valley fever phlebovirus","pubmed",22,"2009 Apr 1","2009","Success"
2255,19335238,"rift valley fever phlebovirus","pubmed",22,"2009 Apr 1","2009","Success"
2255,19335238,"rift valley fever phlebovirus","pubmed",22,"2009 Apr 1","2009","Success"
2255,19335238,"rift valley fever phlebovirus","pubmed",22,"2009 Apr 1","2009","Success"
2255,19335238,"rift valley fever phlebovirus","pubmed",22,"2009 Apr 1","2009","Success"
2256,22493102,"rift valley fever phlebovirus","pubmed",22,"2012 Apr","2012","Success"
2256,22493102,"rift valley fever phlebovirus","pubmed",22,"2012 Apr","2012","Success"
2257,17988425,"rift valley fever phlebovirus","pubmed",22,"2008 Sep","2008","Success"
2257,17988425,"rift valley fever phlebovirus","pubmed",22,"2008 Sep","2008","Success"
2257,17988425,"rift valley fever phlebovirus","pubmed",22,"2008 Sep","2008","Success"
2257,17988425,"rift valley fever phlebovirus","pubmed",22,"2008 Sep","2008","Success"
2257,17988425,"rift valley fever phlebovirus","pubmed",22,"2008 Sep","2008","Success"
2257,17988425,"rift valley fever phlebovirus","pubmed",22,"2008 Sep","2008","Success"
2258,17988425,"rift valley fever phlebovirus","pubmed",22,"2008 Sep","2008","Success"
2258,17988425,"rift valley fever phlebovirus","pubmed",22,"2008 Sep","2008","Success"
2258,17988425,"rift valley fever phlebovirus","pubmed",22,"2008 Sep","2008","Success"
2258,17988425,"rift valley fever phlebovirus","pubmed",22,"2008 Sep","2008","Success"
2258,17988425,"rift valley fever phlebovirus","pubmed",22,"2008 Sep","2008","Success"
2258,17988425,"rift valley fever phlebovirus","pubmed",22,"2008 Sep","2008","Success"
2259,9825798,"rift valley fever phlebovirus","pubmed",22,"1998 Oct","1998","Success"
2260,17988425,"rift valley fever phlebovirus","pubmed",22,"2008 Sep","2008","Success"
2260,17988425,"rift valley fever phlebovirus","pubmed",22,"2008 Sep","2008","Success"
2260,17988425,"rift valley fever phlebovirus","pubmed",22,"2008 Sep","2008","Success"
2260,17988425,"rift valley fever phlebovirus","pubmed",22,"2008 Sep","2008","Success"
2260,17988425,"rift valley fever phlebovirus","pubmed",22,"2008 Sep","2008","Success"
2260,17988425,"rift valley fever phlebovirus","pubmed",22,"2008 Sep","2008","Success"
2261,19335238,"rift valley fever phlebovirus","pubmed",22,"2009 Apr 1","2009","Success"
2261,19335238,"rift valley fever phlebovirus","pubmed",22,"2009 Apr 1","2009","Success"
2261,19335238,"rift valley fever phlebovirus","pubmed",22,"2009 Apr 1","2009","Success"
2261,19335238,"rift valley fever phlebovirus","pubmed",22,"2009 Apr 1","2009","Success"
2261,19335238,"rift valley fever phlebovirus","pubmed",22,"2009 Apr 1","2009","Success"
2262,7901480,"rift valley fever phlebovirus","pubmed",22,"1993 Nov 6","1993","Success"
2263,19335238,"rift valley fever phlebovirus","pubmed",22,"2009 Apr 1","2009","Success"
2263,19335238,"rift valley fever phlebovirus","pubmed",22,"2009 Apr 1","2009","Success"
2263,19335238,"rift valley fever phlebovirus","pubmed",22,"2009 Apr 1","2009","Success"
2263,19335238,"rift valley fever phlebovirus","pubmed",22,"2009 Apr 1","2009","Success"
2263,19335238,"rift valley fever phlebovirus","pubmed",22,"2009 Apr 1","2009","Success"
2264,19335238,"rift valley fever phlebovirus","pubmed",22,"2009 Apr 1","2009","Success"
2264,19335238,"rift valley fever phlebovirus","pubmed",22,"2009 Apr 1","2009","Success"
2264,19335238,"rift valley fever phlebovirus","pubmed",22,"2009 Apr 1","2009","Success"
2264,19335238,"rift valley fever phlebovirus","pubmed",22,"2009 Apr 1","2009","Success"
2264,19335238,"rift valley fever phlebovirus","pubmed",22,"2009 Apr 1","2009","Success"
2265,19335238,"rift valley fever phlebovirus","pubmed",22,"2009 Apr 1","2009","Success"
2265,19335238,"rift valley fever phlebovirus","pubmed",22,"2009 Apr 1","2009","Success"
2265,19335238,"rift valley fever phlebovirus","pubmed",22,"2009 Apr 1","2009","Success"
2265,19335238,"rift valley fever phlebovirus","pubmed",22,"2009 Apr 1","2009","Success"
2265,19335238,"rift valley fever phlebovirus","pubmed",22,"2009 Apr 1","2009","Success"
2266,23239568,"salehabad phlebovirus","pubmed",22,"2013 Apr","2013","Success"
2267,25653443,"salehabad phlebovirus","pubmed",22,"2015 Apr","2015","Success"
2267,25653443,"salehabad phlebovirus","pubmed",22,"2015 Apr","2015","Success"
2268,25653443,"salehabad phlebovirus","pubmed",22,"2015 Apr","2015","Success"
2268,25653443,"salehabad phlebovirus","pubmed",22,"2015 Apr","2015","Success"
2269,10832485,"sandfly fever naples phlebovirus","pubmed",22,"1999","1999","Success"
2270,1951851,"sandfly fever naples phlebovirus","pubmed",22,"1991 Oct","1991","Success"
2271,25711610,"sandfly fever naples phlebovirus","pubmed",22,"2015 Apr","2015","Success"
2272,21955213,"sfts phlebovirus","pubmed",22,"2012 Feb","2012","Success"
2274,24793967,"sfts phlebovirus","pubmed",22,"2014 Jul","2014","Success"
2274,24793967,"sfts phlebovirus","pubmed",22,"2014 Jul","2014","Success"
2274,24793967,"sfts phlebovirus","pubmed",22,"2014 Jul","2014","Success"
2275,24793967,"sfts phlebovirus","pubmed",22,"2014 Jul","2014","Success"
2275,24793967,"sfts phlebovirus","pubmed",22,"2014 Jul","2014","Success"
2275,24793967,"sfts phlebovirus","pubmed",22,"2014 Jul","2014","Success"
2276,24793967,"sfts phlebovirus","pubmed",22,"2014 Jul","2014","Success"
2276,24793967,"sfts phlebovirus","pubmed",22,"2014 Jul","2014","Success"
2276,24793967,"sfts phlebovirus","pubmed",22,"2014 Jul","2014","Success"
2277,23283959,"uukuniemi phlebovirus","pubmed",22,"2013 Mar","2013","Success"
2278,25673721,"uukuniemi phlebovirus","pubmed",22,"2015 May","2015","Success"
2279,4735908,"uukuniemi phlebovirus","pubmed",22,"1973 May","1973","Success"
2280,25828691,"european brown hare syndrome","pubmed",22,"2015 Feb 24","2015","Success"
2281,1760585,"european brown hare syndrome","pubmed",22,"1991 Jun","1991","Success"
2281,1760585,"european brown hare syndrome","pubmed",22,"1991 Jun","1991","Success"
2282,1760585,"european brown hare syndrome","pubmed",22,"1991 Jun","1991","Success"
2282,1760585,"european brown hare syndrome","pubmed",22,"1991 Jun","1991","Success"
2283,24099575,"rabbit hemorrhagic disease","pubmed",22,"2013 Oct 7","2013","Success"
2284,25458493,"rabbit hemorrhagic disease","pubmed",22,"2014 Dec","2014","Success"
2285,25248407,"rabbit hemorrhagic disease","pubmed",22,"2014 Sep 24","2014","Success"
2286,21600308,"rabbit hemorrhagic disease","pubmed",22,"2011 Aug","2011","Success"
2287,2352325,"rabbit hemorrhagic disease","pubmed",22,"1990 Jul","1990","Success"
2288,16574184,"newbury-1","pubmed",22,"2006 Jun 20","2006","Success"
2289,18214183,"norwalk","pubmed",22,"2007 Jul","2007","Success"
2290,19773133,"norwalk","pubmed",22,"2010 Jan 27","2010","Success"
2290,19773133,"norwalk","pubmed",22,"2010 Jan 27","2010","Success"
2290,19773133,"norwalk","pubmed",22,"2010 Jan 27","2010","Success"
2290,19773133,"norwalk","pubmed",22,"2010 Jan 27","2010","Success"
2290,19773133,"norwalk","pubmed",22,"2010 Jan 27","2010","Success"
2291,19773133,"norwalk","pubmed",22,"2010 Jan 27","2010","Success"
2291,19773133,"norwalk","pubmed",22,"2010 Jan 27","2010","Success"
2291,19773133,"norwalk","pubmed",22,"2010 Jan 27","2010","Success"
2291,19773133,"norwalk","pubmed",22,"2010 Jan 27","2010","Success"
2291,19773133,"norwalk","pubmed",22,"2010 Jan 27","2010","Success"
2292,19773133,"norwalk","pubmed",22,"2010 Jan 27","2010","Success"
2292,19773133,"norwalk","pubmed",22,"2010 Jan 27","2010","Success"
2292,19773133,"norwalk","pubmed",22,"2010 Jan 27","2010","Success"
2292,19773133,"norwalk","pubmed",22,"2010 Jan 27","2010","Success"
2292,19773133,"norwalk","pubmed",22,"2010 Jan 27","2010","Success"
2293,19773133,"norwalk","pubmed",22,"2010 Jan 27","2010","Success"
2293,19773133,"norwalk","pubmed",22,"2010 Jan 27","2010","Success"
2293,19773133,"norwalk","pubmed",22,"2010 Jan 27","2010","Success"
2293,19773133,"norwalk","pubmed",22,"2010 Jan 27","2010","Success"
2293,19773133,"norwalk","pubmed",22,"2010 Jan 27","2010","Success"
2294,18676104,"norwalk","pubmed",22,"2009 Jan 1","2009","Success"
2295,19773133,"norwalk","pubmed",22,"2010 Jan 27","2010","Success"
2295,19773133,"norwalk","pubmed",22,"2010 Jan 27","2010","Success"
2295,19773133,"norwalk","pubmed",22,"2010 Jan 27","2010","Success"
2295,19773133,"norwalk","pubmed",22,"2010 Jan 27","2010","Success"
2295,19773133,"norwalk","pubmed",22,"2010 Jan 27","2010","Success"
2296,10804142,"sapporo","pubmed",22,"2000 May","2000","Success"
2297,21795334,"sapporo","pubmed",22,"2011 Oct","2011","Success"
2298,22514697,"sapporo","pubmed",22,"2012","2012","Success"
2299,25035327,"sapporo","pubmed",22,"2014 Jul 17","2014","Success"
2300,10516074,"sapporo","pubmed",22,"1999 Nov","1999","Success"
2301,1222003,"feline calicivirus","pubmed",22,"1975 Dec","1975","Success"
2302,9208424,"feline calicivirus","pubmed",22,"1997 Apr","1997","Success"
2302,9208424,"feline calicivirus","pubmed",22,"1997 Apr","1997","Success"
2303,9208424,"feline calicivirus","pubmed",22,"1997 Apr","1997","Success"
2303,9208424,"feline calicivirus","pubmed",22,"1997 Apr","1997","Success"
2304,12528455,"feline calicivirus","pubmed",22,"2002 Oct","2002","Success"
2305,10479095,"feline calicivirus","pubmed",22,"1999 Jul","1999","Success"
2306,16870878,"feline calicivirus","pubmed",22,"2006 Apr","2006","Success"
2307,1850183,"feline calicivirus","pubmed",22,"1991 Jan 26","1991","Success"
2308,2998241,"vesicular exanthema of swine","pubmed",22,"1985 Oct","1985","Success"
2308,2998241,"vesicular exanthema of swine","pubmed",22,"1985 Oct","1985","Success"
2308,2998241,"vesicular exanthema of swine","pubmed",22,"1985 Oct","1985","Success"
2309,2998241,"vesicular exanthema of swine","pubmed",22,"1985 Oct","1985","Success"
2309,2998241,"vesicular exanthema of swine","pubmed",22,"1985 Oct","1985","Success"
2309,2998241,"vesicular exanthema of swine","pubmed",22,"1985 Oct","1985","Success"
2310,4078979,"vesicular exanthema of swine","pubmed",22,"1985 Oct","1985","Success"
2311,2998241,"vesicular exanthema of swine","pubmed",22,"1985 Oct","1985","Success"
2311,2998241,"vesicular exanthema of swine","pubmed",22,"1985 Oct","1985","Success"
2311,2998241,"vesicular exanthema of swine","pubmed",22,"1985 Oct","1985","Success"
2312,6304880,"vesicular exanthema of swine","pubmed",22,"1983 Jul 1","1983","Success"
2313,9502467,"vesicular exanthema of swine","pubmed",22,"1998 Feb","1998","Success"
2313,9502467,"vesicular exanthema of swine","pubmed",22,"1998 Feb","1998","Success"
2315,7483817,"vesicular exanthema of swine","pubmed",22,"1995 Jun","1995","Success"
2316,6307228,"vesicular exanthema of swine","pubmed",22,"1983","1983","Success"
2317,6887446,"vesicular exanthema of swine","pubmed",22,"1983 Apr","1983","Success"
2318,9502467,"vesicular exanthema of swine","pubmed",22,"1998 Feb","1998","Success"
2318,9502467,"vesicular exanthema of swine","pubmed",22,"1998 Feb","1998","Success"
2319,9706554,"vesicular exanthema of swine","pubmed",22,"1998 Jul","1998","Success"
2320,4583480,"vesicular exanthema of swine","pubmed",22,"1973 Jul 13","1973","Success"
2321,7403862,"vesicular exanthema of swine","pubmed",22,"1980 Aug 22","1980","Success"
2323,629463,"vesicular exanthema of swine","pubmed",22,"1978 Feb","1978","Success"
2323,629463,"vesicular exanthema of swine","pubmed",22,"1978 Feb","1978","Success"
2323,629463,"vesicular exanthema of swine","pubmed",22,"1978 Feb","1978","Success"
2323,629463,"vesicular exanthema of swine","pubmed",22,"1978 Feb","1978","Success"
2323,629463,"vesicular exanthema of swine","pubmed",22,"1978 Feb","1978","Success"
2324,629463,"vesicular exanthema of swine","pubmed",22,"1978 Feb","1978","Success"
2324,629463,"vesicular exanthema of swine","pubmed",22,"1978 Feb","1978","Success"
2324,629463,"vesicular exanthema of swine","pubmed",22,"1978 Feb","1978","Success"
2324,629463,"vesicular exanthema of swine","pubmed",22,"1978 Feb","1978","Success"
2324,629463,"vesicular exanthema of swine","pubmed",22,"1978 Feb","1978","Success"
2326,629463,"vesicular exanthema of swine","pubmed",22,"1978 Feb","1978","Success"
2326,629463,"vesicular exanthema of swine","pubmed",22,"1978 Feb","1978","Success"
2326,629463,"vesicular exanthema of swine","pubmed",22,"1978 Feb","1978","Success"
2326,629463,"vesicular exanthema of swine","pubmed",22,"1978 Feb","1978","Success"
2326,629463,"vesicular exanthema of swine","pubmed",22,"1978 Feb","1978","Success"
2327,629463,"vesicular exanthema of swine","pubmed",22,"1978 Feb","1978","Success"
2327,629463,"vesicular exanthema of swine","pubmed",22,"1978 Feb","1978","Success"
2327,629463,"vesicular exanthema of swine","pubmed",22,"1978 Feb","1978","Success"
2327,629463,"vesicular exanthema of swine","pubmed",22,"1978 Feb","1978","Success"
2327,629463,"vesicular exanthema of swine","pubmed",22,"1978 Feb","1978","Success"
2330,629463,"vesicular exanthema of swine","pubmed",22,"1978 Feb","1978","Success"
2330,629463,"vesicular exanthema of swine","pubmed",22,"1978 Feb","1978","Success"
2330,629463,"vesicular exanthema of swine","pubmed",22,"1978 Feb","1978","Success"
2330,629463,"vesicular exanthema of swine","pubmed",22,"1978 Feb","1978","Success"
2330,629463,"vesicular exanthema of swine","pubmed",22,"1978 Feb","1978","Success"
2331,6307089,"vesicular exanthema of swine","pubmed",22,"1983 May","1983","Success"
2333,3651889,"vesicular exanthema of swine","pubmed",22,"1987 Jul","1987","Success"
2334,10690769,"porcine circovirus 1","pubmed",22,"2000 Jan","2000","Success"
2335,20135908,"porcine circovirus 2","pubmed",22,"2010 Jan-Feb","2010","Success"
2336,12968736,"porcine circovirus 2","pubmed",22,"1999 Nov","1999","Success"
2338,10675416,"apoi","pubmed",22,"2000 Mar","2000","Success"
2339,5107116,"aroa","pubmed",22,"1971","1971","Success"
2339,5107116,"aroa","pubmed",22,"1971","1971","Success"
2340,5107116,"aroa","pubmed",22,"1971","1971","Success"
2340,5107116,"aroa","pubmed",22,"1971","1971","Success"
2341,14714437,"aroa","pubmed",22,"2003","2003","Success"
2343,8150595,"aroa","pubmed",22,"1993","1993","Success"
2344,19570951,"bagaza","pubmed",22,"2009 Nov","2009","Success"
2345,13832180,"banzi","pubmed",22,"1959 Nov 14","1959","Success"
2346,1263212,"banzi","pubmed",22,"1976 Feb 20","1976","Success"
2346,1263212,"banzi","pubmed",22,"1976 Feb 20","1976","Success"
2347,1263212,"banzi","pubmed",22,"1976 Feb 20","1976","Success"
2347,1263212,"banzi","pubmed",22,"1976 Feb 20","1976","Success"
2348,7561771,"banzi","pubmed",22,"1995 Sep","1995","Success"
2350,16847084,"bukalasa bat","pubmed",22,"2006 Jul","2006","Success"
2350,16847084,"bukalasa bat","pubmed",22,"2006 Jul","2006","Success"
2350,16847084,"bukalasa bat","pubmed",22,"2006 Jul","2006","Success"
2350,16847084,"bukalasa bat","pubmed",22,"2006 Jul","2006","Success"
2350,16847084,"bukalasa bat","pubmed",22,"2006 Jul","2006","Success"
2351,21860907,"cacipacore","pubmed",22,"2011 Jul-Aug","2011","Success"
2352,24666635,"cacipacore","pubmed",22,"2014 Mar 25","2014","Success"
2353,24551266,"cacipacore","pubmed",22,"2014 Feb","2014","Success"
2354,16847084,"carey island","pubmed",22,"2006 Jul","2006","Success"
2354,16847084,"carey island","pubmed",22,"2006 Jul","2006","Success"
2354,16847084,"carey island","pubmed",22,"2006 Jul","2006","Success"
2354,16847084,"carey island","pubmed",22,"2006 Jul","2006","Success"
2354,16847084,"carey island","pubmed",22,"2006 Jul","2006","Success"
2355,16847084,"carey island","pubmed",22,"2006 Jul","2006","Success"
2355,16847084,"carey island","pubmed",22,"2006 Jul","2006","Success"
2355,16847084,"carey island","pubmed",22,"2006 Jul","2006","Success"
2355,16847084,"carey island","pubmed",22,"2006 Jul","2006","Success"
2355,16847084,"carey island","pubmed",22,"2006 Jul","2006","Success"
2356,5765958,"cowbone ridge","pubmed",22,"1969 Feb","1969","Success"
2356,5765958,"cowbone ridge","pubmed",22,"1969 Feb","1969","Success"
2357,5765958,"cowbone ridge","pubmed",22,"1969 Feb","1969","Success"
2357,5765958,"cowbone ridge","pubmed",22,"1969 Feb","1969","Success"
2358,18262042,"dakar bat","pubmed",22,"2008 Feb 9","2008","Success"
2359,16847084,"dakar bat","pubmed",22,"2006 Jul","2006","Success"
2359,16847084,"dakar bat","pubmed",22,"2006 Jul","2006","Success"
2359,16847084,"dakar bat","pubmed",22,"2006 Jul","2006","Success"
2359,16847084,"dakar bat","pubmed",22,"2006 Jul","2006","Success"
2359,16847084,"dakar bat","pubmed",22,"2006 Jul","2006","Success"
2360,16847084,"dakar bat","pubmed",22,"2006 Jul","2006","Success"
2360,16847084,"dakar bat","pubmed",22,"2006 Jul","2006","Success"
2360,16847084,"dakar bat","pubmed",22,"2006 Jul","2006","Success"
2360,16847084,"dakar bat","pubmed",22,"2006 Jul","2006","Success"
2360,16847084,"dakar bat","pubmed",22,"2006 Jul","2006","Success"
2361,16847084,"dakar bat","pubmed",23,"2006 Jul","2006","Success"
2361,16847084,"dakar bat","pubmed",23,"2006 Jul","2006","Success"
2361,16847084,"dakar bat","pubmed",23,"2006 Jul","2006","Success"
2361,16847084,"dakar bat","pubmed",23,"2006 Jul","2006","Success"
2361,16847084,"dakar bat","pubmed",23,"2006 Jul","2006","Success"
2361,16847084,"dakar bat","pubmed",23,"2006 Jul","2006","Success"
2362,12823631,"dengue","pubmed",23,"2003 Apr","2003","Success"
2362,12823631,"dengue","pubmed",23,"2003 Apr","2003","Success"
2363,1905605,"dengue","pubmed",23,"1991","1991","Success"
2363,1905605,"dengue","pubmed",23,"1991","1991","Success"
2364,19396146,"dengue","pubmed",23,"2009 Apr 23","2009","Success"
2365,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2365,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2365,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2365,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2365,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2365,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2365,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2365,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2365,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2365,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2365,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2365,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2365,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2365,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2365,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2365,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2365,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2365,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2365,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2365,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2365,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2365,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2365,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2365,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2365,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2366,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2366,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2366,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2366,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2366,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2366,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2366,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2366,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2366,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2366,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2366,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2366,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2366,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2366,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2366,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2366,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2366,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2366,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2366,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2366,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2366,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2366,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2366,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2366,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2366,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2367,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2367,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2367,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2367,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2367,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2367,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2367,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2367,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2367,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2367,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2367,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2367,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2367,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2367,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2367,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2367,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2367,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2367,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2367,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2367,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2367,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2367,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2367,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2367,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2367,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2368,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2368,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2368,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2368,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2368,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2368,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2368,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2368,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2368,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2368,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2368,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2368,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2368,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2368,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2368,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2368,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2368,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2368,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2368,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2368,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2368,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2368,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2368,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2368,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2368,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2369,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2369,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2369,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2369,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2369,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2369,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2369,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2369,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
2369,204207,"dengue","pubmed",23,"1978 Jan","1978","Success"
