"X","Type","Phylum","Class","Order","Family","Genus","Species","Human","Zoonotic","Domestic","Wildlife","HostGroup","HostOrder","HostFamily","HostSpecies","HostName","Association","Method","Reference","PMID","Additional","Synonym","Disease","Taylor","Emerging","Emerging.Source","VectorBorne","GramStain","Motility","Spore","Oxygen","Cell","Infection","Abbreviation","Strain","Genome","Gsize","ProteinCount","PercentGC","HostSpeciesPHB","HostSpecies.new","N.genomes","Genome.size","Genome.GC","Genome.genes","Pathogen_Original","Pathogen_Harmonised","YearRef","YearPubMed","Year","YearType","Host_Original","Host_Harmonised","HostSynonyms","HostClass"
8974,"Virus",NA,NA,"Unassigned","Bunyaviridae","Phlebovirus","rift valley fever phlebovirus","Yes","Yes","No","Yes","Carnivora","Carnivora","Canidae","Canis mesomelas","Black-backed jackal","na","Antibodies","",8784515,"","","","Yes","Yes","Taylor; Jones","Yes",NA,NA,NA,NA,NA,NA,"RVFV","Belterra virus; Icoaraci virus; Lunyo virus","(-) ssRNA","0.011979","4","45.1243","Canismesomelas","Canis mesomelas",0,NA,NA,NA,"rift valley fever phlebovirus","rift valley",NA,1996,1996,"PubMed publication","canis mesomelas","canis mesomelas","na","Mammalia"
8975,"Virus",NA,NA,"Unassigned","Bunyaviridae","Phlebovirus","rift valley fever phlebovirus","Yes","Yes","No","Yes","Carnivora","Carnivora","Canidae","Lycaon pictus","African wild dog","na","Antibodies","",8784515,"","","","Yes","Yes","Taylor; Jones","Yes",NA,NA,NA,NA,NA,NA,"RVFV","Belterra virus; Icoaraci virus; Lunyo virus","(-) ssRNA","0.011979","4","45.1243","Lycaonpictus","Lycaon pictus",0,NA,NA,NA,"rift valley fever phlebovirus","rift valley",NA,1996,1996,"PubMed publication","lycaon pictus","lycaon pictus","hyaena picta","Mammalia"
8976,"Virus",NA,NA,"Unassigned","Bunyaviridae","Phlebovirus","rift valley fever phlebovirus","Yes","Yes","No","Yes","Carnivora","Carnivora","Felidae","Acinonyx jubatus","Cheetah","na","Antibodies","",8784515,"","","","Yes","Yes","Taylor; Jones","Yes",NA,NA,NA,NA,NA,NA,"RVFV","Belterra virus; Icoaraci virus; Lunyo virus","(-) ssRNA","0.011979","4","45.1243","Acinonyxjubatus","Acinonyx jubatus",0,NA,NA,NA,"rift valley fever phlebovirus","rift valley",NA,1996,1996,"PubMed publication","acinonyx jubatus","acinonyx jubatus","na","Mammalia"
8977,"Virus",NA,NA,"Unassigned","Bunyaviridae","Phlebovirus","rift valley fever phlebovirus","Yes","Yes","No","Yes","Carnivora","Carnivora","Felidae","Panthera leo","Lion","na","Antibodies","",8784515,"","","","Yes","Yes","Taylor; Jones","Yes",NA,NA,NA,NA,NA,NA,"RVFV","Belterra virus; Icoaraci virus; Lunyo virus","(-) ssRNA","0.011979","4","45.1243","Pantheraleo","Panthera leo",0,NA,NA,NA,"rift valley fever phlebovirus","rift valley",NA,1996,1996,"PubMed publication","panthera leo","panthera leo","na","Mammalia"
8978,"Virus",NA,NA,"Unassigned","Bunyaviridae","Phlebovirus","rift valley fever phlebovirus","Yes","Yes","No","Yes","Chiroptera","Chiroptera","Pteropodidae","Epomops franqueti","Franquet's epauletted fruit bat","na","Isolation","",16847084,"","","","Yes","Yes","Taylor; Jones","Yes",NA,NA,NA,NA,NA,NA,"RVFV","Belterra virus; Icoaraci virus; Lunyo virus","(-) ssRNA","0.011979","4","45.1243","Epomopsfranqueti","Epomops franqueti",0,NA,NA,NA,"rift valley fever phlebovirus","rift valley",NA,2006,2006,"PubMed publication","epomops franqueti","epomops franqueti","epomophorus franqueti","Mammalia"
8979,"Virus",NA,NA,"Unassigned","Bunyaviridae","Phlebovirus","rift valley fever phlebovirus","Yes","Yes","No","Yes","Chiroptera","Chiroptera","Pteropodidae","Micropteropus pusillus","Peters' dwarf epauletted fruit bat","na","Isolation","",16562748,"ViPR","","","Yes","Yes","Taylor; Jones","Yes",NA,NA,NA,NA,NA,NA,"RVFV","Belterra virus; Icoaraci virus; Lunyo virus","(-) ssRNA","0.011979","4","45.1243","Micropteropuspusillus","Micropteropus pusillus",0,NA,NA,NA,"rift valley fever phlebovirus","rift valley",NA,2006,2006,"PubMed publication","micropteropus pusillus","micropteropus pusillus","epomophorus pusillus","Mammalia"
8980,"Virus",NA,NA,"Unassigned","Bunyaviridae","Phlebovirus","rift valley fever phlebovirus","Yes","Yes","No","Yes","Chiroptera","Chiroptera","Vespertilionidae","Glauconycteris argentata","Common butterfly bat","na","Isolation","",16847084,"","","","Yes","Yes","Taylor; Jones","Yes",NA,NA,NA,NA,NA,NA,"RVFV","Belterra virus; Icoaraci virus; Lunyo virus","(-) ssRNA","0.011979","4","45.1243","Glauconycterisargentata","Glauconycteris argentata",0,NA,NA,NA,"rift valley fever phlebovirus","rift valley",NA,2006,2006,"PubMed publication","glauconycteris argentata","glauconycteris argentata","chalinolobus argentatus","Mammalia"
8981,"Virus",NA,NA,"Unassigned","Bunyaviridae","Phlebovirus","rift valley fever phlebovirus","Yes","Yes","No","Yes","Chiroptera","Chiroptera","Hipposideridae","Hipposideros abae","Aba leaf-nosed bat","na","Isolation","",3607999,"(Bird et al. 2009)","","","Yes","Yes","Taylor; Jones","Yes",NA,NA,NA,NA,NA,NA,"RVFV","Belterra virus; Icoaraci virus; Lunyo virus","(-) ssRNA","0.011979","4","45.1243","Hipposiderosabae","Hipposideros abae",0,NA,NA,NA,"rift valley fever phlebovirus","rift valley",2009,1987,1987,"PubMed publication","hipposideros abae","failed","failed","Mammalia"
8982,"Virus",NA,NA,"Unassigned","Bunyaviridae","Phlebovirus","rift valley fever phlebovirus","Yes","Yes","No","Yes","Chiroptera","Chiroptera","Hipposideridae","Hipposideros caffer","Sundevall's leaf-nosed bat","na","Isolation","",16562748,"ViPR","","","Yes","Yes","Taylor; Jones","Yes",NA,NA,NA,NA,NA,NA,"RVFV","Belterra virus; Icoaraci virus; Lunyo virus","(-) ssRNA","0.011979","4","45.1243","Hipposideroscaffer","Hipposideros caffer",0,NA,NA,NA,"rift valley fever phlebovirus","rift valley",NA,2006,2006,"PubMed publication","hipposideros caffer","hipposideros caffer","rhinolophus caffer, phyllorhina angolensis, hipposideros nanus, hipposideros caffer caffer, hipposideros caffer angolensis, hipposideros caffer nanus","Mammalia"
8983,"Virus",NA,NA,"Unassigned","Bunyaviridae","Phlebovirus","rift valley fever phlebovirus","Yes","Yes","No","Yes","Chiroptera","Chiroptera","Miniopteridae","Miniopterus schreibersii","Schreibers's long-fingered bat","na","Isolation","",16562748,"(Oelofsen and Van der Ryst 1999)","","","Yes","Yes","Taylor; Jones","Yes",NA,NA,NA,NA,NA,NA,"RVFV","Belterra virus; Icoaraci virus; Lunyo virus","(-) ssRNA","0.011979","4","45.1243","Miniopterusschreibersii","Miniopterus schreibersii",0,NA,NA,NA,"rift valley fever phlebovirus","rift valley",1999,2006,1999,"Publication date from source database (earliest)","miniopterus schreibersii","miniopterus schreibersii","miniopterus schreibersi","Mammalia"
8984,"Virus",NA,NA,"Unassigned","Bunyaviridae","Phlebovirus","rift valley fever phlebovirus","Yes","Yes","No","Yes","Mammalia","Proboscidea","Elephantidae","Loxodonta africana","African bush elephant","na","Antibodies","",17988425,"","","","Yes","Yes","Taylor; Jones","Yes",NA,NA,NA,NA,NA,NA,"RVFV","Belterra virus; Icoaraci virus; Lunyo virus","(-) ssRNA","0.011979","4","45.1243","Loxodontaafricana","Loxodonta africana",0,NA,NA,NA,"rift valley fever phlebovirus","rift valley",NA,2008,2008,"PubMed publication","loxodonta africana","loxodonta africana","na","Mammalia"
8985,"Virus",NA,NA,"Unassigned","Bunyaviridae","Phlebovirus","rift valley fever phlebovirus","Yes","Yes","No","Yes","Rodentia","Rodentia","Muridae","Acomys cahirinus","Northeast African spiny mouse","na","Antibodies","",22493102,"","","","Yes","Yes","Taylor; Jones","Yes",NA,NA,NA,NA,NA,NA,"RVFV","Belterra virus; Icoaraci virus; Lunyo virus","(-) ssRNA","0.011979","4","45.1243","Acomyscahirinus","Acomys cahirinus",0,NA,NA,NA,"rift valley fever phlebovirus","rift valley",NA,2012,2012,"PubMed publication","acomys cahirinus","acomys cahirinus","na","Mammalia"
8986,"Virus",NA,NA,"Unassigned","Bunyaviridae","Phlebovirus","rift valley fever phlebovirus","Yes","Yes","No","Yes","Rodentia","Rodentia","Muridae","Arvicanthis niloticus","African grass rat","na","Antibodies","",10817634,"","","","Yes","Yes","Taylor; Jones","Yes",NA,NA,NA,NA,NA,NA,"RVFV","Belterra virus; Icoaraci virus; Lunyo virus","(-) ssRNA","0.011979","4","45.1243","Arvicanthisniloticus","Arvicanthis niloticus",0,NA,NA,NA,"rift valley fever phlebovirus","rift valley",NA,2000,2000,"PubMed publication","arvicanthis niloticus","arvicanthis niloticus","na","Mammalia"
8987,"Virus",NA,NA,"Unassigned","Bunyaviridae","Phlebovirus","rift valley fever phlebovirus","Yes","Yes","No","Yes","Rodentia","Rodentia","Muridae","Mastomys erythroleucus","Reddish-white mastomys","na","Antibodies","",10817634,"","","","Yes","Yes","Taylor; Jones","Yes",NA,NA,NA,NA,NA,NA,"RVFV","Belterra virus; Icoaraci virus; Lunyo virus","(-) ssRNA","0.011979","4","45.1243","Mastomyserythroleucus","Mastomys erythroleucus",0,NA,NA,NA,"rift valley fever phlebovirus","rift valley",NA,2000,2000,"PubMed publication","mastomys erythroleucus","mastomys erythroleucus","mus calopus, epimys gambianus, mus peregrinus","Mammalia"
8988,"Virus",NA,NA,"Unassigned","Bunyaviridae","Phlebovirus","rift valley fever phlebovirus","Yes","Yes","No","Yes","Rodentia","Rodentia","Muridae","Mastomys huberti","Hubert's mastomys","na","Antibodies","",10817634,"","","","Yes","Yes","Taylor; Jones","Yes",NA,NA,NA,NA,NA,NA,"RVFV","Belterra virus; Icoaraci virus; Lunyo virus","(-) ssRNA","0.011979","4","45.1243","Mastomyshuberti","Mastomys huberti",0,NA,NA,NA,"rift valley fever phlebovirus","rift valley",NA,2000,2000,"PubMed publication","mastomys huberti","mastomys huberti","na","Mammalia"
8989,"Virus",NA,NA,"Unassigned","Bunyaviridae","Phlebovirus","rift valley fever phlebovirus","Yes","Yes","No","Yes","Rodentia","Rodentia","Muridae","Mastomys natalensis","Multimammate rat","na","Antibodies","",22493102,"","","","Yes","Yes","Taylor; Jones","Yes",NA,NA,NA,NA,NA,NA,"RVFV","Belterra virus; Icoaraci virus; Lunyo virus","(-) ssRNA","0.011979","4","45.1243","Mastomysnatalensis","Mastomys natalensis",0,NA,NA,NA,"rift valley fever phlebovirus","rift valley",NA,2012,2012,"PubMed publication","mastomys natalensis","mastomys natalensis","mastomys hildebrandtii, myomys fumatus, mus caffer, mus fumatus, mus fusca, mus hildebrandtii, mus illovoensis, mystromys longicaudatus, mus microdon, mus muscardinus, epimys panya, mus tana, mus ugandae, epimys coucha durumae, epimys concha ismailiae, mastomys coucha komatiensis, epimys coucha neumanni, mastomys coucha ovamboensis, rattus coucha tinctus, mus coucha zuluensis","Mammalia"
8990,"Virus",NA,NA,"Unassigned","Bunyaviridae","Phlebovirus","rift valley fever phlebovirus","Yes","Yes","No","Yes","Rodentia","Rodentia","Muridae","Rattus rattus","Black rat","na","Antibodies","",10817634,"","","","Yes","Yes","Taylor; Jones","Yes",NA,NA,NA,NA,NA,NA,"RVFV","Belterra virus; Icoaraci virus; Lunyo virus","(-) ssRNA","0.011979","4","45.1243","Rattusrattus","Rattus rattus",0,NA,NA,NA,"rift valley fever phlebovirus","rift valley",NA,2000,2000,"PubMed publication","rattus rattus","rattus rattus","mus alexandrinorattus, mus alexandrinus, mus arboreus, hapalotis arboricola, mus asiaticus, mus atratus, mus atridorsum, mus ceylonus, epimys chionogaster, mus crassipes, rattus domesticus, mus erythronotus, mus flavescens, mus flaviventris, musculus frugivorus, mus galapagoensis, mus griseocaeruleus, mus infralineatus, mus insularis, mus jujensis, mus kandianus, mus kandiyanus, epimys kelaarti, mus kijabius, mus latipes, mus leucogaster, mus muansae, mus nemoralis, mus novaezelandiae, mus picteti, mus rufescens, mus samharensis, myoxus siculae, mus subcaeruleus, mus sylvestris, mus tectorum, mus tetragonurus, mus tompsoni, mus variabilis, rattus domesticus albus, rattus domesticus ater, mus rattus ater, mus rattus brookei, rattus rattus chionogaster, mus tectorum fuliginosus, rattus domesticus fulvaster, rattus domesticus fuscus, rattus rattus girensis, mus rattus intermedius, mus rattus jurassicus, rattus norvegicus longicaudus, rattus rattus narbadae, rattus rattus nericola, rattus rattus ruthenus, rattus rattus sueirensis, rattus domesticus varius, rattus rattus wroughtoni","Mammalia"
8991,"Virus",NA,NA,"Unassigned","Bunyaviridae","Phlebovirus","rift valley fever phlebovirus","Yes","Yes","No","Yes","Rodentia","Rodentia","Muridae","Meriones crassus","Sundevall's jird","na","Antibodies","",22493102,"","","","Yes","Yes","Taylor; Jones","Yes",NA,NA,NA,NA,NA,NA,"RVFV","Belterra virus; Icoaraci virus; Lunyo virus","(-) ssRNA","0.011979","4","45.1243","Merionescrassus","Meriones crassus",0,NA,NA,NA,"rift valley fever phlebovirus","rift valley",NA,2012,2012,"PubMed publication","meriones crassus","meriones crassus","meriones charon, meriones ismahelis, meriones longifrons, meriones pelerinus, gerbillus swinhoei, meriones crasssus pallidus, meriones crassus perpallidus, meriones pallidus tripolius","Mammalia"
8992,"Virus",NA,NA,"Unassigned","Bunyaviridae","Phlebovirus","rift valley fever phlebovirus","Yes","Yes","No","Yes","Rodentia","Rodentia","Muridae","Micaelamys namaquensis","Namaqua micaelamys","na","Antibodies","",22493102,"","","","Yes","Yes","Taylor; Jones","Yes",NA,NA,NA,NA,NA,NA,"RVFV","Belterra virus; Icoaraci virus; Lunyo virus","(-) ssRNA","0.011979","4","45.1243","Micaelamysnamaquensis","Micaelamys namaquensis",0,NA,NA,NA,"rift valley fever phlebovirus","rift valley",NA,2012,2012,"PubMed publication","micaelamys namaquensis","micaelamys namaquensis","aethomys namaquensis, mus arborarius, mus auricomis, mus avarillus, mus lehocla, aethomys namaquensis calarius, praomys namaquensis capensis, mus auricomis centralis, praomys namaquensis drakensbergi, praomys namaquensis klaverensis, praomys namaquensis lechochloides, mus namaquensis monticularis, aethomys namaquensis namibensis, aethomys namaquensis siccatus, aethomys namaquensis waterbergensis","Mammalia"
8993,"Virus",NA,NA,"Unassigned","Bunyaviridae","Phlebovirus","rift valley fever phlebovirus","Yes","Yes","No","Yes","Ungulates","Artiodactyla","Bovidae","Aepyceros melampus","Impala","na","Antibodies","",26692385,"","","","Yes","Yes","Taylor; Jones","Yes",NA,NA,NA,NA,NA,NA,"RVFV","Belterra virus; Icoaraci virus; Lunyo virus","(-) ssRNA","0.011979","4","45.1243","Aepycerosmelampus","Aepyceros melampus",0,NA,NA,NA,"rift valley fever phlebovirus","rift valley",NA,2016,2016,"PubMed publication","aepyceros melampus","aepyceros melampus","na","Mammalia"
8994,"Virus",NA,NA,"Unassigned","Bunyaviridae","Phlebovirus","rift valley fever phlebovirus","Yes","Yes","No","Yes","Ungulates","Artiodactyla","Bovidae","Antidorcas marsupialis","Springbok","na","PCR","",26692385,"","","","Yes","Yes","Taylor; Jones","Yes",NA,NA,NA,NA,NA,NA,"RVFV","Belterra virus; Icoaraci virus; Lunyo virus","(-) ssRNA","0.011979","4","45.1243","Antidorcasmarsupialis","Antidorcas marsupialis",0,NA,NA,NA,"rift valley fever phlebovirus","rift valley",NA,2016,2016,"PubMed publication","antidorcas marsupialis","antidorcas marsupialis","na","Mammalia"
8995,"Virus",NA,NA,"Unassigned","Bunyaviridae","Phlebovirus","rift valley fever phlebovirus","Yes","Yes","No","Yes","Ungulates","Artiodactyla","Bovidae","Connochaetes taurinus","Blue wildebeest","na","Antibodies","",26692385,"","","","Yes","Yes","Taylor; Jones","Yes",NA,NA,NA,NA,NA,NA,"RVFV","Belterra virus; Icoaraci virus; Lunyo virus","(-) ssRNA","0.011979","4","45.1243","Connochaetestaurinus","Connochaetes taurinus",0,NA,NA,NA,"rift valley fever phlebovirus","rift valley",NA,2016,2016,"PubMed publication","connochaetes taurinus","connochaetes taurinus","na","Mammalia"
8996,"Virus",NA,NA,"Unassigned","Bunyaviridae","Phlebovirus","rift valley fever phlebovirus","Yes","Yes","No","Yes","Ungulates","Artiodactyla","Bovidae","Hippotragus niger","Sable antelope","na","Antibodies","",9825798,"","","","Yes","Yes","Taylor; Jones","Yes",NA,NA,NA,NA,NA,NA,"RVFV","Belterra virus; Icoaraci virus; Lunyo virus","(-) ssRNA","0.011979","4","45.1243","Hippotragusniger","Hippotragus niger",0,NA,NA,NA,"rift valley fever phlebovirus","rift valley",NA,1998,1998,"PubMed publication","hippotragus niger","hippotragus niger","na","Mammalia"
8997,"Virus",NA,NA,"Unassigned","Bunyaviridae","Phlebovirus","rift valley fever phlebovirus","Yes","Yes","No","Yes","Ungulates","Artiodactyla","Bovidae","Kobus ellipsiprymnus","Waterbuck","na","Antibodies","",17988425,"","","","Yes","Yes","Taylor; Jones","Yes",NA,NA,NA,NA,NA,NA,"RVFV","Belterra virus; Icoaraci virus; Lunyo virus","(-) ssRNA","0.011979","4","45.1243","Kobusellipsiprymnus","Kobus ellipsiprymnus",0,NA,NA,NA,"rift valley fever phlebovirus","rift valley",NA,2008,2008,"PubMed publication","kobus ellipsiprymnus","kobus ellipsiprymnus","na","Mammalia"
8998,"Virus",NA,NA,"Unassigned","Bunyaviridae","Phlebovirus","rift valley fever phlebovirus","Yes","Yes","No","Yes","Ungulates","Artiodactyla","Bovidae","Litocranius walleri","Gerenuk","na","Antibodies","",22493102,"","","","Yes","Yes","Taylor; Jones","Yes",NA,NA,NA,NA,NA,NA,"RVFV","Belterra virus; Icoaraci virus; Lunyo virus","(-) ssRNA","0.011979","4","45.1243","Litocraniuswalleri","Litocranius walleri",0,NA,NA,NA,"rift valley fever phlebovirus","rift valley",NA,2012,2012,"PubMed publication","litocranius walleri","litocranius walleri","na","Mammalia"
8999,"Virus",NA,NA,"Unassigned","Bunyaviridae","Phlebovirus","rift valley fever phlebovirus","Yes","Yes","No","Yes","Ungulates","Artiodactyla","Bovidae","Syncerus caffer","African buffalo","na","Isolation","",17988425,"22172568","","","Yes","Yes","Taylor; Jones","Yes",NA,NA,NA,NA,NA,NA,"RVFV","Belterra virus; Icoaraci virus; Lunyo virus","(-) ssRNA","0.011979","4","45.1243","Synceruscaffer","Syncerus caffer",0,NA,NA,NA,"rift valley fever phlebovirus","rift valley",NA,2008,2008,"PubMed publication","syncerus caffer","syncerus caffer","na","Mammalia"
9000,"Virus",NA,NA,"Unassigned","Bunyaviridae","Phlebovirus","rift valley fever phlebovirus","Yes","Yes","No","Yes","Ungulates","Artiodactyla","Bovidae","Tragelaphus strepsiceros","Greater kudu","na","Antibodies","",17988425,"","","","Yes","Yes","Taylor; Jones","Yes",NA,NA,NA,NA,NA,NA,"RVFV","Belterra virus; Icoaraci virus; Lunyo virus","(-) ssRNA","0.011979","4","45.1243","Tragelaphusstrepsiceros","Tragelaphus strepsiceros",0,NA,NA,NA,"rift valley fever phlebovirus","rift valley",NA,2008,2008,"PubMed publication","tragelaphus strepsiceros","tragelaphus strepsiceros","na","Mammalia"
9001,"Virus",NA,NA,"Unassigned","Bunyaviridae","Phlebovirus","rift valley fever phlebovirus","Yes","Yes","No","Yes","Ungulates","Artiodactyla","Camelidae","Camelus dromedarius","Dromedary","Pathogenic","Isolation","",19335238,"ViPR","","Rift Valley fever","Yes","Yes","Taylor; Jones","Yes",NA,NA,NA,NA,NA,NA,"RVFV","Belterra virus; Icoaraci virus; Lunyo virus","(-) ssRNA","0.011979","4","45.1243","Camelusdromedarius","Camelus dromedarius",0,NA,NA,NA,"rift valley fever phlebovirus","rift valley",NA,2009,2009,"PubMed publication","camelus dromedarius","camelus dromedarius","camelus ferus","Mammalia"
9002,"Virus",NA,NA,"Unassigned","Bunyaviridae","Phlebovirus","rift valley fever phlebovirus","Yes","Yes","No","Yes","Ungulates","Artiodactyla","Giraffidae","Giraffa camelopardalis","Giraffe","na","Antibodies","",22493102,"","","","Yes","Yes","Taylor; Jones","Yes",NA,NA,NA,NA,NA,NA,"RVFV","Belterra virus; Icoaraci virus; Lunyo virus","(-) ssRNA","0.011979","4","45.1243","Giraffacamelopardalis","Giraffa camelopardalis",0,NA,NA,NA,"rift valley fever phlebovirus","rift valley",NA,2012,2012,"PubMed publication","giraffa camelopardalis","giraffa camelopardalis","na","Mammalia"
9003,"Virus",NA,NA,"Unassigned","Bunyaviridae","Phlebovirus","rift valley fever phlebovirus","Yes","Yes","No","Yes","Ungulates","Artiodactyla","Suidae","Phacochoerus aethiopicus","Desert warthog","na","Antibodies","",17988425,"","","","Yes","Yes","Taylor; Jones","Yes",NA,NA,NA,NA,NA,NA,"RVFV","Belterra virus; Icoaraci virus; Lunyo virus","(-) ssRNA","0.011979","4","45.1243","Phacochoerusaethiopicus","Phacochoerus aethiopicus",0,NA,NA,NA,"rift valley fever phlebovirus","rift valley",NA,2008,2008,"PubMed publication","phacochoerus aethiopicus","phacochoerus aethiopicus","na","Mammalia"
9004,"Virus",NA,NA,"Unassigned","Bunyaviridae","Phlebovirus","rift valley fever phlebovirus","Yes","Yes","No","Yes","Ungulates","Perissodactyla","Equidae","Equus quagga burchellii","Burchell's zebra","na","Antibodies","",17988425,"","","","Yes","Yes","Taylor; Jones","Yes",NA,NA,NA,NA,NA,NA,"RVFV","Belterra virus; Icoaraci virus; Lunyo virus","(-) ssRNA","0.011979","4","45.1243","Equusburchelliiquagga","Equus burchellii quagga",0,NA,NA,NA,"rift valley fever phlebovirus","rift valley",NA,2008,2008,"PubMed publication","equus burchellii quagga","equus quagga burchellii","equus burchellii, hippotigris campestris, equus festivus, equus zebroides, hippotigris antiquorum, equus wardi, equus burchelli, asinus burchellii, hippotigris isabellinus, equus burchellii burchellii, equus burchellii antiquorum, equus burchelli burchelli, hippotigris chapmanni kaokensis","Mammalia"
9005,"Virus",NA,NA,"Unassigned","Bunyaviridae","Phlebovirus","rift valley fever phlebovirus","Yes","Yes","No","Yes","Ungulates","Perissodactyla","Rhinocerotidae","Ceratotherium simum","White rhinoceros","na","Antibodies","",9825798,"","","","Yes","Yes","Taylor; Jones","Yes",NA,NA,NA,NA,NA,NA,"RVFV","Belterra virus; Icoaraci virus; Lunyo virus","(-) ssRNA","0.011979","4","45.1243","Ceratotheriumsimum","Ceratotherium simum",0,NA,NA,NA,"rift valley fever phlebovirus","rift valley",NA,1998,1998,"PubMed publication","ceratotherium simum","ceratotherium simum","rhinoceros burchellii, rhinoceros camus, rhinoceros simus, ceratotherium simum simum","Mammalia"
9006,"Virus",NA,NA,"Unassigned","Bunyaviridae","Phlebovirus","rift valley fever phlebovirus","Yes","Yes","No","Yes","Ungulates","Perissodactyla","Rhinocerotidae","Diceros bicornis","Black rhinoceros","na","Antibodies","",17988425,"","","","Yes","Yes","Taylor; Jones","Yes",NA,NA,NA,NA,NA,NA,"RVFV","Belterra virus; Icoaraci virus; Lunyo virus","(-) ssRNA","0.011979","4","45.1243","Dicerosbicornis","Diceros bicornis",0,NA,NA,NA,"rift valley fever phlebovirus","rift valley",NA,2008,2008,"PubMed publication","diceros bicornis","diceros bicornis","na","Mammalia"
9007,"Virus",NA,NA,"Unassigned","Bunyaviridae","Phlebovirus","rift valley fever phlebovirus","Yes","Yes","Yes","No","Ungulates","Artiodactyla","Bovidae","Bos taurus","Domestic cattle","Pathogenic","Isolation","",19335238,"7901480","","Rift Valley fever","Yes","Yes","Taylor; Jones","Yes",NA,NA,NA,NA,NA,NA,"RVFV","Belterra virus; Icoaraci virus; Lunyo virus","(-) ssRNA","0.011979","4","45.1243","Bostaurus","Bos taurus",0,NA,NA,NA,"rift valley fever phlebovirus","rift valley",NA,2009,2009,"PubMed publication","bos taurus","bos taurus","na","Mammalia"
9008,"Virus",NA,NA,"Unassigned","Bunyaviridae","Phlebovirus","rift valley fever phlebovirus","Yes","Yes","Yes","No","Ungulates","Artiodactyla","Bovidae","Bubalus bubalis","Water buffalo","Pathogenic","Isolation","",7901480,"","","Rift Valley fever","Yes","Yes","Taylor; Jones","Yes",NA,NA,NA,NA,NA,NA,"RVFV","Belterra virus; Icoaraci virus; Lunyo virus","(-) ssRNA","0.011979","4","45.1243","Bubalusbubalis","Bubalus bubalis",0,NA,NA,NA,"rift valley fever phlebovirus","rift valley",NA,1993,1993,"PubMed publication","bubalus bubalis","bubalus bubalis","na","Mammalia"
9009,"Virus",NA,NA,"Unassigned","Bunyaviridae","Phlebovirus","rift valley fever phlebovirus","Yes","Yes","Yes","No","Ungulates","Artiodactyla","Bovidae","Capra hircus","Domestic goat","Pathogenic","Isolation","",19335238,"ViPR","","Rift Valley fever","Yes","Yes","Taylor; Jones","Yes",NA,NA,NA,NA,NA,NA,"RVFV","Belterra virus; Icoaraci virus; Lunyo virus","(-) ssRNA","0.011979","4","45.1243","Caprahircus","Capra hircus",0,NA,NA,NA,"rift valley fever phlebovirus","rift valley",NA,2009,2009,"PubMed publication","capra hircus","capra hircus","na","Mammalia"
9010,"Virus",NA,NA,"Unassigned","Bunyaviridae","Phlebovirus","rift valley fever phlebovirus","Yes","Yes","Yes","No","Ungulates","Artiodactyla","Bovidae","Ovis aries","Domestic sheep","Pathogenic","Isolation","Daubney et al. 1931",19335238,"ViPR","","Rift Valley fever","Yes","Yes","Taylor; Jones","Yes",NA,NA,NA,NA,NA,NA,"RVFV","Belterra virus; Icoaraci virus; Lunyo virus","(-) ssRNA","0.011979","4","45.1243","Ovisaries","Ovis aries",0,NA,NA,NA,"rift valley fever phlebovirus","rift valley",1931,2009,1931,"Publication date from source database (earliest)","ovis aries","ovis aries","na","Mammalia"
9011,"Virus",NA,NA,"Unassigned","Bunyaviridae","Phlebovirus","rift valley fever phlebovirus","Yes","Yes","Yes","No","Ungulates","Perissodactyla","Equidae","Equus caballus","Horse","na","Antibodies","",19335238,"","","","Yes","Yes","Taylor; Jones","Yes",NA,NA,NA,NA,NA,NA,"RVFV","Belterra virus; Icoaraci virus; Lunyo virus","(-) ssRNA","0.011979","4","45.1243","Equuscaballus","Equus caballus",0,NA,NA,NA,"rift valley fever phlebovirus","rift valley",NA,2009,2009,"PubMed publication","equus caballus","equus caballus","equus caballus caballus, equus ferus caballus","Mammalia"
9012,"Virus",NA,NA,"Unassigned","Bunyaviridae","Phlebovirus","salehabad phlebovirus","Yes","Yes","No","No","Human","Primates","Hominidae","Homo sapiens","Human","Pathogenic","PCR","",23239568,"21529422","Salehabad viru","","Yes","Yes","Taylor","Yes",NA,NA,NA,NA,NA,NA,"SALV","Adria virus","(-) ssRNA","0.012389","4","44.7142","Homosapiens","Homo sapiens",0,NA,NA,NA,"salehabad phlebovirus","salehabad",NA,2013,2013,"PubMed publication","homo sapiens","homo sapiens","homo aethiopicus, homo americanus, homo arabicus, homo australasicus, homo cafer, homo capensis, homo columbicus, homo drennani, homo grimaldii, homo hottentotus, homo hyperboreus, homo indicus, homo japeticus, homo melaninus, homo monstrosus, homo neptunianus, homo palestinus, homo patagonus, homo priscus, homo scythicus, homo sinicus, homo spelaeus, homo troglodytes, homo wadjakensis, homo sapiens cro-magnonensis, homo sapiens grimaldiensis, homo fossilis proto-aethiopicus, homo fossilis protoaethiopicus, homo sapiens cromagnonensis","Mammalia"
