name,exact,type,order,class,family,genus,species,checked_prev,rg_updated,species_updated,class_updated,order_updated,family_updated,genus_updated,unresolved_notes
human papillomavirus 54,TRUE,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 13,,,,,,,,
human papillomavirus 6,TRUE,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 10,,,,,,,,
human papillomavirus 60,TRUE,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 4,,,,,,,,
human papillomavirus 61,TRUE,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 3,,,,,,,,
human papillomavirus 63,TRUE,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Mupapillomavirus,Mupapillomavirus 2,,,,,,,,
human papillomavirus 7,TRUE,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 8,,,,,,,,
human papillomavirus 88,TRUE,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 5,,,,,,,,
human papillomavirus 9,TRUE,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 2,,,,,,,,
human parainfluenza virus 1,TRUE,viruses,Mononegavirales,Monjiviricetes,Paramyxoviridae,Respirovirus,Human respirovirus 1,,,,,,,,
human parainfluenza virus 2,TRUE,viruses,Mononegavirales,Monjiviricetes,Paramyxoviridae,Orthorubulavirus,Human orthorubulavirus 2,,,,,,,,
human parainfluenza virus 3,TRUE,viruses,Mononegavirales,Monjiviricetes,Paramyxoviridae,Respirovirus,Human respirovirus 3,,,,,,,,
human parainfluenza virus 4,TRUE,viruses,Mononegavirales,Monjiviricetes,Paramyxoviridae,Orthorubulavirus,Human orthorubulavirus 4,,,,,,,,
human parechovirus,TRUE,viruses,Picornavirales,Pisoniviricetes,Picornaviridae,Parechovirus,Parechovirus A,,,,,,,,
human picobirnavirus,TRUE,viruses,Durnavirales,Duplopiviricetes,Picobirnaviridae,Picobirnavirus,Human picobirnavirus,,,,,,,,
human polyomavirus 1,TRUE,viruses,Sepolyvirales,Papovaviricetes,Polyomaviridae,Betapolyomavirus,Human polyomavirus 1,,,,,,,,
human polyomavirus 2,TRUE,viruses,Sepolyvirales,Papovaviricetes,Polyomaviridae,Betapolyomavirus,Human polyomavirus 2,,,,,,,,
human torovirus,TRUE,viruses,Nidovirales,Pisoniviricetes,Tobaniviridae,Torovirus,Human torovirus,,,,,,,,
ikoma lyssavirus,TRUE,viruses,Mononegavirales,Monjiviricetes,Rhabdoviridae,Lyssavirus,Ikoma lyssavirus,,,,,,,,
indiana vesiculovirus,TRUE,viruses,Mononegavirales,Monjiviricetes,Rhabdoviridae,Vesiculovirus,Indiana vesiculovirus,,,,,,,,
jaagsiekte sheep retrovirus,TRUE,viruses,Ortervirales,Revtraviricetes,Retroviridae,Betaretrovirus,Jaagsiekte sheep retrovirus,,,,,,,,
lambdapapillomavirus 2,TRUE,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Lambdapapillomavirus,Lambdapapillomavirus 2,,,,,,,,
lambdapapillomavirus 4,TRUE,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Lambdapapillomavirus,Lambdapapillomavirus 4,,,,,,,,
lambdapapillomavirus 5,TRUE,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Lambdapapillomavirus,Lambdapapillomavirus 5,,,,,,,,
leporid herpesvirus 4,TRUE,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Simplexvirus,Leporid alphaherpesvirus 4,,,,,,,,
macaca mulatta polyomavirus 1,TRUE,viruses,Sepolyvirales,Papovaviricetes,Polyomaviridae,Betapolyomavirus,Macaca mulatta polyomavirus 1,,,,,,,,
macacine herpesvirus 1,TRUE,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Simplexvirus,Macacine alphaherpesvirus 1,,,,,,,,
macacine herpesvirus 3,TRUE,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Cytomegalovirus,Macacine betaherpesvirus 3,,,,,,,,
macacine herpesvirus 4,TRUE,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Lymphocryptovirus,Macacine gammaherpesvirus 4,,,,,,,,
macacine herpesvirus 5,TRUE,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Rhadinovirus,Macacine gammaherpesvirus 5,,,,,,,,
macropodid herpesvirus 1,TRUE,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Simplexvirus,Macropodid alphaherpesvirus 1,,,,,,,,
macropodid herpesvirus 2,TRUE,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Simplexvirus,Macropodid alphaherpesvirus 2,,,,,,,,
mamastrovirus 1,TRUE,viruses,Stellavirales,Stelpaviricetes,Astroviridae,Mamastrovirus,Mamastrovirus 1,,,,,,,,
mamastrovirus 11,TRUE,viruses,Stellavirales,Stelpaviricetes,Astroviridae,Mamastrovirus,Mamastrovirus 11,,,,,,,,
mamastrovirus 12,TRUE,viruses,Stellavirales,Stelpaviricetes,Astroviridae,Mamastrovirus,Mamastrovirus 12,,,,,,,,
mamastrovirus 14,TRUE,viruses,Stellavirales,Stelpaviricetes,Astroviridae,Mamastrovirus,Mamastrovirus 14,,,,,,,,
mamastrovirus 15,TRUE,viruses,Stellavirales,Stelpaviricetes,Astroviridae,Mamastrovirus,Mamastrovirus 15,,,,,,,,
mamastrovirus 16,TRUE,viruses,Stellavirales,Stelpaviricetes,Astroviridae,Mamastrovirus,Mamastrovirus 16,,,,,,,,
mamastrovirus 17,TRUE,viruses,Stellavirales,Stelpaviricetes,Astroviridae,Mamastrovirus,Mamastrovirus 17,,,,,,,,
mamastrovirus 18,TRUE,viruses,Stellavirales,Stelpaviricetes,Astroviridae,Mamastrovirus,Mamastrovirus 18,,,,,,,,
mamastrovirus 19,TRUE,viruses,Stellavirales,Stelpaviricetes,Astroviridae,Mamastrovirus,Mamastrovirus 19,,,,,,,,
mamastrovirus 4,TRUE,viruses,Stellavirales,Stelpaviricetes,Astroviridae,Mamastrovirus,Mamastrovirus 4,,,,,,,,
mamastrovirus 6,TRUE,viruses,Stellavirales,Stelpaviricetes,Astroviridae,Mamastrovirus,Mamastrovirus 6,,,,,,,,
mamastrovirus 8,TRUE,viruses,Stellavirales,Stelpaviricetes,Astroviridae,Mamastrovirus,Mamastrovirus 8,,,,,,,,
mamastrovirus 9,TRUE,viruses,Stellavirales,Stelpaviricetes,Astroviridae,Mamastrovirus,Mamastrovirus 9,,,,,,,,
mammalian orthoreovirus,TRUE,viruses,Reovirales,Resentoviricetes,Reoviridae,Orthoreovirus,Mammalian orthoreovirus,,,,,,,,
mastomys natalensis papillomavirus,TRUE,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Iotapapillomavirus,Iotapapillomavirus 1,,,,,,,,
miniopterus bat coronavirus 1,TRUE,viruses,Nidovirales,Pisoniviricetes,Coronaviridae,Alphacoronavirus,Miniopterus bat coronavirus 1,,,,,,,,
mink astrovirus,TRUE,viruses,Stellavirales,Stelpaviricetes,Astroviridae,Mamastrovirus,Mamastrovirus 10,,,,,,,,
mink calicivirus,TRUE,viruses,Picornavirales,Pisoniviricetes,Caliciviridae,Vesivirus,Mink calicivirus,,,,,,,,
mink enteric sapovirus,TRUE,viruses,Picornavirales,Pisoniviricetes,Caliciviridae,Sapovirus,Mink enteric sapovirus,,,,,,,,
minute virus of mice,TRUE,viruses,Piccovirales,Quintoviricetes,Parvoviridae,Protoparvovirus,Rodent protoparvovirus 1,,,,,,,,
mouse parvovirus 1,TRUE,viruses,Piccovirales,Quintoviricetes,Parvoviridae,Protoparvovirus,Rodent protoparvovirus 1,,,,,,,,
murid herpesvirus 1,TRUE,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Muromegalovirus,Murid betaherpesvirus 1,,,,,,,,
murid herpesvirus 2,TRUE,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Muromegalovirus,Murid betaherpesvirus 2,,,,,,,,
murid herpesvirus 3,TRUE,viruses,Herpesvirales,Herviviricetes,,,Murid herpesvirus 3,,,,,,,,
murid herpesvirus 4,TRUE,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Rhadinovirus,Murid gammaherpesvirus 4,,,,,,,,
murid herpesvirus 8,TRUE,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Muromegalovirus,Murid betaherpesvirus 8,,,,,,,,
murine coronavirus,TRUE,viruses,Nidovirales,Pisoniviricetes,Coronaviridae,Betacoronavirus,Murine coronavirus,,,,,,,,
murine norovirus 1,TRUE,viruses,Picornavirales,Pisoniviricetes,Caliciviridae,Norovirus,Norwalk virus,,,,,,,,
murine polyomavirus,TRUE,viruses,Sepolyvirales,Papovaviricetes,Polyomaviridae,Alphapolyomavirus,Mus musculus polyomavirus 1,,,,,,,,
mustelid herpesvirus 1,TRUE,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Percavirus,Mustelid gammaherpesvirus 1,,,,,,,,
omegapapillomavirus 1,TRUE,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Omegapapillomavirus,Omegapapillomavirus 1,,,,,,,,
ovine astrovirus,TRUE,viruses,Stellavirales,Stelpaviricetes,Astroviridae,Mamastrovirus,Mamastrovirus 13,,,,,,,,
ovine herpesvirus 2,TRUE,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Macavirus,Ovine gammaherpesvirus 2,,,,,,,,
ovine papillomavirus 1,TRUE,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Deltapapillomavirus,Deltapapillomavirus 3,,,,,,,,
panine herpesvirus 1,TRUE,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Lymphocryptovirus,Panine gammaherpesvirus 1,,,,,,,,
panine herpesvirus 2,TRUE,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Cytomegalovirus,Panine betaherpesvirus 2,,,,,,,,
papiine herpesvirus 1,TRUE,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Lymphocryptovirus,Papiine gammaherpesvirus 1,,,,,,,,
papiine herpesvirus 2,TRUE,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Simplexvirus,Papiine alphaherpesvirus 2,,,,,,,,
papio hamadryas adenovirus 1,TRUE,viruses,Rowavirales,Tectiliviricetes,Adenoviridae,Mastadenovirus,Papio hamadryas adenovirus 1,,,,,,,,
parainfluenza virus 5,TRUE,viruses,Mononegavirales,Monjiviricetes,Paramyxoviridae,Orthorubulavirus,Mammalian orthorubulavirus 5,,,,,,,,
peste-des-petits-ruminants,TRUE,viruses,Mononegavirales,Monjiviricetes,Paramyxoviridae,Morbillivirus,Small ruminant morbillivirus,,,,,,,,
phacochoerus africanus cytomegalovirus 1,TRUE,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Cytomegalovirus,Phacochoerus africanus cytomegalovirus 1,,,,,,,,
phacochoerus africanus lymphotropic herpesvirus 1,TRUE,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Rhadinovirus,Suiformes rhadinovirus genogroup 1,,,,,,,,
phipapillomavirus 1,TRUE,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Phipapillomavirus,Phipapillomavirus 1,,,,,,,,
phocid herpesvirus 1,TRUE,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Varicellovirus,Phocid alphaherpesvirus 1,,,,,,,,
phocid herpesvirus 2,TRUE,viruses,Herpesvirales,Herviviricetes,Herpesviridae,,Phocid gammaherpesvirus 2,,,,,,,,
phocoena spinipinnis papillomavirus,TRUE,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Omikronpapillomavirus,Omikronpapillomavirus 1,,,,,,,,
pig-tailed macaque parvovirus,TRUE,viruses,Piccovirales,Quintoviricetes,Parvoviridae,Erythroparvovirus,Primate erythroparvovirus 4,,,,,,,,
piliocolobus badius adenovirus 1,TRUE,viruses,Rowavirales,Tectiliviricetes,Adenoviridae,Mastadenovirus,Piliocolobus badius adenovirus 1,,,,,,,,
pinniped bocaparvovirus 1,TRUE,viruses,Piccovirales,Quintoviricetes,Parvoviridae,Bocaparvovirus,Pinniped bocaparvovirus 1,,,,,,,,
pinniped bocaparvovirus 2,TRUE,viruses,Piccovirales,Quintoviricetes,Parvoviridae,Bocaparvovirus,Pinniped bocaparvovirus 2,,,,,,,,
pinniped dependoparvovirus 1,TRUE,viruses,Piccovirales,Quintoviricetes,Parvoviridae,Dependoparvovirus,Pinniped dependoparvovirus 1,,,,,,,,
pipapillomavirus 2,TRUE,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Pipapillomavirus,Pipapillomavirus 2,,,,,,,,
poliovirus,TRUE,viruses,Picornavirales,Pisoniviricetes,Picornaviridae,Enterovirus,Enterovirus C,,,,,,,,
pongine herpesvirus 1,TRUE,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Lymphocryptovirus,Panine gammaherpesvirus 1,,,,,,,,
pongine herpesvirus 2,TRUE,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Lymphocryptovirus,Pongine gammaherpesvirus 2,,,,,,,,
pongine herpesvirus 3,TRUE,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Lymphocryptovirus,Gorilline gammaherpesvirus 1,,,,,,,,
pongine herpesvirus 4,TRUE,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Cytomegalovirus,Panine betaherpesvirus 2,,,,,,,,
porcine astrovirus,TRUE,viruses,Stellavirales,Stelpaviricetes,Astroviridae,Mamastrovirus,Mamastrovirus 3,,,,,,,,
porcine circovirus-1,TRUE,viruses,Cirlivirales,Arfiviricetes,Circoviridae,Circovirus,Porcine circovirus 1,,,,,,,,
porcine circovirus-2,TRUE,viruses,Cirlivirales,Arfiviricetes,Circoviridae,Circovirus,Porcine circovirus 2,,,,,,,,
porcine enteric sapovirus,TRUE,viruses,Picornavirales,Pisoniviricetes,Caliciviridae,Sapovirus,Sapporo virus,,,,,,,,
porcine lymphotropic herpesvirus 1,TRUE,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Macavirus,Suid gammaherpesvirus 3,,,,,,,,
porcine parvovirus,TRUE,viruses,Piccovirales,Quintoviricetes,Parvoviridae,Protoparvovirus,Ungulate protoparvovirus 1,,,,,,,,
porcine reproductive and respiratory syndrome virus 1,TRUE,viruses,Nidovirales,Pisoniviricetes,Arteriviridae,Betaarterivirus,Betaarterivirus suid 1,,,,,,,,
porcine rubulavirus,TRUE,viruses,Mononegavirales,Monjiviricetes,Paramyxoviridae,Orthorubulavirus,Porcine orthorubulavirus,,,,,,,,
porcine sapelovirus,TRUE,viruses,Picornavirales,Pisoniviricetes,Picornaviridae,Sapelovirus,Sapelovirus A,,,,,,,,
porcine teschovirus,TRUE,viruses,Picornavirales,Pisoniviricetes,Picornaviridae,Teschovirus,Teschovirus A,,,,,,,,
porcine torovirus,TRUE,viruses,Nidovirales,Pisoniviricetes,Tobaniviridae,Torovirus,Porcine torovirus,,,,,,,,
possum adenovirus,TRUE,viruses,Rowavirales,Tectiliviricetes,Adenoviridae,Atadenovirus,Possum atadenovirus A,,,,,,,,
primate bocaparvovirus 1,TRUE,viruses,Piccovirales,Quintoviricetes,Parvoviridae,Bocaparvovirus,Primate bocaparvovirus 1,,,,,,,,
primate bocaparvovirus 2,TRUE,viruses,Piccovirales,Quintoviricetes,Parvoviridae,Bocaparvovirus,Primate bocaparvovirus 2,,,,,,,,
primate erythroparvovirus 1,TRUE,viruses,Piccovirales,Quintoviricetes,Parvoviridae,Erythroparvovirus,Primate erythroparvovirus 1,,,,,,,,
primate erythroparvovirus 2,TRUE,viruses,Piccovirales,Quintoviricetes,Parvoviridae,Erythroparvovirus,Primate erythroparvovirus 2,,,,,,,,
primate erythroparvovirus 3,TRUE,viruses,Piccovirales,Quintoviricetes,Parvoviridae,Erythroparvovirus,Primate erythroparvovirus 3,,,,,,,,
primate erythroparvovirus 4,TRUE,viruses,Piccovirales,Quintoviricetes,Parvoviridae,Erythroparvovirus,Primate erythroparvovirus 4,,,,,,,,
primate protoparvovirus 1,TRUE,viruses,Piccovirales,Quintoviricetes,Parvoviridae,Protoparvovirus,Primate protoparvovirus 1,,,,,,,,
primate tetraparvovirus 1,TRUE,viruses,Piccovirales,Quintoviricetes,Parvoviridae,Tetraparvovirus,Primate tetraparvovirus 1,,,,,,,,
psipapillomavirus 1,TRUE,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Psipapillomavirus,Psipapillomavirus 1,,,,,,,,
puma lentivirus,TRUE,viruses,Ortervirales,Revtraviricetes,Retroviridae,Lentivirus,Puma lentivirus,,,,,,,,
rabbit coronavirus,TRUE,viruses,Nidovirales,Pisoniviricetes,Coronaviridae,,Rabbit coronavirus,,,,,,,,
rabbit oral papillomavirus,TRUE,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Kappapapillomavirus,Kappapapillomavirus 1,,,,,,,,
rabbit picobirnavirus,TRUE,viruses,Durnavirales,Duplopiviricetes,Picobirnaviridae,Picobirnavirus,Rabbit picobirnavirus,,,,,,,,
raccoonpox,TRUE,viruses,Chitovirales,Pokkesviricetes,Poxviridae,Orthopoxvirus,Raccoonpox virus,,,,,,,,
rat coronavirus,TRUE,viruses,Nidovirales,Pisoniviricetes,Coronaviridae,Betacoronavirus,Murine coronavirus,,,,,,,,
rat minute virus 1,TRUE,viruses,Piccovirales,Quintoviricetes,Parvoviridae,Protoparvovirus,Rat minute virus 1,,,,,,,,
rat parvovirus 1,TRUE,viruses,Piccovirales,Quintoviricetes,Parvoviridae,Protoparvovirus,Rodent protoparvovirus 2,,,,,,,,
reston ebolavirus,TRUE,viruses,Mononegavirales,Monjiviricetes,Filoviridae,Ebolavirus,Reston ebolavirus,,,,,,,,
rhesus macaque parvovirus,TRUE,viruses,Piccovirales,Quintoviricetes,Parvoviridae,Erythroparvovirus,Primate erythroparvovirus 3,,,,,,,,
rhesus monkey papillomavirus 1,TRUE,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 12,,,,,,,,
rhopapillomavirus 1,TRUE,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Rhopapillomavirus,Rhopapillomavirus 1,,,,,,,,
rodent erythroparvovirus 1,TRUE,viruses,Piccovirales,Quintoviricetes,Parvoviridae,Erythroparvovirus,Rodent erythroparvovirus 1,,,,,,,,
rodent protoparvovirus 1,TRUE,viruses,Piccovirales,Quintoviricetes,Parvoviridae,Protoparvovirus,Rodent protoparvovirus 1,,,,,,,,
rodent protoparvovirus 2,TRUE,viruses,Piccovirales,Quintoviricetes,Parvoviridae,Protoparvovirus,Rodent protoparvovirus 2,,,,,,,,
saimiriine herpesvirus 1,TRUE,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Simplexvirus,Saimiriine alphaherpesvirus 1,,,,,,,,
saimiriine herpesvirus 2,TRUE,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Rhadinovirus,Saimiriine gammaherpesvirus 2,,,,,,,,
saimiriine herpesvirus 4,TRUE,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Cytomegalovirus,Saimiriine betaherpesvirus 4,,,,,,,,
sathuperi orthobunyavirus,TRUE,viruses,Bunyavirales,Ellioviricetes,Peribunyaviridae,Orthobunyavirus,Sathuperi orthobunyavirus,,,,,,,,
scotophilus bat coronavirus 512,TRUE,viruses,Nidovirales,Pisoniviricetes,Coronaviridae,Alphacoronavirus,Scotophilus bat coronavirus 512,,,,,,,,
seal parapoxvirus,TRUE,viruses,Chitovirales,Pokkesviricetes,Poxviridae,Parapoxvirus,Seal parapoxvirus,,,,,,,,
severe acute respiratory syndrome coronavirus,TRUE,viruses,Nidovirales,Pisoniviricetes,Coronaviridae,Betacoronavirus,Severe acute respiratory syndrome-related coronavirus,,,,,,,,
shimoni bat virus,TRUE,viruses,Mononegavirales,Monjiviricetes,Rhabdoviridae,Lyssavirus,Shimoni bat lyssavirus,,,,,,,,
sigmapapillomavirus 1,TRUE,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Sigmapapillomavirus,Sigmapapillomavirus 1,,,,,,,,
simian agent virus 12,TRUE,viruses,Sepolyvirales,Papovaviricetes,Polyomaviridae,,Simian virus 12,,,,,,,,
simian parvovirus,TRUE,viruses,Piccovirales,Quintoviricetes,Parvoviridae,Erythroparvovirus,Primate erythroparvovirus 2,,,,,,,,
simian sapelovirus,TRUE,viruses,Picornavirales,Pisoniviricetes,Picornaviridae,Sapelovirus,Sapelovirus B,,,,,,,,
simian virus 12,TRUE,viruses,Sepolyvirales,Papovaviricetes,Polyomaviridae,,Simian virus 12,,,,,,,,
simian virus 40,TRUE,viruses,Sepolyvirales,Papovaviricetes,Polyomaviridae,Betapolyomavirus,Macaca mulatta polyomavirus 1,,,,,,,,
simian virus 41,TRUE,viruses,Mononegavirales,Monjiviricetes,Paramyxoviridae,Orthorubulavirus,Simian orthorubulavirus,,,,,,,,
simian virus 5,TRUE,viruses,Mononegavirales,Monjiviricetes,Paramyxoviridae,Orthorubulavirus,Mammalian orthorubulavirus 5,,,,,,,,
squirrel monkey retrovirus,TRUE,viruses,Ortervirales,Revtraviricetes,Retroviridae,Betaretrovirus,Squirrel monkey retrovirus,,,,,,,,
squirrel parapoxvirus,TRUE,viruses,Chitovirales,Pokkesviricetes,Poxviridae,Sciuripoxvirus,Squirrelpox virus,,,,,,,,
sudan ebolavirus,TRUE,viruses,Mononegavirales,Monjiviricetes,Filoviridae,Ebolavirus,Sudan ebolavirus,,,,,,,,
suid herpesvirus 1,TRUE,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Varicellovirus,Suid alphaherpesvirus 1,,,,,,,,
suid herpesvirus 2,TRUE,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Roseolovirus,Suid betaherpesvirus 2,,,,,,,,
swine norovirus,TRUE,viruses,Picornavirales,Pisoniviricetes,Caliciviridae,Norovirus,Norwalk virus,,,,,,,,
theilovirus,TRUE,viruses,Picornavirales,Pisoniviricetes,Picornaviridae,Cardiovirus,Cardiovirus B,,,,,,,,
thiafora nairovirus,TRUE,viruses,Bunyavirales,Ellioviricetes,Nairoviridae,Orthonairovirus,Thiafora orthonairovirus,,,,,,,,
torque teno felis virus 2,TRUE,viruses,,,Anelloviridae,Etatorquevirus,Torque teno felis virus 2,,,,,,,,
torque teno midi virus 1,TRUE,viruses,,,Anelloviridae,Gammatorquevirus,Torque teno midi virus 1,,,,,,,,
torque teno midi virus 10,TRUE,viruses,,,Anelloviridae,Gammatorquevirus,Torque teno midi virus 10,,,,,,,,
torque teno midi virus 11,TRUE,viruses,,,Anelloviridae,Gammatorquevirus,Torque teno midi virus 11,,,,,,,,
torque teno midi virus 12,TRUE,viruses,,,Anelloviridae,Gammatorquevirus,Torque teno midi virus 12,,,,,,,,
torque teno midi virus 13,TRUE,viruses,,,Anelloviridae,Gammatorquevirus,Torque teno midi virus 13,,,,,,,,
torque teno midi virus 14,TRUE,viruses,,,Anelloviridae,Gammatorquevirus,Torque teno midi virus 14,,,,,,,,
torque teno midi virus 15,TRUE,viruses,,,Anelloviridae,Gammatorquevirus,Torque teno midi virus 15,,,,,,,,
torque teno midi virus 2,TRUE,viruses,,,Anelloviridae,Gammatorquevirus,Torque teno midi virus 2,,,,,,,,
torque teno midi virus 3,TRUE,viruses,,,Anelloviridae,Gammatorquevirus,Torque teno midi virus 3,,,,,,,,
torque teno midi virus 4,TRUE,viruses,,,Anelloviridae,Gammatorquevirus,Torque teno midi virus 4,,,,,,,,
torque teno midi virus 5,TRUE,viruses,,,Anelloviridae,Gammatorquevirus,Torque teno midi virus 5,,,,,,,,
torque teno midi virus 6,TRUE,viruses,,,Anelloviridae,Gammatorquevirus,Torque teno midi virus 6,,,,,,,,
torque teno midi virus 7,TRUE,viruses,,,Anelloviridae,Gammatorquevirus,Torque teno midi virus 7,,,,,,,,
torque teno midi virus 8,TRUE,viruses,,,Anelloviridae,Gammatorquevirus,Torque teno midi virus 8,,,,,,,,
torque teno midi virus 9,TRUE,viruses,,,Anelloviridae,Gammatorquevirus,Torque teno midi virus 9,,,,,,,,
torque teno mini virus 1,TRUE,viruses,,,Anelloviridae,Betatorquevirus,Torque teno mini virus 1,,,,,,,,
torque teno mini virus 10,TRUE,viruses,,,Anelloviridae,Betatorquevirus,Torque teno mini virus 10,,,,,,,,
torque teno mini virus 11,TRUE,viruses,,,Anelloviridae,Betatorquevirus,Torque teno mini virus 11,,,,,,,,
torque teno mini virus 12,TRUE,viruses,,,Anelloviridae,Betatorquevirus,Torque teno mini virus 12,,,,,,,,
torque teno mini virus 2,TRUE,viruses,,,Anelloviridae,Betatorquevirus,Torque teno mini virus 2,,,,,,,,
torque teno mini virus 3,TRUE,viruses,,,Anelloviridae,Betatorquevirus,Torque teno mini virus 3,,,,,,,,
torque teno mini virus 4,TRUE,viruses,,,Anelloviridae,Betatorquevirus,Torque teno mini virus 4,,,,,,,,
torque teno mini virus 5,TRUE,viruses,,,Anelloviridae,Betatorquevirus,Torque teno mini virus 5,,,,,,,,
torque teno mini virus 6,TRUE,viruses,,,Anelloviridae,Betatorquevirus,Torque teno mini virus 6,,,,,,,,
torque teno mini virus 7,TRUE,viruses,,,Anelloviridae,Betatorquevirus,Torque teno mini virus 7,,,,,,,,
torque teno mini virus 8,TRUE,viruses,,,Anelloviridae,Betatorquevirus,Torque teno mini virus 8,,,,,,,,
torque teno mini virus 9,TRUE,viruses,,,Anelloviridae,Betatorquevirus,Torque teno mini virus 9,,,,,,,,
torque teno sus virus 1,TRUE,viruses,,,Anelloviridae,Iotatorquevirus,Torque teno sus virus 1a,,,,,,,,
torque teno sus virus 2,TRUE,viruses,,,Anelloviridae,Iotatorquevirus,Torque teno sus virus 1b,,,,,,,,
torque teno sus virus 3,TRUE,viruses,,,Anelloviridae,Kappatorquevirus,Torque teno sus virus k2,,,,,,,,
torque teno virus 1,TRUE,viruses,,,Anelloviridae,Alphatorquevirus,Torque teno virus 1,,,,,,,,
torque teno virus 10,TRUE,viruses,,,Anelloviridae,Alphatorquevirus,Torque teno virus 10,,,,,,,,
torque teno virus 11,TRUE,viruses,,,Anelloviridae,Alphatorquevirus,Torque teno virus 11,,,,,,,,
torque teno virus 12,TRUE,viruses,,,Anelloviridae,Alphatorquevirus,Torque teno virus 12,,,,,,,,
torque teno virus 13,TRUE,viruses,,,Anelloviridae,Alphatorquevirus,Torque teno virus 13,,,,,,,,
torque teno virus 14,TRUE,viruses,,,Anelloviridae,Alphatorquevirus,Torque teno virus 14,,,,,,,,
torque teno virus 15,TRUE,viruses,,,Anelloviridae,Alphatorquevirus,Torque teno virus 15,,,,,,,,
torque teno virus 16,TRUE,viruses,,,Anelloviridae,Alphatorquevirus,Torque teno virus 16,,,,,,,,
torque teno virus 17,TRUE,viruses,,,Anelloviridae,Alphatorquevirus,Torque teno virus 17,,,,,,,,
torque teno virus 18,TRUE,viruses,,,Anelloviridae,Alphatorquevirus,Torque teno virus 18,,,,,,,,
torque teno virus 19,TRUE,viruses,,,Anelloviridae,Alphatorquevirus,Torque teno virus 19,,,,,,,,
torque teno virus 2,TRUE,viruses,,,Anelloviridae,Alphatorquevirus,Torque teno virus 2,,,,,,,,
torque teno virus 20,TRUE,viruses,,,Anelloviridae,Alphatorquevirus,Torque teno virus 20,,,,,,,,
torque teno virus 21,TRUE,viruses,,,Anelloviridae,Alphatorquevirus,Torque teno virus 21,,,,,,,,
