"Host","HostClass","HostOrder","HostFamily","Virus","VirusOrder","Year","YearType","Database","DatabaseVersion","DetectionMethod","Detection_NotSpecified","Detection_Serology","Detection_Genetic","Detection_Isolation","Host_Original","Virus_Original","DetectionMethod_Original"
"Hipposideros caffer","Mammalia","Chiroptera","Hipposideridae","Chikungunya virus","Martellivirales",2006,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Hipposideros caffer","Chikungunya","Isolation"
"Hipposideros caffer","Mammalia","Chiroptera","Hipposideridae","Human coronavirus 229e",NA,2009,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Hipposideros caffer","Human coronavirus 229e","PCR"
"Hipposideros caffer","Mammalia","Chiroptera","Hipposideridae","Marburg",NA,2009,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Hipposideros caffer","Lake victoria marburgvirus","PCR"
"Hipposideros caffer","Mammalia","Chiroptera","Hipposideridae","Marburg",NA,2009,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Hipposideros caffer","Marburg marburgvirus","PCR"
"Hipposideros caffer","Mammalia","Chiroptera","Hipposideridae","Marburg",NA,2009,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Hipposideros caffer","Marburg marburgvirus","PCR"
"Hipposideros caffer","Mammalia","Chiroptera","Hipposideridae","Rift Valley fever phlebovirus","Bunyavirales",2007,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Hipposideros caffer","Rift valley fever","PCR"
"Hipposideros caffer","Mammalia","Chiroptera","Hipposideridae","Rift Valley fever phlebovirus","Bunyavirales",2011,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Hipposideros caffer","Rift valley fever","PCR"
"Hipposideros caffer","Mammalia","Chiroptera","Hipposideridae","Rift Valley fever phlebovirus","Bunyavirales",2006,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Hipposideros caffer","Rift valley fever","Isolation"
"Hipposideros caffer","Mammalia","Chiroptera","Hipposideridae","Rift Valley fever phlebovirus","Bunyavirales",2006,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Hipposideros caffer","Rift valley fever phlebovirus","Isolation"
"Hipposideros cineraceus","Mammalia","Chiroptera","Hipposideridae","Japanese encephalitis virus","Amarillovirales",2008,"Author","HP3","Olival et al. 2017 Nature","Antibodies",FALSE,TRUE,FALSE,FALSE,"Hipposideros cineraceus","Japanese encephalitis","Antibodies"
"Hipposideros cineraceus","Mammalia","Chiroptera","Hipposideridae","Japanese encephalitis virus","Amarillovirales",2008,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Antibodies",FALSE,TRUE,FALSE,FALSE,"Hipposideros cineraceus","Japanese encephalitis","Antibodies"
"Hipposideros diadema","Mammalia","Chiroptera","Hipposideridae","Issyk-Kul virus","Bunyavirales",2006,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Hipposideros diadema","Issyk-kul","Isolation"
"Hipposideros lankadiva","Mammalia","Chiroptera","Hipposideridae","Kyasanur Forest disease virus","Amarillovirales",1978,"Author","HP3","Olival et al. 2017 Nature","Antibodies",FALSE,TRUE,FALSE,FALSE,"Hipposideros lankadiva","Kyasanur forest disease","Antibodies"
"Hipposideros lankadiva","Mammalia","Chiroptera","Hipposideridae","Kyasanur Forest disease virus","Amarillovirales",1978,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Antibodies",FALSE,TRUE,FALSE,FALSE,"Hipposideros lankadiva","Kyasanur forest disease","Antibodies"
"Hipposideros larvatus","Mammalia","Chiroptera","Hipposideridae","Australian bat lyssavirus",NA,2005,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Antibodies",FALSE,TRUE,FALSE,FALSE,"Hipposideros larvatus","Australian bat lyssavirus","Antibodies"
"Hipposideros larvatus","Mammalia","Chiroptera","Hipposideridae","Chiropteran dependoparvovirus 1",NA,2010,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Hipposideros larvatus","Chiropteran dependoparvovirus 1","PCR"
"Hipposideros larvatus","Mammalia","Chiroptera","Hipposideridae","Mamastrovirus 17",NA,2009,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Hipposideros larvatus","Mamastrovirus 17","PCR"
"Hipposideros larvatus","Mammalia","Chiroptera","Hipposideridae","Nipah henipavirus","Mononegavirales",2005,"Author","HP3","Olival et al. 2017 Nature","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Hipposideros larvatus","Nipah","PCR"
"Hipposideros larvatus","Mammalia","Chiroptera","Hipposideridae","Nipah henipavirus","Mononegavirales",2006,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Antibodies",FALSE,TRUE,FALSE,FALSE,"Hipposideros larvatus","Nipah","Antibodies"
"Hipposideros larvatus","Mammalia","Chiroptera","Hipposideridae","Seoul orthohantavirus","Bunyavirales",NA,NA,"Shaw","Shaw et al. 2020 Mol Ecol","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Hipposideros larvatus","Seoul hantavirus","PCR"
"Hipposideros pomona","Mammalia","Chiroptera","Hipposideridae","Bat hepatitis virus","Blubervirales",2014,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Hipposideros pomona","Bat hepatitis","PCR"
"Hipposideros pomona","Mammalia","Chiroptera","Hipposideridae","Japanese encephalitis virus","Amarillovirales",2008,"Author","HP3","Olival et al. 2017 Nature","Antibodies",FALSE,TRUE,FALSE,FALSE,"Hipposideros pomona","Japanese encephalitis","Antibodies"
"Hipposideros pomona","Mammalia","Chiroptera","Hipposideridae","Japanese encephalitis virus","Amarillovirales",2008,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Antibodies",FALSE,TRUE,FALSE,FALSE,"Hipposideros pomona","Japanese encephalitis","Antibodies"
"Hipposideros pomona","Mammalia","Chiroptera","Hipposideridae","Mamastrovirus 17",NA,2009,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Hipposideros pomona","Mamastrovirus 17","Isolation"
"Hipposideros pomona","Mammalia","Chiroptera","Hipposideridae","Nipah henipavirus","Mononegavirales",2008,"Author","HP3","Olival et al. 2017 Nature","Antibodies",FALSE,TRUE,FALSE,FALSE,"Hipposideros pomona","Nipah","Antibodies"
"Hipposideros pomona","Mammalia","Chiroptera","Hipposideridae","Nipah henipavirus","Mononegavirales",2008,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Antibodies",FALSE,TRUE,FALSE,FALSE,"Hipposideros pomona","Nipah","Antibodies"
"Hipposideros pomona","Mammalia","Chiroptera","Hipposideridae","Reston ebolavirus",NA,2012,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Antibodies",FALSE,TRUE,FALSE,FALSE,"Hipposideros pomona","Reston ebolavirus","Antibodies"
"Hipposideros pomona","Mammalia","Chiroptera","Hipposideridae","Sapporo virus","Picornavirales",2012,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Hipposideros pomona","Sapporo","PCR"
"Hipposideros pomona","Mammalia","Chiroptera","Hipposideridae","Seoul orthohantavirus","Bunyavirales",NA,NA,"Shaw","Shaw et al. 2020 Mol Ecol","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Hipposideros pomona","Seoul hantavirus","PCR"
"Hipposideros ruber","Mammalia","Chiroptera","Hipposideridae","Bat hepatitis virus","Blubervirales",2013,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Hipposideros ruber","Bat hepatitis","Isolation"
"Hipposideros speoris","Mammalia","Chiroptera","Hipposideridae","Japanese encephalitis virus","Amarillovirales",2008,"Author","HP3","Olival et al. 2017 Nature","Antibodies",FALSE,TRUE,FALSE,FALSE,"Hipposideros speoris","Japanese encephalitis","Antibodies"
"Hipposideros speoris","Mammalia","Chiroptera","Hipposideridae","Japanese encephalitis virus","Amarillovirales",2008,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Antibodies",FALSE,TRUE,FALSE,FALSE,"Hipposideros speoris","Japanese encephalitis","Antibodies"
"Hipposideros speoris","Mammalia","Chiroptera","Hipposideridae","Kyasanur Forest disease virus","Amarillovirales",1978,"Author","HP3","Olival et al. 2017 Nature","Antibodies",FALSE,TRUE,FALSE,FALSE,"Hipposideros speoris","Kyasanur forest disease","Antibodies"
"Hipposideros speoris","Mammalia","Chiroptera","Hipposideridae","Kyasanur Forest disease virus","Amarillovirales",1978,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Antibodies",FALSE,TRUE,FALSE,FALSE,"Hipposideros speoris","Kyasanur forest disease","Antibodies"
"Histiotus macrotus","Mammalia","Chiroptera","Vespertilionidae","Rabies",NA,2016,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Histiotus macrotus","Rabies","PCR"
"Histiotus macrotus","Mammalia","Chiroptera","Vespertilionidae","Rabies",NA,1979,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Histiotus macrotus","Rabies lyssavirus","Isolation"
"Histiotus montanus","Mammalia","Chiroptera","Vespertilionidae","Rabies",NA,2005,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Histiotus montanus","Rabies","Isolation"
"Histiotus montanus","Mammalia","Chiroptera","Vespertilionidae","Rabies",NA,2006,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Histiotus montanus","Rabies lyssavirus","PCR"
"Histiotus velatus","Mammalia","Chiroptera","Vespertilionidae","Rabies",NA,2007,"Author","HP3","Olival et al. 2017 Nature","Antibodies",FALSE,TRUE,FALSE,FALSE,"Histiotus velatus","Rabies","Antibodies"
"Histiotus velatus","Mammalia","Chiroptera","Vespertilionidae","Rabies",NA,2011,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Histiotus velatus","Rabies lyssavirus","Isolation"
"Hypsignathus monstrosus","Mammalia","Chiroptera","Pteropodidae","Marburg",NA,2009,"Author","HP3","Olival et al. 2017 Nature","Antibodies",FALSE,TRUE,FALSE,FALSE,"Hypsignathus monstrosus","Lake victoria marburgvirus","Antibodies"
"Hypsignathus monstrosus","Mammalia","Chiroptera","Pteropodidae","Marburg",NA,2009,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Antibodies",FALSE,TRUE,FALSE,FALSE,"Hypsignathus monstrosus","Marburg marburgvirus","Antibodies"
"Hypsignathus monstrosus","Mammalia","Chiroptera","Pteropodidae","Nipah henipavirus","Mononegavirales",2008,"Author","HP3","Olival et al. 2017 Nature","Antibodies",FALSE,TRUE,FALSE,FALSE,"Hypsignathus monstrosus","Nipah","Antibodies"
"Hypsignathus monstrosus","Mammalia","Chiroptera","Pteropodidae","Nipah henipavirus","Mononegavirales",2008,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Antibodies",FALSE,TRUE,FALSE,FALSE,"Hypsignathus monstrosus","Nipah","Antibodies"
"Hypsignathus monstrosus","Mammalia","Chiroptera","Pteropodidae","Zaire ebolavirus",NA,2004,"Author","HP3","Olival et al. 2017 Nature","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Hypsignathus monstrosus","Zaire ebolavirus","PCR"
"Hypsignathus monstrosus","Mammalia","Chiroptera","Pteropodidae","Zaire ebolavirus",NA,2005,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Hypsignathus monstrosus","Zaire ebolavirus","PCR"
"Hypsugo savii","Mammalia","Chiroptera","Vespertilionidae","European bat 1 lyssavirus","Mononegavirales",2014,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Antibodies",FALSE,TRUE,FALSE,FALSE,"Hypsugo savii","European bat 1 lyssavirus","Antibodies"
"Ia io","Mammalia","Chiroptera","Vespertilionidae","Mamastrovirus 17",NA,2009,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Ia io","Mamastrovirus 17","PCR"
"Lasionycteris noctivagans","Mammalia","Chiroptera","Vespertilionidae","Rabies",NA,2016,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Lasionycteris noctivagans","Rabies","PCR"
"Lasionycteris noctivagans","Mammalia","Chiroptera","Vespertilionidae","Rabies",NA,2009,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Lasionycteris noctivagans","Rabies","PCR"
"Lasionycteris noctivagans","Mammalia","Chiroptera","Vespertilionidae","Rabies",NA,2008,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Lasionycteris noctivagans","Rabies","PCR"
"Lasionycteris noctivagans","Mammalia","Chiroptera","Vespertilionidae","Rabies",NA,2010,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Lasionycteris noctivagans","Rabies","PCR"
"Lasionycteris noctivagans","Mammalia","Chiroptera","Vespertilionidae","Rabies",NA,2013,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Lasionycteris noctivagans","Rabies","PCR"
"Lasionycteris noctivagans","Mammalia","Chiroptera","Vespertilionidae","Rabies",NA,2014,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Lasionycteris noctivagans","Rabies","PCR"
"Lasionycteris noctivagans","Mammalia","Chiroptera","Vespertilionidae","Rabies",NA,2012,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Lasionycteris noctivagans","Rabies","PCR"
"Lasionycteris noctivagans","Mammalia","Chiroptera","Vespertilionidae","Rabies",NA,2008,"Author","HP3","Olival et al. 2017 Nature","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Lasionycteris noctivagans","Rabies","PCR"
"Lasionycteris noctivagans","Mammalia","Chiroptera","Vespertilionidae","Rabies",NA,2010,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Lasionycteris noctivagans","Rabies lyssavirus","Isolation"
"Lasiurus blossevillii","Mammalia","Chiroptera","Vespertilionidae","Rabies",NA,2016,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Lasiurus blossevillii","Rabies","PCR"
"Lasiurus blossevillii","Mammalia","Chiroptera","Vespertilionidae","Rabies",NA,2010,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Lasiurus blossevillii","Rabies","PCR"
"Lasiurus blossevillii","Mammalia","Chiroptera","Vespertilionidae","Rabies",NA,2012,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Lasiurus blossevillii","Rabies","PCR"
"Lasiurus blossevillii","Mammalia","Chiroptera","Vespertilionidae","Rabies",NA,2010,"Author","HP3","Olival et al. 2017 Nature","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Lasiurus blossevillii","Rabies","PCR"
"Lasiurus blossevillii","Mammalia","Chiroptera","Vespertilionidae","Rabies",NA,2010,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Lasiurus blossevillii","Rabies lyssavirus","Isolation"
"Lasiurus borealis","Mammalia","Chiroptera","Vespertilionidae","Rabies",NA,2016,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Lasiurus borealis","Rabies","PCR"
"Lasiurus borealis","Mammalia","Chiroptera","Vespertilionidae","Rabies",NA,2009,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Lasiurus borealis","Rabies","PCR"
"Lasiurus borealis","Mammalia","Chiroptera","Vespertilionidae","Rabies",NA,2008,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Lasiurus borealis","Rabies","PCR"
"Lasiurus borealis","Mammalia","Chiroptera","Vespertilionidae","Rabies",NA,2012,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Lasiurus borealis","Rabies","PCR"
"Lasiurus borealis","Mammalia","Chiroptera","Vespertilionidae","Rabies",NA,2010,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Lasiurus borealis","Rabies","PCR"
"Lasiurus borealis","Mammalia","Chiroptera","Vespertilionidae","Rabies",NA,2013,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Lasiurus borealis","Rabies","PCR"
"Lasiurus borealis","Mammalia","Chiroptera","Vespertilionidae","Rabies",NA,2014,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Lasiurus borealis","Rabies","PCR"
"Lasiurus borealis","Mammalia","Chiroptera","Vespertilionidae","Rabies",NA,2008,"Author","HP3","Olival et al. 2017 Nature","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Lasiurus borealis","Rabies","PCR"
"Lasiurus borealis","Mammalia","Chiroptera","Vespertilionidae","Rabies",NA,1979,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Lasiurus borealis","Rabies lyssavirus","Isolation"
"Aeorestes cinereus","Mammalia","Chiroptera","Vespertilionidae","Eastern equine encephalitis virus","Martellivirales",1974,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Lasiurus cinereus","Eastern equine encephalitis","Isolation"
"Aeorestes cinereus","Mammalia","Chiroptera","Vespertilionidae","Rabies",NA,2016,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Lasiurus cinereus","Rabies","PCR"
"Aeorestes cinereus","Mammalia","Chiroptera","Vespertilionidae","Rabies",NA,2009,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Lasiurus cinereus","Rabies","PCR"
"Aeorestes cinereus","Mammalia","Chiroptera","Vespertilionidae","Rabies",NA,2008,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Lasiurus cinereus","Rabies","PCR"
"Aeorestes cinereus","Mammalia","Chiroptera","Vespertilionidae","Rabies",NA,2011,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Lasiurus cinereus","Rabies","PCR"
"Aeorestes cinereus","Mammalia","Chiroptera","Vespertilionidae","Rabies",NA,2010,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Lasiurus cinereus","Rabies","PCR"
"Aeorestes cinereus","Mammalia","Chiroptera","Vespertilionidae","Rabies",NA,2013,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Lasiurus cinereus","Rabies","PCR"
"Aeorestes cinereus","Mammalia","Chiroptera","Vespertilionidae","Rabies",NA,2014,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Lasiurus cinereus","Rabies","PCR"
"Aeorestes cinereus","Mammalia","Chiroptera","Vespertilionidae","Rabies",NA,2012,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Lasiurus cinereus","Rabies","PCR"
"Aeorestes cinereus","Mammalia","Chiroptera","Vespertilionidae","Rabies",NA,2008,"Author","HP3","Olival et al. 2017 Nature","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Lasiurus cinereus","Rabies","PCR"
"Dasypterus ega","Mammalia","Chiroptera","Vespertilionidae","Rabies",NA,2010,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Lasiurus ega","Rabies","PCR"
"Dasypterus ega","Mammalia","Chiroptera","Vespertilionidae","Rabies",NA,2016,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Lasiurus ega","Rabies","PCR"
"Dasypterus ega","Mammalia","Chiroptera","Vespertilionidae","Rabies",NA,2011,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Lasiurus ega","Rabies","PCR"
"Dasypterus ega","Mammalia","Chiroptera","Vespertilionidae","Rabies",NA,2012,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Lasiurus ega","Rabies","PCR"
"Dasypterus ega","Mammalia","Chiroptera","Vespertilionidae","Rabies",NA,2014,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Lasiurus ega","Rabies","PCR"
"Dasypterus ega","Mammalia","Chiroptera","Vespertilionidae","Rabies",NA,2008,"Author","HP3","Olival et al. 2017 Nature","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Lasiurus ega","Rabies","PCR"
"Aeorestes egregius","Mammalia","Chiroptera","Vespertilionidae","Rabies",NA,2004,"Author","HP3","Olival et al. 2017 Nature","Antibodies",FALSE,TRUE,FALSE,FALSE,"Lasiurus egregius","Rabies","IFA"
"Dasypterus intermedius","Mammalia","Chiroptera","Vespertilionidae","Rabies",NA,2016,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Lasiurus intermedius","Rabies","PCR"
"Dasypterus intermedius","Mammalia","Chiroptera","Vespertilionidae","Rabies",NA,2009,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Lasiurus intermedius","Rabies","PCR"
"Dasypterus intermedius","Mammalia","Chiroptera","Vespertilionidae","Rabies",NA,2010,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Lasiurus intermedius","Rabies","PCR"
"Dasypterus intermedius","Mammalia","Chiroptera","Vespertilionidae","Rabies",NA,2014,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Lasiurus intermedius","Rabies","PCR"
"Dasypterus intermedius","Mammalia","Chiroptera","Vespertilionidae","Rabies",NA,2012,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Lasiurus intermedius","Rabies","PCR"
"Dasypterus intermedius","Mammalia","Chiroptera","Vespertilionidae","Rabies",NA,2001,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Lasiurus intermedius","Rabies","Isolation"
"Lasiurus seminolus","Mammalia","Chiroptera","Vespertilionidae","Rabies",NA,2010,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Lasiurus seminolus","Rabies","PCR"
"Lasiurus seminolus","Mammalia","Chiroptera","Vespertilionidae","Rabies",NA,2016,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Lasiurus seminolus","Rabies","PCR"
"Lasiurus seminolus","Mammalia","Chiroptera","Vespertilionidae","Rabies",NA,2012,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Lasiurus seminolus","Rabies","PCR"
"Lasiurus seminolus","Mammalia","Chiroptera","Vespertilionidae","Rabies",NA,1979,"Author","HP3","Olival et al. 2017 Nature","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Lasiurus seminolus","Rabies","PCR"
"Lasiurus seminolus","Mammalia","Chiroptera","Vespertilionidae","Rabies",NA,2010,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Lasiurus seminolus","Rabies lyssavirus","Isolation"
"Dasypterus xanthinus","Mammalia","Chiroptera","Vespertilionidae","Rabies",NA,2010,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Lasiurus xanthinus","Rabies","PCR"
"Dasypterus xanthinus","Mammalia","Chiroptera","Vespertilionidae","Rabies",NA,2016,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Lasiurus xanthinus","Rabies","PCR"
"Dasypterus xanthinus","Mammalia","Chiroptera","Vespertilionidae","Rabies",NA,2014,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Lasiurus xanthinus","Rabies","PCR"
"Dasypterus xanthinus","Mammalia","Chiroptera","Vespertilionidae","Rabies",NA,2012,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Lasiurus xanthinus","Rabies","PCR"
"Dasypterus xanthinus","Mammalia","Chiroptera","Vespertilionidae","Rabies",NA,2013,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Lasiurus xanthinus","Rabies","PCR"
"Dasypterus xanthinus","Mammalia","Chiroptera","Vespertilionidae","Rabies",NA,2008,"Author","HP3","Olival et al. 2017 Nature","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Lasiurus xanthinus","Rabies","PCR"
"Leptonycteris curasoae","Mammalia","Chiroptera","Phyllostomidae","Rabies",NA,2004,"Author","HP3","Olival et al. 2017 Nature","Antibodies",FALSE,TRUE,FALSE,FALSE,"Leptonycteris curasoae","Rabies","Antibodies"
