Pathogen_Original,PathogenName_Harmonised,PathogenType,HumanInfective_Any,HumanInfective_EID2,HumanInfective_External,DiseaseAgent,IsZoonotic,InGIDEON,Disease_GIDEON,Route_GIDEON,AnimalReservoir_GIDEON,Vector_GIDEON,VectorBorne,InWertheim,Disease_Wertheim,AnimalReservoir_Taylor,UN_subregion,Countries_EID2Wertheim
bacillus megaterium,bacillus megaterium,bacteria/rickettsia,1,1,0,0,0,0,NA,NA,0,NA,0,0,NA,0,"Northern Africa, Eastern Africa, Western Africa, Caribbean, Central America, South America, Northern America, Eastern Asia, South-eastern Asia, Southern Asia, Western Asia, Eastern Europe, Northern Europe, Southern Europe, Western Europe","KE,DE,FR,CN,IN,KR,TW,MY,MX,US,ML,IR,IT,FI,SK,NL,TH,UY,JP,BS,HK,AQ,MA,ID,IL,PT,CO,PL,HU,GB,RU,AR,PK,ES,RO"
bacillus mycoides,bacillus mycoides,bacteria/rickettsia,1,0,1,1,0,1,bacillus food poisoning,food,0,NA,0,0,NA,0,"Western Africa, Central America, South America, Northern America, Eastern Asia, South-eastern Asia, Southern Asia, Eastern Europe, Northern Europe, Southern Europe, Western Europe","FR,IN,CN,VN,MX,MY,RU,DE,ML,TH,JP,AR,HU,IT,GB,PK,DK,US"
bacillus pumilus,bacillus pumilus,bacteria/rickettsia,1,1,1,0,0,0,NA,NA,0,NA,0,0,NA,0,"Northern Africa, Western Africa, Caribbean, Central America, South America, Northern America, Eastern Asia, South-eastern Asia, Southern Asia, Western Asia, Eastern Europe, Northern Europe, Southern Europe, Western Europe","HU,PK,RO,AQ,CN,IN,VN,TN,KR,CA,GB,NP,RU,MX,DE,MY,ML,US,TR,HR,IT,ES,NL,TH,UY,JP,AR,MA,AT,PT,BS,GR,TW,EG,IR,NG,FI"
bacillus subtilis,bacillus subtilis,bacteria/rickettsia,1,1,1,0,1,0,NA,NA,0,NA,0,0,NA,1,"Northern Africa, Eastern Africa, Western Africa, Central America, South America, Northern America, Central Asia, Eastern Asia, South-eastern Asia, Southern Asia, Western Asia, Eastern Europe, Northern Europe, Southern Europe, Western Europe, Micronesia","TJ,UA,PK,CN,FI,IN,BR,AQ,IL,TW,KR,VN,CA,US,GB,MY,NG,MX,DE,ML,IR,TR,HR,IT,CO,NL,ES,PT,TH,SE,UY,JP,AT,EG,AR,TN,HU,PL,BG,KE,FR,RU,MM,DZ,ID,UM"
bacillus thuringiensis,bacillus thuringiensis,bacteria/rickettsia,1,1,1,0,0,0,NA,NA,0,NA,0,0,NA,0,"Northern Africa, Eastern Africa, Southern Africa, Central America, South America, Northern America, Eastern Asia, South-eastern Asia, Southern Asia, Western Asia, Eastern Europe, Northern Europe, Southern Europe, Western Europe, Australia and New Zealand","SD,HU,SY,PK,CN,UA,JP,AQ,IN,QA,KR,VN,CA,GB,US,MY,LB,DE,IR,TN,CO,PL,MX,PT,TH,UY,AR,IE,TR,ES,IL,FR,TW,RU,ZA,EG,MZ,BR,AU"
bacteroides fragilis,bacteroides fragilis,bacteria/rickettsia,1,1,1,0,1,0,NA,NA,0,NA,0,0,NA,1,"Northern America, Eastern Asia, Western Asia, Northern Europe, Southern Europe, Western Europe","GB,US,JP,KW,ES,NL,FR,SE,TW"
bacteroides uniformis,bacteroides uniformis,bacteria/rickettsia,1,1,1,0,0,0,NA,NA,0,NA,0,0,NA,0,"Northern America, Eastern Asia, Southern Europe, Western Europe","DE,ES,JP,US"
bacteroides vulgatus,bacteroides vulgatus,bacteria/rickettsia,1,1,1,0,0,0,NA,NA,0,NA,0,0,NA,0,"Northern America, Southern Asia, Northern Europe, Western Europe","DE,DK,IN,US"
balantidium coli,balantidium coli,protozoa,1,1,1,1,1,1,balantidiasis,"food, water",1,NA,0,0,NA,1,"Middle Africa, South America, Eastern Asia, South-eastern Asia, Eastern Europe, Southern Europe","CM,PH,ES,CN,BO,CZ"
banna,banna,virus,1,1,1,1,1,1,old world coltivirus infection,vector,1,"mosquito (culex spp., anopheles spp., aedes spp.)",1,1,Encephalitis,1,,
barmah forest,barmah forest,virus,1,1,1,1,1,1,barmah forest disease,vector,1,"mosquito (Aedes vigilax, Ae. camptorhynchus, Culex spp., Ae. normanensis and Coquillettidia spp)",1,1,Barmah Forest virus disease,1,,
bartonella elizabethae,bartonella elizabethae,bacteria/rickettsia,1,1,1,1,1,1,bartonellosis,"vector, direct",1,"louse (pediculus), flea (ctenocephalides, pulex), mite (dermanyssus)",1,0,NA,1,"Eastern Asia, South-eastern Asia, Western Asia, Australia and New Zealand","VN,AU,TH,GE,CN"
bartonella henselae,bartonella henselae,bacteria/rickettsia,1,1,1,1,1,1,"bacillary angiomatosis, bartonellosis","vector, direct",1,"flea (ctenocephalides), tick (ixodid)",1,0,NA,1,"South America, Northern America, Eastern Asia, Eastern Europe, Southern Europe, Western Europe, Australia and New Zealand, Melanesia","NC,US,CN,BR,RU,FR,CL,JP,AU,ES"
bartonella quintana,bartonella quintana,bacteria/rickettsia,1,1,1,1,1,1,"bacillary angiomatosis, bartonellosis","vector, direct",1,"flea, tick (ixodid)",1,0,NA,0,"Eastern Africa, Northern America, South-eastern Asia, Western Asia","US,GE,TH,ET"
bartonella rochalimae,bartonella rochalimae,bacteria/rickettsia,1,1,1,1,1,1,bartonellosis,"vector, direct",1,louse (pediculus),1,0,NA,0,"South America, Northern America","CL,US"
bartonella vinsonii,bartonella vinsonii,bacteria/rickettsia,1,1,1,1,1,1,bartonellosis,"vector, direct",1,louse (pediculus),1,0,NA,0,"Northern America, Eastern Asia, South-eastern Asia, Eastern Europe","CN,US,RU,TH"
bartonella washoensis,bartonella washoensis,bacteria/rickettsia,1,1,0,1,1,1,bartonellosis (other systemic),vector,1,"louse (pediculus), flea (ctenocephalides, pulex), Mite (dermanyssus)",1,0,NA,0,"Northern America, Western Europe","AT,US"
baylisascaris procyonis,baylisascaris procyonis,helminth,1,1,1,1,1,1,baylisascariasis,environment,1,NA,0,1,raccoon roundworm infection,1,"Northern America, Eastern Asia","US,CA,CN,JP"
bayou,bayou,virus,1,1,1,1,1,1,hantavirus pulmonary syndrome,"direct, environment, respiratory",1,NA,0,1,Hantavirus Pulmonary Syndrome,1,,
beauveria bassiana,beauveria bassiana,fungi,1,1,1,0,0,0,NA,NA,0,NA,0,0,NA,0,"Southern Asia, Western Europe","IN,CH"
bergeyella zoohelcum,bergeyella zoohelcum,bacteria/rickettsia,1,0,1,1,1,1,animal bite infection,"direct, bite",1,NA,0,0,NA,1,Eastern Asia,JP
betacoronavirus 1,betacoronavirus 1,virus,1,1,1,1,1,1,MERS,"environment, fecal-oral, respiratory",1,NA,0,0,NA,0,"South America, Northern America, Eastern Asia, Northern Europe, Southern Europe, Western Europe","CN,HK,FR,DE,US,BR,KR,DK,SE,IT,GR,BE,JP"
bhanja,bhanja,virus,1,1,1,1,1,1,bunyaviridae misc,tick,1,NA,0,0,NA,1,,
bifidobacterium adolescentis,bifidobacterium adolescentis,bacteria/rickettsia,1,1,0,0,0,0,NA,NA,0,NA,0,0,NA,0,Northern Europe,SE
bifidobacterium animalis,bifidobacterium animalis,bacteria/rickettsia,1,1,0,0,0,0,NA,NA,0,NA,0,0,NA,0,"Eastern Europe, Western Europe","AT,CZ,FR"
bifidobacterium thermophilum,bifidobacterium thermophilum,bacteria/rickettsia,1,1,0,0,0,0,NA,NA,0,NA,0,0,NA,0,"Eastern Europe, Western Europe","AT,CZ"
bilharziella polonica,bilharziella polonica,helminth,1,1,1,1,1,1,"cercarial dermatitis (avian schistomoiasis, swimmer's itch)",water,0,NA,0,0,NA,1,"Eastern Europe, Western Europe","BY,UA,FR"
blastocystis hominis,blastocystis hominis,protozoa,1,1,1,1,1,1,blastocystis hominis infection,"environment, fecal-oral",1,NA,0,0,NA,1,"South America, Northern America, Eastern Asia, South-eastern Asia, Western Asia, Northern Europe, Western Europe","DK,TH,US,SG,CN,FR,JP,DE,BR,TR,TW"
bordetella avium,bordetella avium,bacteria/rickettsia,1,0,1,1,1,1,pertussis-like illness,"respiratory, direct",1,NA,0,0,NA,0,Southern Asia,IN
bordetella bronchiseptica,bordetella bronchiseptica,bacteria/rickettsia,1,1,1,0,1,0,NA,NA,0,NA,0,0,NA,1,"Central America, South America, Eastern Asia, Eastern Europe, Northern Europe, Western Europe","SE,MX,DE,GB,RU,CN,FR,DK,AR"
bordetella hinzii,bordetella hinzii,bacteria/rickettsia,1,1,0,0,0,0,NA,NA,0,NA,0,0,NA,0,"South-eastern Asia, Australia and New Zealand","AU,LA"
bordetella parapertussis,bordetella parapertussis,bacteria/rickettsia,1,1,1,1,1,1,pertussis,"respiratory, fluids",0,NA,0,0,NA,1,Western Europe,FR
borna disease,borna disease,virus,1,1,1,1,1,1,borna virus encephalitis,unknown,1,NA,0,1,none reported,1,"Eastern Africa, Western Africa, Central America, South America, Northern America, Eastern Asia, South-eastern Asia, Southern Asia, Western Asia, Southern Europe","US,CA,MX,PE,ES,PT,IT,SN,GM,GW,GN,SL,LR,CI,GH,ML,BF,TG,BJ,NE,NG,SO,ET,KE,UG,TZ,BI,RW,TR,IL,GE,JO,LB,SY,PS,IQ,SA,IR,AM,AZ,MM,TH,LA,KH,VN,MY,PH,BN,MN"
borrelia afzelii,borrelia afzelii,bacteria/rickettsia,1,1,1,1,1,1,lyme disease,vector,1,"tick (ixodes, amblyomma)",1,1,lyme disease,0,"Eastern Asia, Eastern Europe, Northern Europe, Southern Europe, Western Europe, Western Asia","PT,FR,ES,GB,IT,CH,AT,BE,NL,SI,SK,RO,PL,CZ,HU,HR,BA,RS,AL,BG,MK,GR,UA,MD,BY,EE,LT,LV,NO,SE,FI,RU,MN,JP,CN,DK,TW,KR,DE,TR"
borrelia americana,borrelia americana,bacteria/rickettsia,1,1,0,1,1,1,lyme disease,vector,1,"tick (Ixodes, Amblyomma)",1,0,NA,0,"Northern America, South-eastern Asia, Eastern Europe","VN,CZ,US"
borrelia andersonii,borrelia andersonii,bacteria/rickettsia,1,1,0,1,1,1,lyme disease,vector,1,"tick (Ixodes, Amblyomma)",1,0,NA,0,Northern America,US
borrelia bissettii,borrelia bissettii,bacteria/rickettsia,1,1,0,1,1,1,lyme disease,vector,1,"tick (Ixodes, Amblyomma)",1,0,NA,0,"Northern America, Eastern Europe, Australia and New Zealand","PL,US,NZ"
borrelia burgdorferi,borrelia burgdorferi,bacteria/rickettsia,1,1,1,1,1,1,lyme disease,vector,1,"tick (ixodes, amblyomma)",1,1,lyme disease,1,"Central America, Northern America, Northern Africa, South America, Eastern Asia, Western Asia, Eastern Europe, Northern Europe, Southern Europe, Western Europe","US,CA,MX,DE,IT,RU,CN,FR,CZ,SK,TW,TR,SI,RS,EG,MA,PL,GB,NL,AT,JP,SE,BR,ES,AX"
borrelia crocidurae,borrelia crocidurae,bacteria/rickettsia,1,1,1,1,1,1,relapsing fever,vector,1,"tick (ornithodoros), louse (pediculus)",1,1,soft tick-borne relapsing fever,1,"Northern Africa, Western Africa","EG,ML,SN,TN"
borrelia duttonii,borrelia duttonii,bacteria/rickettsia,1,1,1,1,1,1,relapsing fever,vector,1,tick,1,1,relapsing fever,0,Eastern Africa,TZ
borrelia garinii,borrelia garinii,bacteria/rickettsia,1,1,1,1,1,1,lyme disease,vector,1,"tick (ixodes, amblyomma)",1,1,lyme disease,0,"Eastern Europe, Northern Europe, Southern Europe, Western Europe, Northern Africa, Central Asia, Eastern Asia, Western Asia","PT,FR,ES,GB,IT,CH,AT,BE,NL,SI,SK,RO,PL,CZ,HU,HR,BA,RS,AL,BG,MK,GR,UA,MD,CN,DE,TN,RU,LV,JP,TR,TW,BY,KR,DK,KZ"
borrelia hermsii,borrelia hermsii,bacteria/rickettsia,1,1,1,1,1,1,relapsing fever,vector,1,tick,1,1,Soft Tick-Borne Relapsing Fever,1,Northern America,US
borrelia hispanica,borrelia hispanica,bacteria/rickettsia,1,1,1,1,1,1,relapsing fever,vector,1,tick,1,1,relapsing fever,1,"Eastern Asia, Southern Europe","ES,JP"
borrelia latyschewii,borrelia latyschewii,bacteria/rickettsia,1,0,1,1,1,1,relapsing fever,"vector, blood",1,tick (ixodes),1,0,NA,1,,
borrelia miyamotoi,borrelia miyamotoi,bacteria/rickettsia,1,1,1,1,1,1,relapsing fever,vector,1,"tick (Ornithodoros), louse (Pediculus)",1,1,Hard Tick-Borne Relapsing Fever,0,"Northern America, Central Asia, Eastern Europe, Northern Europe","SE,RU,KZ,US,PL"
borrelia parkeri,borrelia parkeri,bacteria/rickettsia,1,0,1,1,1,1,relapsing fever,"vector, blood",1,tick (ixodes),1,0,NA,1,Northern America,US
borrelia persica,borrelia persica,bacteria/rickettsia,1,1,1,1,1,1,relapsing fever,vector,1,"tick (ornithodoros), louse (pediculus)",1,0,NA,1,"Southern Asia, Western Asia","IR,IL"
borrelia spielmanii,borrelia spielmanii,bacteria/rickettsia,1,1,1,1,1,1,lyme disease,vector,1,"tick (ixodes, amblyomma)",1,0,NA,0,"Eastern Europe, Northern Europe, Western Europe","PL,DK,CZ,HU,FR,DE,CH"
bothriocephalus acheilognathi,bothriocephalus acheilognathi,helminth,1,1,0,0,0,0,NA,NA,0,NA,0,0,NA,0,"Eastern Africa, Central America, Northern America, Eastern Asia, Eastern Europe, Northern Europe, Western Europe","CN,KR,PA,ET,GB,FR,CZ,US"
botryosphaeria rhodina,botryosphaeria rhodina,fungi,1,1,0,0,0,0,NA,NA,0,NA,0,0,NA,0,"Northern Africa, Eastern Africa, Middle Africa, Southern Africa, Western Africa, Caribbean, Central America, South America, Northern America, Eastern Asia, South-eastern Asia, Southern Asia, Australia and New Zealand, Melanesia","UG,PG,BR,MX,MY,ZM,NI,CA,EC,US,IN,ID,PR,KR,CM,CN,AU,ZA,GH,EG"
bovine papular stomatitis,bovine papular stomatitis,virus,1,1,1,1,1,1,pseudocowpox,direct,1,NA,0,0,NA,1,,
brachyspira pilosicoli,brachyspira pilosicoli,bacteria/rickettsia,1,1,1,1,1,1,intestinal spirochetosis,unknown,1,NA,0,0,NA,0,"Northern America, Eastern Europe, Northern Europe, Western Europe, Australia and New Zealand","SE,HU,FI,AU,US,NL,NO"
brandesia turgida,brandesia turgida,helminth,1,0,1,0,0,0,NA,NA,0,NA,0,0,NA,0,Eastern Europe,UA
brevibacillus brevis,brevibacillus brevis,bacteria/rickettsia,1,1,1,0,0,0,NA,NA,0,NA,0,0,NA,0,"Eastern Asia, South-eastern Asia, Southern Asia","CN,KR,ID,MY,IN"
brevibacterium casei,brevibacterium casei,bacteria/rickettsia,1,1,0,0,0,0,NA,NA,0,NA,0,0,NA,0,"Central America, South America, Western Asia","AR,MX,IL"
brevibacterium sanguinis,brevibacterium sanguinis,bacteria/rickettsia,1,1,0,0,0,0,NA,NA,0,NA,0,0,NA,0,Western Europe,"CH,BE"
brevundimonas diminuta,brevundimonas diminuta,bacteria/rickettsia,1,1,1,0,0,0,NA,NA,0,NA,0,0,NA,0,"Eastern Asia, South-eastern Asia, Southern Asia, Eastern Europe, Southern Europe","IR,JP,IN,RU,ES,ID"
brucella abortus,brucella abortus,bacteria/rickettsia,1,1,1,1,1,1,brucellosis ,"food, direct, airborne",1,NA,0,1,brucellosis ,0,"Eastern Africa, Western Africa, Central America, South America, Eastern Asia, South-eastern Asia, Southern Asia, Western Asia, Southern Europe, Caribbean, Northern America, Eastern Europe, Northern Europe","MX,PE,ES,PT,IT,SN,GM,GW,GN,SL,LR,CI,GH,ML,BF,TG,BJ,NE,NG,SO,ET,KE,UG,TZ,BI,RW,TR,IL,GE,JO,LB,SY,PS,IQ,SA,IR,AM,AZ,MM,TH,LA,KH,VN,MY,PH,BN,MN,PK,IN,GB,CL,PL,US,TT"
brucella canis,brucella canis,bacteria/rickettsia,1,1,1,1,1,1,brucellosis ,"food, direct, airborne",1,NA,0,0,NA,0,"Southern Africa, Northern America, Western Europe","ZA,DE,US"
brucella melitensis,brucella melitensis,bacteria/rickettsia,1,1,1,1,1,1,brucellosis ,"food, direct, airborne",1,NA,0,0,NA,1,"Eastern Africa, Central America, Northern America, Eastern Asia, South-eastern Asia, Southern Asia, Western Asia, Northern Europe, Southern Europe, Western Europe","TZ,FR,SA,GR,CY,IT,MX,AE,MY,CN,IN,PS,US,GB,IR"
brucella suis,brucella suis,bacteria/rickettsia,1,1,1,1,1,1,brucellosis ,"food, direct, airborne",1,NA,0,1,brucellosis,0,"Eastern Africa, Western Africa, Central America, South America, Eastern Asia, South-eastern Asia, Southern Asia, Western Asia, Southern Europe, Northern America, Eastern Europe, Northern Europe, Western Europe, Australia and New Zealand, Polynesia","MX,PE,ES,PT,IT,SN,GM,GW,GN,SL,LR,CI,GH,ML,BF,TG,BJ,NE,NG,SO,ET,KE,UG,TZ,BI,RW,TR,IL,GE,JO,LB,SY,PS,IQ,SA,IR,AM,AZ,MM,TH,LA,KH,VN,MY,PH,BN,MN,FR,US,FI,PF,DE,WF,IN,BG,AU"
brugia malayi,brugia malayi,helminth,1,1,1,1,1,1,filariasis,vector,1,"moquito (mansonia, aedes, anopheles)",1,1,filariasis,0,"South-eastern Asia, South America, Southern Asia","VN,TH,PH,ID,BN,MY,BR,IN"
brugia pahangi,brugia pahangi,helminth,1,1,1,0,0,0,NA,NA,0,NA,0,0,NA,0,Western Asia,TR
bse agent,bse agent,virus,1,1,1,0,1,0,NA,NA,0,NA,0,0,NA,1,,
buffalopox,buffalopox,virus,1,1,1,1,1,1,vaccinia/cowpox,direct,1,NA,0,0,NA,1,,
bunostomum phlebotomum,bunostomum phlebotomum,helminth,1,0,1,1,1,1,cutaneous larva migrans,"direct, environment",1,NA,0,0,NA,1,,
bunostomum trigonocephalum,bunostomum trigonocephalum,helminth,1,1,0,0,0,0,NA,NA,0,NA,0,0,NA,0,"Eastern Asia, Northern Europe, Western Europe, Australia and New Zealand","CN,AU,FR,GB"
bunyamwera,bunyamwera,virus,1,1,1,1,1,1,bunyaviridae misc,vector,1,mosquito,1,1,viral hemorrhagic fever,1,"Eastern Africa, Middle Africa, Southern Africa, Western Africa","SN,GN,CI,NG,CM,CF,UG,KE,MG,ZA"
burkholderia fungorum,burkholderia fungorum,bacteria/rickettsia,1,1,0,0,0,0,NA,NA,0,NA,0,0,NA,0,"Northern Africa, South America, Eastern Asia, Southern Asia, Western Asia, Eastern Europe, Northern Europe, Southern Europe, Western Europe","IN,CZ,RO,IT,DE,IL,JP,MA,GB,FR,BR"
burkholderia mallei,burkholderia mallei,bacteria/rickettsia,1,1,1,1,1,1,glanders,direct,1,NA,0,0,NA,1,"South-eastern Asia, Southern Asia, Western Asia, Eastern Europe","MM,HU,IN,TR,ID,TH"
burkholderia pseudomallei,burkholderia pseudomallei,bacteria/rickettsia,1,1,1,1,1,1,melioidosis,"water, sexual, respiratory",1,NA,0,0,NA,1,"South America, Northern America, Eastern Asia, South-eastern Asia, Southern Asia, Southern Europe, Australia and New Zealand","US,SG,IT,TH,AU,BD,MY,TW,CN,BR,MV,HK"
butyrivibrio fibrisolvens,butyrivibrio fibrisolvens,bacteria/rickettsia,1,1,0,0,0,0,NA,NA,0,NA,0,0,NA,0,"Southern Africa, Eastern Europe, Northern Europe, Southern Europe, Australia and New Zealand","GB,CZ,ZA,SI,AU"
bwamba,bwamba,virus,1,1,1,1,1,1,bunyavirus infection,,1,mosquito,1,1,bwamba,1,,
california encephalitis,california encephalitis,virus,1,1,1,1,1,1,california encephalitis,"vector (aedes, anopheles triseriatus, culex, psorophora)",1,NA,0,0,NA,1,,
camelpox,camelpox,virus,1,1,0,1,1,1,camelpox (vaccinia and cowpox),direct,1,NA,0,0,NA,0,,
campylobacter coli,campylobacter coli,bacteria/rickettsia,1,1,1,0,1,0,NA,NA,0,NA,0,0,NA,1,"Northern America, Eastern Asia, Southern Asia, Western Asia, Eastern Europe, Northern Europe, Southern Europe, Western Europe, Australia and New Zealand","SE,IT,BE,JP,CA,US,BA,GB,IL,SI,CH,AU,IN,ES,PL,TW"
campylobacter fetus,campylobacter fetus,bacteria/rickettsia,1,1,1,0,1,0,NA,NA,0,NA,0,0,NA,1,"Western Africa, South America, Northern America, Eastern Asia, Northern Europe, Australia and New Zealand","AU,AR,CN,JP,GB,VE,US,NG,CA"
campylobacter hyointestinalis,campylobacter hyointestinalis,bacteria/rickettsia,1,1,1,1,1,1,campylobacteriosis,"water, food",1,NA,0,0,NA,1,Southern Europe,ES
campylobacter jejuni,campylobacter jejuni,bacteria/rickettsia,1,1,1,1,1,1,campylobacteriosis,"water, food",1,NA,0,0,NA,1,"Northern Africa, Western Africa, Caribbean, South America, Northern America, Eastern Asia, South-eastern Asia, Southern Asia, Eastern Europe, Northern Europe, Southern Europe, Australia and New Zealand","FI,SE,IN,NZ,CN,JP,PL,PR,GB,TH,SG,TW,US,ES,EG,BD,IT,AU,CL,GR,NO,CA,ID,NG"
campylobacter sputorum,campylobacter sputorum,bacteria/rickettsia,1,1,1,1,1,1,campylobacteriosis,"water, food",1,NA,0,0,NA,0,Southern Europe,ES
campylobacter upsaliensis,campylobacter upsaliensis,bacteria/rickettsia,1,1,1,1,1,1,campylobacteriosis,"water, food",1,NA,0,0,NA,1,,
candida albicans,candida albicans,fungi,1,1,1,1,1,1,candidiasis (yeast infection),direct,0,human,0,0,NA,1,"Northern Africa, Eastern Africa, Middle Africa, Southern Africa, Western Africa, South America, Northern America, Eastern Asia, South-eastern Asia, Southern Asia, Western Asia, Eastern Europe, Northern Europe, Southern Europe, Western Europe, Australia and New Zealand","IN,JP,ES,BR,BE,GB,PL,RU,TR,IE,NL,CN,ET,AO,TW,MG,OM,US,TZ,AU,NG,ZA,IT,HK,TN,FR,SN,CA,SG,MV"
candida glabrata,candida glabrata,fungi,1,1,1,1,1,1,candidiasis (yeast infection),direct,0,NA,0,0,NA,1,"Eastern Africa, South America, Northern America, Eastern Asia, South-eastern Asia, Western Asia, Eastern Europe, Northern Europe, Southern Europe, Western Europe","ET,OM,BE,GB,KW,US,TH,ID,CN,BR,JP,IE,RU,ES,TW"
candida parapsilosis,candida parapsilosis,fungi,1,1,1,1,1,1,candidiasis (yeast infection),direct,0,NA,0,0,NA,1,"Western Africa, Central America, South America, Northern America, Eastern Asia, South-eastern Asia, Southern Asia, Western Asia, Eastern Europe, Northern Europe, Southern Europe","IN,BR,US,RU,PT,CN,TH,GT,IE,TW,GH,JP,OM,ES"
candida tropicalis,candida tropicalis,fungi,1,1,1,1,1,1,candidiasis (yeast infection),direct,0,NA,0,0,NA,1,"Eastern Africa, Western Africa, South America, Eastern Asia, South-eastern Asia, Southern Asia, Western Asia, Eastern Europe, Northern Europe, Southern Europe","ET,IN,JP,OM,GH,TW,MY,RU,IR,CZ,PT,CN,BR,TH,IE,ES,IT,PK"
candida zeylanoides,candida zeylanoides,fungi,1,1,1,0,0,0,NA,NA,0,NA,0,0,NA,0,"Northern America, Eastern Asia, Southern Asia, Eastern Europe, Southern Europe","JP,RU,PT,US,IN"
candidatus helicobacter heilmannii,candidatus helicobacter heilmannii,bacteria/rickettsia,1,0,1,0,0,0,NA,NA,0,NA,0,0,NA,0,,
capnocytophaga canimorsus,capnocytophaga canimorsus,bacteria/rickettsia,1,1,1,1,1,1,animal-bite associated bacterial infection,direct (bite),1,NA,0,0,NA,1,"Eastern Asia, Southern Asia, Western Europe","IR,JP,BE"
capnocytophaga cynodegmi,capnocytophaga cynodegmi,bacteria/rickettsia,1,0,1,1,1,1,animal bite infection,"direct, bite",1,NA,0,0,NA,1,,
caraparu,caraparu,virus,1,1,1,1,1,1,group c viral fevers,vector,1,"mosquito (culex, aedes, limatus, wyeomyia, coquillettidia, mansonia, psophora)",1,1,bunyavirus group c disease,1,"Caribbean, Central America, South America","PA,TT,GF,GY,SR,BR,PE"
carnobacterium divergens,carnobacterium divergens,bacteria/rickettsia,1,1,0,0,0,0,NA,NA,0,NA,0,0,NA,0,"Northern Africa, Southern Africa, Northern Europe","GB,DK,EG,ZA"
cedecea davisae,cedecea davisae,bacteria/rickettsia,1,1,1,0,0,0,NA,NA,0,NA,0,0,NA,0,Southern Asia,IN
cellulosimicrobium cellulans,cellulosimicrobium cellulans,bacteria/rickettsia,1,1,0,0,0,0,NA,NA,0,NA,0,0,NA,0,"Eastern Asia, South-eastern Asia, Southern Asia, Western Europe","IN,KR,MY,IR,DE,PK"
cellulosimicrobium funkei,cellulosimicrobium funkei,bacteria/rickettsia,1,1,0,0,0,0,NA,NA,0,NA,0,0,NA,0,Australia and New Zealand,NZ
cercopithecine herpesvirus 5,cercopithecine herpesvirus 5,virus,1,1,1,1,1,1,herpes b infection,"direct, respiratory",1,NA,0,1,none reported,1,"Eastern Asia, South-eastern Asia, Southern Asia, South America, Northern America","AF,DB,CN,IN,LA,MM,VN,JP,TH,PK,NP,BR,US"
chaetomium globosum,chaetomium globosum,fungi,1,1,1,0,0,0,NA,NA,0,NA,0,0,NA,0,"Eastern Africa, Caribbean, South America, Northern America, Eastern Asia, Southern Asia, Eastern Europe, Northern Europe, Southern Europe","UG,CZ,CO,US,CN,IN,ES,BR,JP,JM,LT,CA"
chikungunya,chikungunya,virus,1,1,1,1,1,1,chikungunya fever,vector,1,mosquito (aedes spp.),1,1,chikungunya fever,1,"Eastern Africa, Middle Africa, Southern Africa, Western Africa, Eastern Asia, South-eastern Asia, Southern Asia, Melanesia, Southern Europe, Western Europe","SN,GM,GW,GN,SL,LR,CI,GH,ML,BF,TG,BJ,NE,NG,ZA,LS,BW,ZW,ZM,AO,MZ,SO,ET,KE,UG,TZ,BI,RW,IN,PK,MM,TH,LA,KH,VN,MY,PH,BN,CN,NC,TL"
chlamydia trachomatis,chlamydia trachomatis,bacteria/rickettsia,1,1,1,1,1,1,"chlamydia, conjunctivitis, lymphogranuloma venereum","sexual, environment, water",0,human,1,0,NA,1,"Eastern Africa, Middle Africa, Southern Africa, Western Africa, South America, Northern America, Eastern Asia, South-eastern Asia, Southern Asia, Eastern Europe, Northern Europe, Southern Europe, Western Europe, Australia and New Zealand, Melanesia, Polynesia","IS,AR,TW,US,AU,RU,GR,ES,DK,CN,SE,SN,BR,MY,PG,IE,NO,PE,KE,IN,SG,NZ,FR,NL,CA,BD,TZ,TH,CM,BJ,UG,ZA,HK,JP,GB,AT,SH,MV,RW,PF"
chlamydophila abortus,chlamydophila abortus,bacteria/rickettsia,1,1,1,1,1,1,ornithosis,"direct, respiratory",1,NA,0,0,NA,0,"Northern Africa, Northern America, Eastern Asia, Northern Europe, Southern Europe, Western Europe, Australia and New Zealand","GR,JP,TN,GB,CH,US,AU"
chlamydophila felis,chlamydophila felis,bacteria/rickettsia,1,1,1,1,0,1,chlamydia infections misc.,"sexual, environment",0,NA,0,0,NA,0,"Northern America, Southern Europe","US,IT"
chlamydophila pneumoniae,chlamydophila pneumoniae,bacteria/rickettsia,1,1,1,1,1,1,chlamydophila pneumoniae infection,airborne,0,NA,0,0,NA,1,"Middle Africa, Northern America, Eastern Asia, South-eastern Asia, Southern Asia, Northern Europe, Western Europe, Australia and New Zealand","CF,US,CH,AU,CA,KR,FI,GB,IR,SE,TW,CN,SG"
chlamydophila psittaci,chlamydia psittaci,bacteria/rickettsia,1,1,1,1,1,1,ornithosis,"direct, respiratory",1,NA,0,0,NA,1,"South America, Northern America, Eastern Asia, Southern Asia, Northern Europe, Southern Europe, Western Europe, Australia and New Zealand","GR,SE,AR,AQ,NO,FR,FO,IR,DE,JP,CN,US,NL,AU,EC,GB"
chromobacterium violaceum,chromobacterium violaceum,bacteria/rickettsia,1,1,1,0,1,0,NA,NA,0,NA,0,0,NA,1,South America,BR
chryseobacterium balustinum,chryseobacterium balustinum,bacteria/rickettsia,1,0,1,0,0,0,NA,NA,0,NA,0,0,NA,0,Southern Asia,IN
