Pathogen_Original,PathogenName_Harmonised,PathogenName_Harm2,PathogenType,HumanInfective_Olival,Zoonotic_Olival_Strict,HumanInfective_External,DiseaseAgent,IsZoonotic,InGIDEON,Disease_GIDEON,Route_GIDEON,AnimalReservoir_GIDEON,VectorBorne,Vector_GIDEON,InWertheim,Disease_Wertheim,AnimalReservoir_Taylor
pichinde,pichinde,pichinde virus,virus,1,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
pig-tailed macaque parvovirus,pig-tailed macaque parvovirus,pig-tailed macaque parvovirus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
pirital,pirital,pirital virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
piry,piry,piry virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
pixuna,pixuna,pixuna virus,virus,1,0,0,1,1,1,venezuelan equine encephalitis-related,vector,1,1,"mosquito (culex spp., aedes taeniorhynchus, psophora confinnis, anopheles spp.)",0,NA,0
poliovirus,poliovirus,poliovirus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
pongine herpesvirus 1,pongine herpesvirus 1,pongine herpesvirus 1,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
pongine herpesvirus 2,pongine herpesvirus 2,pongine herpesvirus 2,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
pongine herpesvirus 3,pongine herpesvirus 3,pongine herpesvirus 3,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
pongine herpesvirus 4,pongine herpesvirus 4,pongine herpesvirus 4,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
porcine adenovirus a,porcine adenovirus a,porcine adenovirus a,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
porcine adenovirus b,porcine adenovirus b,porcine adenovirus b,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
porcine adenovirus c,porcine adenovirus c,porcine adenovirus c,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
porcine astrovirus,porcine astrovirus,porcine astrovirus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
porcine circovirus-1,porcine circovirus-1,porcine circovirus-1,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
porcine circovirus-2,porcine circovirus-2,porcine circovirus-2,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
porcine enteric sapovirus,porcine enteric sapovirus,porcine enteric sapovirus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
porcine enterovirus a,porcine enterovirus a,porcine enterovirus a,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
porcine enterovirus b,porcine enterovirus b,porcine enterovirus b,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
porcine epidemic diarrhea,porcine epidemic diarrhea,porcine epidemic diarrhea virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
porcine hemagglutinating encephalomyelitis,porcine hemagglutinating encephalomyelitis,porcine hemagglutinating encephalomyelitis virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
porcine parvovirus,porcine parvovirus,porcine parvovirus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
porcine reproductive and respiratory syndrome,porcine reproductive and respiratory syndrome virus 1,porcine reproductive and respiratory syndrome virus 1,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
porcine rubulavirus,porcine rubulavirus,porcine rubulavirus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
porcine teschovirus,porcine teschovirus,porcine teschovirus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
porcine torovirus,porcine torovirus,porcine torovirus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
porcine type-c oncovirus,porcine type-c oncovirus,porcine type-c oncovirus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
possum adenovirus,possum adenovirus,possum adenovirus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
powassan,powassan,powassan virus,virus,1,1,1,1,1,1,powassan encephalitis,"vector, food",1,1,"tick (Ixodes cookei, Ix. marxi, Ix. scapularis, Dermacentor andersoni)",1,tick-borne encephalitis,1
primate t-lymphotropic virus 1,primate t-lymphotropic virus 1,primate t-lymphotropic virus 1,virus,1,0,1,1,1,1,htlv infection,"food (bushmeat), blood, sexual",1,0,NA,0,NA,0
primate t-lymphotropic virus 2,primate t-lymphotropic virus 2,primate t-lymphotropic virus 2,virus,1,1,1,1,1,1,htlv infection,"food (bushmeat), blood, sexual",1,0,NA,0,NA,0
primate t-lymphotropic virus 3,primate t-lymphotropic virus 3,primate t-lymphotropic virus 3,virus,1,1,1,1,1,1,htlv infection,"food (bushmeat), blood, sexual",1,0,NA,0,NA,0
prospect hill,prospect hill,prospect hill virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
pseudocowpox,pseudocowpox,pseudocowpox virus,virus,1,1,1,1,1,1,pseudocowpox,direct,1,0,NA,0,NA,1
puma lentivirus,puma lentivirus,puma lentivirus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
punta toro,punta toro,punta toro virus,virus,1,0,1,1,1,1,new world phlebovirus,vector,1,1,"sandfly (lutzomyia), tick",0,NA,0
puumala,puumala,puumala virus,virus,1,1,1,1,1,1,old world hantavirus,"direct, environmental, respiratory",1,0,NA,1,nephropathia epidemica,1
qalyub,qalyub,qalyub virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
quaranfil,quaranfil,quaranfil virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
rabbit coronavirus,rabbit coronavirus,rabbit coronavirus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
rabbit fibroma,rabbit fibroma,rabbit fibroma virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
rabbit hemorrhagic disease,rabbit hemorrhagic disease,rabbit hemorrhagic disease virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
rabbit kidney vacuolating,rabbit kidney vacuolating,rabbit kidney vacuolating virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
rabbit oral papillomavirus,rabbit oral papillomavirus,rabbit oral papillomavirus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
rabies,rabies,rabies virus,virus,1,1,1,1,1,1,rabies,"direct, bite",1,0,NA,1,rabies,1
racoonpox,raccoonpox,raccoonpox virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
rat coronavirus,rat coronavirus,rat coronavirus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
rat minute virus 1,rat minute virus 1,rat minute virus 1,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
rat parvovirus 1,rat parvovirus 1,rat parvovirus 1,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
reston ebolavirus,reston ebolavirus,reston ebolavirus,virus,1,0,1,1,1,1,ebola,"direct, respiratory, environment, sexual",1,0,NA,1,haemorrhagic fever,1
rhesus macaque parvovirus,rhesus macaque parvovirus,rhesus macaque parvovirus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
rhesus monkey papillomavirus 1,rhesus monkey papillomavirus 1,rhesus monkey papillomavirus 1,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
rift valley fever,rift valley,rift valley fever virus,virus,1,1,1,1,1,1,rift valley fever,"vector, direct",1,1,"moquito (culex, aedes, anopheles, eretmapodites, mansonia, culicoides, coquillettidia spp.)",1,rift valley fever,1
rinderpest,rinderpest,rinderpest virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
rio bravo,rio bravo,rio bravo virus,virus,1,0,1,1,1,1,viral encephalitis (st. louis-related),vector,1,1,"mosquito (Culex pipiens, Cx. tarsalis, Cx. nigripalpus, Cx. restuans, Cx. salinarius, Aedes, Sabethes)",0,NA,1
rio mamore,rio mamore,rio mamore virus,virus,1,1,0,1,1,1,hantavirus pulmonary syndrome,"direct, environment ,respiratory",1,0,NA,1,none reported,0
rio negro,rio negro,rio negro virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
rio segundo,rio segundo,rio segundo virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
ross river,ross river,ross river virus,virus,1,1,1,1,1,1,ross river disease,"vector, fluids",1,1,"mosquito (aedes vigilax, culex annulirostris)",1,ross river virus disease,1
rotavirus a,rotavirus a,rotavirus a,virus,1,1,1,1,1,1,rotavirus infection,"water, fecal-oral",1,0,NA,0,NA,1
rotavirus b,rotavirus b,rotavirus b,virus,1,1,1,1,1,1,rotavirus infection,"water, fecal-oral",1,0,NA,0,NA,1
rotavirus c,rotavirus c,rotavirus c,virus,1,1,1,1,1,1,rotavirus infection,"water, fecal-oral",1,0,NA,0,NA,1
rotavirus e,rotavirus e,rotavirus e,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
rubella,rubella,rubella virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
sabia,sabia,sabia virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
saboya,saboya,saboya virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
saimiriine herpesvirus 1,saimiriine herpesvirus 1,saimiriine herpesvirus 1,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
saimiriine herpesvirus 2,saimiriine herpesvirus 2,saimiriine herpesvirus 2,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
sal vieja,sal vieja,sal vieja virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
salehabad,salehabad,salehabad virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
salem,salem,salem virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
san perlita,san perlita,san perlita virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
sandfly fever naples,sandfly fever naples,sandfly fever naples virus,virus,1,1,1,1,1,1,old world phlebovirus infection,vector,1,1,sandfly (phlebotomus),0,NA,1
sandfly fever sicilian,sandfly fever sicilian,sandfly fever sicilian virus,virus,1,0,1,1,1,1,sandfly fever,vector,1,1,"sandfly (Phlebotomus papatasi, Ph. Perfilewi)",0,NA,1
sapporo,sapporo,sapporo virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
sathuperi,sathuperi,sathuperi virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
sciurid herpesvirus 1,sciurid herpesvirus 1,sciurid herpesvirus 1,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
sciurid herpesvirus 2,sciurid herpesvirus 2,sciurid herpesvirus 2,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
sealpox,sealpox,seal parapoxvirus,virus,1,1,1,1,1,1,pseudocowpox and related,direct,1,0,NA,0,NA,1
semliki forest,semliki forest,semliki forest virus,virus,1,0,1,1,1,1,semliki forest fever (chikungunya-related),vector,1,1,"mosquito (Aedes spp., Aedes furcifer-taylori group)",0,NA,1
sendai,sendai,sendai virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
seoul,seoul,seoul virus,virus,1,0,1,1,1,1,old world hantavirus,"direct, environmental, respiratory",1,0,NA,1,hantaviral disease,1
sepik,sepik,sepik virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
severe acute respiratory syndrome-related coronavirus,severe acute respiratory syndrome coronavirus,severe acute respiratory syndrome coronavirus,virus,1,0,1,1,1,1,sars,"airborne, direct, fecal-oral",1,0,NA,1,severe acute respiratory syndrome,0
shamonda,shamonda,shamonda virus,virus,1,1,0,0,0,0,NA,NA,0,0,NA,0,NA,0
sheeppox,sheeppox,sheeppox virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
shuni,shuni,shuni virus,virus,1,1,0,1,1,1,bunyaviridae infections misc.,vector,1,1,mosquito,0,NA,0
simbu,simbu,simbu virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
simian adenovirus,simian adenovirus a,simian adenovirus a,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
simian enterovirus a,simian enterovirus a,simian enterovirus a,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
simian foamy,simian foamy,simian foamy virus,virus,1,1,0,0,0,0,NA,NA,0,0,NA,0,NA,0
simian hemorrhagic fever,simian hemorrhagic fever,simian hemorrhagic fever virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
simian immunodeficiency,simian immunodeficiency,simian immunodeficiency virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
simian parvovirus,simian parvovirus,simian parvovirus,virus,1,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
simian virus 10,simian virus 10,simian virus 10,virus,1,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
simian virus 12,simian virus 12,simian virus 12,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
simian virus 40,simian virus 40,simian virus 40,virus,1,1,1,0,0,0,NA,NA,0,0,NA,0,NA,0
simian virus 5,simian virus 5,simian virus 5,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
sin nombre,sin nombre,sin nombre virus,virus,1,1,1,1,1,1,hantavirus pulmonary syndrome,"direct, environmental, respiratory",1,0,NA,1,hantavirus pulmonary syndrome,1
sindbis,sindbis,sindbis virus,virus,1,0,1,1,1,1,"karelian fever, sindbis fever",vector,1,1,mosquito (culex univittatus and cx. tritaeniorhyncus),1,sindbis fever,1
southern elephant seal,southern elephant seal,southern elephant seal virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
squirrel adenovirus,squirrel adenovirus,squirrel adenovirus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
squirrel fibroma,squirrel fibroma,squirrel fibroma virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
squirrel monkey retrovirus,squirrel monkey retrovirus,squirrel monkey retrovirus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
squirrel parapoxvirus,squirrel parapoxvirus,squirrel parapoxvirus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
st. louis encephalitis,st. louis encephalitis,st. louis encephalitis virus,virus,1,1,1,1,1,1,st. louis encephalitis,vector,1,1,"mosquito (culex pipiens, cx. tarsalis, cx. nigripalpus, cx. restuans, cx. salinarius, aedes, sabethes)",0,NA,1
sudan ebolavirus,sudan ebolavirus,sudan ebolavirus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
suid herpesvirus 1,suid herpesvirus 1,suid herpesvirus 1,virus,1,0,1,0,1,0,NA,NA,0,0,NA,0,NA,1
swine norovirus,swine norovirus,swine norovirus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
swinepox,swinepox,swinepox virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
tacaiuma,tacaiuma,tacaiuma virus,virus,1,0,1,1,1,1,bunyaviridae infections misc.,vector,1,1,mosquito,0,NA,1
tacaribe,tacaribe,tacaribe virus,virus,1,0,0,1,1,1,new world arenaviral haemorrhagic fever,"direct, environment, respiratory",1,0,NA,1,arenaviral disease,0
tamana bat,tamana bat,tamana bat virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
tamdy,tamdy,tamdy virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
tamiami,tamiami,tamiami virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
tanapox,tanapox,tanapox virus,virus,1,0,1,1,1,1,tanapox virus disease,direct,1,0,NA,0,NA,0
tataguine,tataguine,tataguine virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
taterapox,taterapox,taterapox virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
tembusu,tembusu,tembusu virus,virus,1,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
thailand,thailand,thailand virus,virus,1,0,1,1,1,1,old world hantavirus,"respiratory, fluid, environment",1,0,NA,0,NA,0
theilovirus,theilovirus,theilovirus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
thiafora,thiafora,thiafora nairovirus,virus,1,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
thogoto,thogoto,thogoto virus,virus,1,1,1,1,1,1,thogoto encephalitis,vector,1,1,tick,0,NA,1
thottapalayam,thottapalayam,thottapalayam virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
tick-borne encephalitis,tick-borne encephalitis,tick-borne encephalitis virus,virus,1,0,1,1,1,1,tick-borne encephalitis,"vector, food",1,1,tick (ixodes ricinus),1,tick-borne encephalitis,1
tioman,tioman,tioman virus,virus,1,0,0,1,1,1,respiratory viruses (misc),"respiratory, fluid",1,0,NA,0,NA,0
tonate,tonate,tonate virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
topografov,topografov,topografov virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
torque teno,torque teno,torque teno virus,virus,1,1,0,0,0,0,NA,NA,0,0,NA,0,NA,0
transmissible gastroenteritis,transmissible gastroenteritis,transmissible gastroenteritis virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
tree shrew adenovirus,tree shrew adenovirus,tree shrew adenovirus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
trubanaman,trubanaman,trubanaman virus,virus,1,0,1,1,1,1,barmah forest-related,vector,1,1,"mosquito (Aedes vigilax, Ae. camptorhynchus, Culex spp., Ae. normanensis and Coquillettidia spp)",0,NA,1
tula,tula,tula virus,virus,1,1,0,1,1,1,old world hantavirus,"respiratory, fluid, environment",1,0,NA,0,NA,0
tupaia paramyxovirus,tupaia paramyxovirus,tupaia paramyxovirus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
tupaiid herpesvirus 1,tupaiid herpesvirus 1,tupaiid herpesvirus 1,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
turlock,turlock,turlock virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
uganda s,uganda s,uganda s virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
una,una,una virus,virus,1,0,0,1,1,1,mayaro-related alphaviral infection,vector,1,1,mosquito (Haemagogus janthinomys),1,alphavirus infection,0
upolu,upolu,upolu virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
usutu,usutu,usutu virus,virus,1,0,1,1,1,1,west nile-related fever,vector,1,1,"mosquito (Culex univittatus. Cx. pipiens, Cx. vishnui, Cx. naevei, Coquillettidia, Aedes and Anopheles spp.)",1,usutu,1
uukuniemi,uukuniemi,uukuniemi virus,virus,1,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
vaccinia,vaccinia,vaccinia virus,virus,1,0,1,1,1,1,pseudocowpox,direct,1,0,NA,0,NA,0
variola,variola,variola virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
venezuelan equine encephalitis,venezuelan equine encephalitis,venezuelan equine encephalitis virus,virus,1,1,1,1,1,1,venezuelan equine encephalitis,vector,1,1,"mosquito (culex_spp,_aedes taeniorhynchus,_psorophora confinnis,_anopheles spp)",1,venezuelan equine encephalitis,1
vesicular exanthema of swine,vesicular exanthema of swine,vesicular exanthema of swine virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
vesicular stomatitis alagoas,vesicular stomatitis alagoas,vesicular stomatitis alagoas virus,virus,1,0,1,1,1,1,vesicular stomatitis,"vector, contact",1,1,sandfly,0,NA,1
vesicular stomatitis indiana,vesicular stomatitis indiana,vesicular stomatitis indiana virus,virus,1,0,1,1,1,1,vesicular stomatitis,"vector, contact",1,1,sandfly,0,NA,1
vesicular stomatitis new jersey,vesicular stomatitis new jersey,vesicular stomatitis new jersey virus,virus,1,0,1,1,1,1,vesicular stomatitis,"vector, contact",1,1,sandfly,0,NA,1
visna/maedi,visna/maedi,visna/maedi virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
volepox,volepox,volepox virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
wad medani,wad medani,wad medani virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
wallal,wallal,wallal virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
walrus calicivirus,walrus calicivirus,walrus calicivirus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
wanowrie,wanowrie,wanowrie virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
warrego,warrego,warrego virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
wesselsbron,wesselsbron,wesselsbron virus,virus,1,1,1,1,1,1,wesselsbron,vector,1,1,"mosquito (aedes_sp.,_anopheles gambiae,_an. pharoensis,_culex telesilla,_cx. univittatus,_mansonia uniformis)",0,NA,1
west caucasian bat,west caucasian bat,west caucasian bat virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
west nile,west nile,west nile virus,virus,1,1,1,1,1,1,west nile fever,"vector, fluids",1,1,"mosquito (culex univittatus. cx. pipiens, cx. vishnui, cx. naevei, coquillettidia, aedes and anopheles spp.)",1,west nile fever,1
western equine encephalitis,western equine encephalitis,western equine encephalitis virus,virus,1,1,1,1,1,1,western equine encephalitis,vector,1,1,mosquito (culex tarsalis),1,western equine encephalitis,1
whitewater arroyo,whitewater arroyo,whitewater arroyo virus,virus,1,1,1,1,1,1,whitewater arroyo virus infection,"environment, respiratory",1,0,NA,1,Tacaribe Complex Virus Disease,0
witwatersrand,witwatersrand,witwatersrand virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
wongorr,wongorr,wongorr virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
woodchuck hepatitis,woodchuck hepatitis,woodchuck hepatitis virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
woolly monkey sarcoma,woolly monkey sarcoma,woolly monkey sarcoma virus,virus,1,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
wyeomyia,wyeomyia,wyeomyia virus,virus,1,1,1,1,1,1,bunyaviridae infections misc.,vector,1,0,"mosquito (23 spp, inc. aedes, anopheles, limatus, culex, haemogogus, coquillettidia, psopsophora)",0,NA,1
yaba monkey tumor,yaba monkey tumor,yaba monkey tumor virus,virus,1,0,1,0,1,0,NA,NA,0,0,NA,0,NA,1
yellow fever,yellow fever,yellow fever virus,virus,1,1,1,1,1,1,yellow fever,"vector, fluids",1,1,"mosquito (aedes, haemoagogus, sabethes)",1,yellow fever,1
yogue,yogue,yogue virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
yokose,yokose,yokose virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
zaire ebolavirus,zaire ebolavirus,zaire ebolavirus,virus,1,1,1,1,1,1,ebola,"direct, food",1,0,NA,1,ebola,1
zegla,zegla,zegla virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
zika,zika,zika virus,virus,1,0,1,1,1,1,zika fever,"vector, sexual",1,1,mosquito (Aedes spp.),1,zika fever,1
